#Command: python3 Fitness_Esimation.py temp/STLM_pred.csv demodata/H37Rv/H37RvBD1.prot_table temp/H37RV_gumbel.txt
#Gumbel/Bernoulli Calls: Calls from the Gumbel Analysis. Genes found to be significant through Bernoulli when all sites have 0 insertions are labeled EB
#Significant size n for genes lacking insertion: 1.616911723671773
#HMM States: HMM+NP model trained on data
#Gene+TTN States: Genes labeled E by the Gumbel are determined to be ES and those labeled EB by Gumbel are determined to be ESB
#Gene+TTN Summary: 316ES 54ESB 731GD 1035GA 1845NE
ORF ID,Name,Description,Total # TA Sites,#Sites with insertions,Used in Models,Gene (M0) Coef,Gene (M0) Adj Pval,Gene+TTN (M1) Coef,Gene+TTN (M1) Adj Pval,Coef Diff (M1-M0),Mean Count Expected by M0,Mean Count Expected by M1,Mean Actual Count,TTN-Fitness Assesment
Rv0532,PE_PGRS6,PE-PGRS FAMILY PROTEIN ,18,15,True,-0.2052938729149492,0.3377368638375218,0.09342705905504001,0.5132010455201791,0.29872093196998917,19.817727099618303,19.817727099618303,73.01666666666667,NE
Rv0533c,fabH,3-oxoacyl-(acyl carrier protein) synthase III ,15,15,True,0.3738644744975878,0.09846669893663845,0.38646487906908644,0.006659644436835298,0.012600404571498636,76.59628832465721,76.59628832465721,160.1333333333333,GA
Rv0534c,menA,"1,4-dihydroxy-2-naphthoate octaprenyltransferase ",12,3,True,-1.6551049961537725,9.472279999351332e-15,-1.6498948814390935,7.659736908024648e-30,0.005210114714679026,0.2212137525111466,0.2212137525111466,1.4166666666666667,GD
Rv0535,pnp,5'-methylthioadenosine phosphorylase ,10,10,True,0.04297478278940942,0.8948777722652391,-0.027702884749470344,0.895135113301459,-0.07067766753887977,35.486845424439096,35.486845424439096,103.35,NE
Rv0536,galE3,PROBABLE UDP-GLUCOSE 4-EPIMERASE GALE3 (GALACTOWALDENASE) (UDP-GALACTOSE 4-EPIMERASE) (URIDINE DIPHOSPHATE GALACTOSE 4-EPIMERASE) (URIDINE DIPHOSPHO-GALACTOSE 4-EPIMERASE) ,12,12,True,0.09483768119309278,0.7379435462701208,0.2832063970970124,0.08296011373365753,0.18836871590391963,40.0514769789458,40.0514769789458,62.44166666666666,NE
Rv0537c,-,PROBABLE INTEGRAL MEMBRANE PROTEIN ,20,20,True,0.4906869254093431,0.008268387690280023,0.5932630384485925,4.982324641148427e-07,0.1025761130392494,100.39181179198553,100.39181179198553,185.51499999999996,GA
Rv0538,-,POSSIBLE CONSERVED MEMBRANE PROTEIN ,15,14,True,0.1119583303662147,0.6507958438600997,0.3209231501582435,0.02626233985147403,0.2089648197920288,41.68201541126246,41.68201541126246,82.5,GA
Rv0539,-,PROBABLE DOLICHYL-PHOSPHATE SUGAR SYNTHASE (DOLICHOL-PHOSPHATE SUGAR SYNTHETASE) (DOLICHOL-PHOSPHATE SUGAR TRANSFERASE) (SUGAR PHOSPHORYLDOLICHOL SYNTHASE) ,6,5,True,-0.408632593758913,0.2655982935787243,0.12824504664641648,0.6123678896723668,0.5368776404053295,12.221443748052495,12.221443748052495,76.33333333333333,NE
Rv0540,-,hypothetical protein Rv0540 ,11,11,True,-0.2311434325033205,0.40498070883568404,0.012077103444483154,0.9533577690890672,0.24322053594780366,18.64368603993199,18.64368603993199,30.981818181818184,NE
Rv0541c,-,PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN ,19,16,True,-0.4834563650050184,0.01160247258815353,-0.2121718304659903,0.1041507941025343,0.27128453453902807,10.208105236015804,10.208105236015804,27.85263157894737,NE
Rv0542c,menE,O-succinylbenzoic acid--CoA ligase ,15,4,False,,,,,,,,11.213333333333335,ES
Rv0543c,-,hypothetical protein Rv0543c ,3,1,True,-1.7878052426369906,9.158256987934463e-05,-1.3446544360297756,1.328087800049025e-05,0.44315080660721495,,,0.03333333333333333,GD
Rv0544c,-,POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN ,7,7,True,0.2845872715379969,0.41299618271427235,0.2042847639380157,0.36098182591607814,-0.0803025075999812,62.27059815996359,62.27059815996359,143.6,NE
Rv0545c,pitA,PROBABLE LOW-AFFINITY INORGANIC PHOSPHATE TRANSPORTER INTEGRAL MEMBRANE PROTEIN PITA ,14,14,True,-0.004636516556805839,0.9865114921940951,0.21260420245084305,0.1642632398320912,0.21724071900764888,31.750204963215133,31.750204963215133,57.37857142857143,NE
Rv0546c,-,hypothetical protein Rv0546c ,8,8,True,0.3326295417029855,0.2960697697130324,0.27679928340630333,0.17168485272005507,-0.055830258296682145,69.61299793776465,69.61299793776465,174.875,NE
Rv0547c,-,short chain dehydrogenase ,10,10,True,0.5411523802147438,0.04496754803983289,0.2761707861831166,0.1254511442039501,-0.2649815940316272,112.82386442924505,112.82386442924505,191.99,NE
Rv0548c,menB,naphthoate synthase ,13,3,False,,,,,,,,13.600000000000001,ES
Rv0549c,-,hypothetical protein Rv0549c ,4,4,True,0.37574621122742086,0.41398986171490754,0.036018013524635385,0.9140260412167139,-0.33972819770278545,76.93106040335695,76.93106040335695,106.775,NE
Rv0550c,-,hypothetical protein Rv0550c ,3,3,True,0.4931090313711558,0.3462156510038601,-0.2053313603937539,0.5625396035842964,-0.6984403917649097,100.95606802378705,100.95606802378705,216.03333333333333,NE
Rv0551c,fadD8,acyl-CoA synthetase ,33,33,True,0.302633339061756,0.041153639517820716,0.18565875668179185,0.05903522372545062,-0.11697458237996414,64.9338290011872,64.9338290011872,114.95151515151517,NE
Rv0552,-,hypothetical protein Rv0552 ,19,19,True,0.057274510054842305,0.8029887764052192,0.08898295097267755,0.5228264981893395,0.03170844091783525,36.691483825103454,36.691483825103454,81.29473684210527,NE
Rv0553,menC,O-succinylbenzoate synthase ,12,2,False,,,,,,,,5.366666666666667,ES
Rv0554,bpoC,POSSIBLE PEROXIDASE BPOC (NON-HAEM PEROXIDASE) ,14,14,True,0.32445221442135525,0.17206604956717075,0.2761657067837912,0.06763236541155665,-0.048286507637564036,68.30519184068363,68.30519184068363,112.05714285714284,NE
Rv0555,menD,"2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylic acid synthase/2-oxoglutarate decarboxylase ",15,2,False,,,,,,,,0.06666666666666667,ES
Rv0556,-,PROBABLE CONSERVED TRANSMEMBRANE PROTEIN ,13,5,True,-1.659145530663644,5.074135264872957e-16,-1.6186648107428683,5.759628991003245e-31,0.04048071992077573,,,0.6461538461538462,GD
Rv0557,pimB,MANNOSYLTRANSFERASE PIMB ,15,12,True,-0.6679205556598091,0.0014296416717503614,-0.5868653990563323,2.1986161466314148e-05,0.08105515660347684,6.502424581090038,6.502424581090038,23.206666666666663,GD
Rv0558,ubiE,ubiquinone/menaquinone biosynthesis methyltransferase ,15,5,False,,,,,,,,2.8800000000000003,ES
Rv0559c,-,POSSIBLE CONSERVED SECRETED PROTEIN ,7,7,True,0.6225887586916722,0.05475360520029428,0.4940139588118057,0.019049364003967933,-0.12857479987986647,136.19661311852747,136.19661311852747,170.59999999999997,GA
Rv0560c,-,POSSIBLE BENZOQUINONE METHYLTRANSFERASE (METHYLASE) ,15,14,True,-0.2529403443060477,0.27683101516178366,-0.5059051993185272,0.0003322357776864625,-0.25296485501247945,17.70659163685483,17.70659163685483,97.76666666666667,GD
Rv0561c,-,POSSIBLE OXIDOREDUCTASE ,18,16,True,-0.30025507346247254,0.14939654914077355,-0.3663543715544013,0.004753143270203708,-0.06609929809192877,15.827283066635554,15.827283066635554,36.733333333333334,GD
Rv0562,grcC1,PROBABLE POLYPRENYL-DIPHOSPHATE SYNTHASE GRCC1 (POLYPRENYL PYROPHOSPHATE SYNTHETASE) ,15,2,False,,,,,,,,8.719999999999999,ES
Rv0563,htpX,heat shock protein HtpX ,11,11,True,0.2582194243961219,0.34539163552648705,0.13981579561376709,0.4376214978982195,-0.1184036287823548,58.57291745629786,58.57291745629786,77.94545454545455,NE
Rv0564c,gpsA,NAD(P)H-dependent glycerol-3-phosphate dehydrogenase ,12,12,True,0.3653791425546126,0.15222404163840056,0.3682763353802516,0.022404224534569587,0.0028971928256389945,75.10458575754468,75.10458575754468,153.73333333333332,GA
Rv0565c,-,PROBABLE MONOOXYGENASE ,36,36,True,0.23195202423398598,0.11307213715000702,0.14491916417314224,0.12723596524191783,-0.08703286006084374,55.105918635406766,55.105918635406766,122.30555555555553,NE
Rv0566c,-,nucleotide-binding protein ,6,6,True,0.4535296021676366,0.21420541125412304,0.5680216372087253,0.012226528953492176,0.11449203504108874,92.1186822775288,92.1186822775288,145.33333333333334,GA
Rv0567,-,PROBABLE METHYLTRANSFERASE/METHYLASE ,20,19,True,0.5487330996718793,0.0027325581610664327,0.5089597129177371,2.2543899077948254e-05,-0.039773386754142215,114.81932597316681,114.81932597316681,221.28500000000003,GA
Rv0568,cyp135B1,POSSIBLE CYTOCHROME P450 135B1 CYP135B1 ,12,10,True,0.21045510158239913,0.43025733776742464,0.33613364671951523,0.038070460609971275,0.1256785451371161,52.420519305378804,52.420519305378804,144.84166666666667,GA
Rv0569,-,hypothetical protein Rv0569 ,4,4,True,0.7783897330456025,0.07181038114303082,0.4713160459055887,0.09699911352403798,-0.3070736871400139,195.1855371352678,195.1855371352678,216.54999999999998,NE
Rv0570,nrdZ,PROBABLE RIBONUCLEOSIDE-DIPHOSPHATE REDUCTASE (LARGE SUBUNIT) NRDZ (RIBONUCLEOTIDE REDUCTASE) ,37,32,True,-0.19233652791917916,0.18911673957876357,-0.11329403184244549,0.2336944174111976,0.07904249607673366,20.43304792490071,20.43304792490071,72.07567567567568,NE
Rv0571c,-,hypothetical protein Rv0571c ,14,14,True,-0.2871497643996104,0.23041694538739715,-0.005392988719621605,0.9766370290876438,0.28175677567998875,16.32748574225395,16.32748574225395,43.51428571428571,NE
Rv0572c,-,hypothetical protein Rv0572c ,8,8,True,0.6829194638425082,0.02213996874084513,0.23248330350689905,0.2582762847313434,-0.4504361603356092,156.56826970780455,156.56826970780455,233.83749999999998,NE
Rv0573c,-,nicotinate phosphoribosyltransferase ,17,17,True,0.1724660182765787,0.44311772504550845,0.04362878298124608,0.7760941882790744,-0.1288372352953326,47.98808294655025,47.98808294655025,95.81176470588234,NE
Rv0574c,-,hypothetical protein Rv0574c ,21,20,True,0.22268621992105722,0.25618122466065646,0.34184014173689203,0.004443887461095674,0.11915392181583481,53.93211576442458,53.93211576442458,132.37619047619046,GA
Rv0575c,-,hypothetical protein Rv0575c ,14,14,True,0.3887553002901123,0.09693331216327916,0.340427390992769,0.02245920441245299,-0.04832790929734332,79.28555969256398,79.28555969256398,205.33571428571426,GA
Rv0576,-,PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY ARSR-FAMILY) ,20,19,True,-0.12763169602670885,0.5432035971083552,-0.03401745192124956,0.8130228832300531,0.0936142441054593,23.796141018502748,23.796141018502748,63.205000000000005,NE
Rv0577,TB27.3,hypothetical protein Rv0577 ,14,14,True,0.510405637425056,0.023785459175575435,0.30923202578102427,0.039411578885230523,-0.2011736116440317,105.07829228864968,105.07829228864968,196.33571428571432,GA
Rv0578c,PE_PGRS7,PE-PGRS FAMILY PROTEIN ,28,22,True,-0.5942459554027115,6.93035375535235e-05,-0.21234306247054607,0.04589967409058996,0.38190289293216545,7.797037257038663,7.797037257038663,31.603571428571428,GD
Rv0579,-,hypothetical protein Rv0579 ,15,15,True,0.4340617511374669,0.049413940472718285,0.4271296468442886,0.0025790898344966837,-0.0069321042931783095,88.05860092112039,88.05860092112039,134.94666666666666,GA
Rv0580c,-,hypothetical protein Rv0580c ,10,9,True,0.11688811863213613,0.7027289809575418,0.14641523418970215,0.43785196788175323,0.029527115557566014,42.16356221795762,42.16356221795762,84.06,NE
Rv0581,-,hypothetical protein Rv0581 ,4,4,True,0.4580555464925627,0.310102347963865,-0.04826232878522213,0.8852035426944003,-0.5063178752777848,93.08894295606243,93.08894295606243,144.92499999999998,NE
Rv0582,-,hypothetical protein Rv0582 ,10,10,True,-0.15431188313190328,0.6085695278937061,-0.03871253107097058,0.8496422495237206,0.11559935206093269,22.348469408955502,22.348469408955502,33.4,NE
Rv0583c,lpqN,PROBABLE CONSERVED LIPOPROTEIN LPQN ,8,8,True,0.6126168059086701,0.04173496656878649,0.23706017146720196,0.24908489280125057,-0.37555663444146814,133.0936456645289,133.0936456645289,165.9,NE
Rv0584,-,POSSIBLE CONSERVED EXPORTED PROTEIN ,63,60,True,0.17731712900411695,0.1090387085650811,0.11301032011594062,0.11623255480861452,-0.06430680888817633,48.53273569984746,48.53273569984746,102.23968253968255,NE
Rv0585c,-,PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN ,42,37,True,-0.42043304381675667,0.0007304284789796479,-0.42233856261941455,2.0775284359590055e-07,-0.0019055188026578795,11.880436353494316,11.880436353494316,47.22380952380953,GD
Rv0586,-,PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (GNTR-FAMILY) ,12,11,True,-0.5254910373315247,0.03163912744864111,-0.45872371625554703,0.003825558170949063,0.06676732107597766,9.220261714944629,9.220261714944629,28.291666666666668,GD
Rv0587,yrbE2A,CONSERVED HYPOTHETICAL INTEGRAL MEMBRANE PROTEIN YRBE2A ,13,13,True,-0.028578066053199142,0.9210929989665956,-0.025615186751017108,0.8905887520428042,0.0029628793021820345,30.020449785108624,30.020449785108624,47.38461538461539,NE
Rv0588,yrbE2B,CONSERVED HYPOTHETICAL INTEGRAL MEMBRANE PROTEIN YRBE2B ,16,15,True,-0.13651320803471512,0.5624695117671276,-0.10004824960289532,0.5087508936593365,0.036464958431819794,23.30432042725557,23.30432042725557,47.724999999999994,NE
Rv0589,mce2A,MCE-FAMILY PROTEIN MCE2A ,27,25,True,-0.2533902117028262,0.13567055654060176,-0.3846128625320246,0.00022724216746034017,-0.13122265082919837,17.687741958433573,17.687741958433573,54.43333333333334,GD
Rv0590,mce2B,MCE-FAMILY PROTEIN MCE2B ,10,10,True,-0.019537355778083944,0.9534284449880954,-0.0058136765135427294,0.9790908427341424,0.013723679264541214,30.662453242462153,30.662453242462153,59.81,NE
Rv0590A,-,MCE-FAMILY RELATED PROTEIN ,7,5,True,-0.3042466198184004,0.37830479900519803,-0.5186869869585629,0.013516724774639903,-0.21444036714016246,15.677908539453055,15.677908539453055,56.15714285714285,GD
Rv0591,mce2C,MCE-FAMILY PROTEIN MCE2C ,22,22,True,-0.022170273686436873,0.9210929989665956,-0.3120195543430686,0.008187017648700527,-0.28984928065663174,30.474101842223117,30.474101842223117,61.599999999999994,GD
Rv0592,mce2D,MCE-FAMILY PROTEIN MCE2D ,29,28,True,-0.1492148416404455,0.37927333630100607,-0.19387114359206278,0.06447249494154629,-0.044656301951617294,22.618207315996372,22.618207315996372,45.1206896551724,NE
Rv0593,lprL,POSSIBLE MCE-FAMILY LIPOPROTEIN LPRL (MCE-FAMILY LIPOPROTEIN MCE2E) ,19,14,True,-0.1915892747692452,0.35848612941443,-0.0016620116027609001,0.9915099450557255,0.1899272631664843,20.469096623517295,20.469096623517295,85.58947368421053,NE
Rv0594,mce2F,MCE-FAMILY PROTEIN MCE2F ,30,29,True,0.5719476368001174,7.417867469977621e-05,0.49360744954664737,3.013389462550989e-07,-0.07834018725347003,121.15126587420349,121.15126587420349,225.74333333333334,GA
Rv0595c,-,hypothetical protein Rv0595c ,8,8,True,0.5487963940430914,0.07282471139697552,0.4939379070468655,0.011746304609101043,-0.05485848699622592,114.83613391441719,114.83613391441719,131.4875,GA
Rv0596c,-,hypothetical protein Rv0596c ,5,3,True,-0.8286142697937392,0.028593532265907495,-0.5937916196213451,0.016988419360935605,0.23482265017239412,4.336762089624422,4.336762089624422,20.56,GD
Rv0597c,-,hypothetical protein Rv0597c ,14,14,True,0.09373207483030506,0.7188876516036912,0.40226238761478766,0.006354348408686385,0.3085303127844826,39.948374238458655,39.948374238458655,94.24285714285715,GA
Rv0598c,-,hypothetical protein Rv0598c ,7,7,True,0.3317432503406328,0.333587528080294,0.19227249265408478,0.3914755153901499,-0.139470757686548,69.47005994718461,69.47005994718461,89.82857142857142,NE
Rv0599c,-,hypothetical protein Rv0599c ,6,6,True,-0.2886043067164905,0.44600054401351336,0.08384807881271533,0.7477972258716069,0.37245238552920584,16.271221274821656,16.271221274821656,34.81666666666667,NE
Rv0600c,-,PROBABLE TWO COMPONENT SENSOR KINASE -SECOND PART ,4,4,True,0.4691663549038471,0.29724752223014606,0.47861046068765495,0.09188445024638318,0.009444105783807832,95.51417410663277,95.51417410663277,139.25,NE
Rv0601c,-,PROBABLE TWO COMPONENT SENSOR KINASE -FIRST PART ,4,3,True,-0.5372024071447149,0.23041694538739715,-0.4312574326771092,0.13027614892075715,0.1059449744676057,8.961643674946027,8.961643674946027,60.52499999999999,NE
Rv0602c,tcrA,PROBABLE TWO COMPONENT DNA BINDING TRANSCRIPTIONAL REGULATORY PROTEIN TCRA ,11,10,True,-0.01559351116519423,0.959814026462545,0.0708973557067381,0.7126208787047601,0.08649086687193233,30.94672946675478,30.94672946675478,76.48181818181818,NE
Rv0603,-,POSSIBLE EXPORTED PROTEIN ,2,2,True,-0.07625013248935655,0.9177773902181605,0.14859677955564207,0.7430718869436542,0.22484691204499863,26.847577589250616,26.847577589250616,32.8,NE
Rv0604,lpqO,PROBABLE CONSERVED LIPOPROTEIN LPQO ,7,7,True,0.24827003072186837,0.48036798980944645,0.10426682536229358,0.6617653832720475,-0.14400320535957478,57.23498088687568,57.23498088687568,121.95714285714287,NE
Rv0605,-,POSSIBLE RESOLVASE ,10,10,True,0.5155928354640122,0.05750894624460346,0.2913551421969882,0.10552771288739328,-0.22423769326702403,106.3468765857286,106.3468765857286,205.28000000000003,NE
Rv0606,-,POSSIBLE TRANSPOSASE (FRAGMENT) ,9,9,True,-0.08880547284440209,0.7888766398612712,0.10860393539773765,0.5976649247026469,0.19740940824213973,26.068285090914422,26.068285090914422,81.26666666666667,NE
Rv0607,-,hypothetical protein Rv0607 ,1,1,True,0.15334898489932544,0.881486370405387,0.14719837224209104,0.819313182305845,-0.0061506126572344055,45.89999999999927,45.89999999999927,45.9,NE
Rv0608,-,hypothetical protein Rv0608 ,2,1,True,-0.7371392285615995,0.2453287085439475,-0.5712159007737198,0.15737220007190447,0.16592332778787977,5.470762095411366,5.470762095411366,35.4,NE
Rv0609,-,hypothetical protein Rv0609 ,7,7,True,-0.1221702671772236,0.7408514281103955,-0.10361550711840699,0.663182619447457,0.018554760058816608,24.103604007262444,24.103604007262444,50.91428571428571,NE
Rv0609A,-,hypothetical protein Rv0609A ,2,2,True,0.2594635273528778,0.7049033942887463,0.6280325752894605,0.11931530854437897,0.36856904793658274,58.742383476697775,58.742383476697775,58.75,NE
Rv0610c,-,hypothetical protein Rv0610c ,11,11,True,0.10600003304468189,0.7181047087940332,0.18170000057749028,0.3031301865636987,0.07569996753280839,41.1072515641922,41.1072515641922,83.94545454545454,NE
Rv0611c,-,hypothetical protein Rv0611c ,13,13,True,0.33742778330259415,0.17156961251186933,0.5000774966451412,0.0009423000432681179,0.16264971334254708,70.39192656861027,70.39192656861027,125.00000000000001,GA
Rv0612,-,hypothetical protein Rv0612 ,6,6,True,0.14842401717613388,0.7077221196558322,0.20444824830783132,0.39886782023421863,0.05602423113169744,45.37678895778103,45.37678895778103,47.833333333333336,NE
Rv0613c,-,hypothetical protein Rv0613c ,17,17,True,0.4520991923970545,0.027595028333809005,0.3482652272865451,0.009497889021913645,-0.10383396511050941,91.81413147665296,91.81413147665296,152.01176470588237,GA
Rv0614,-,hypothetical protein Rv0614 ,14,13,True,0.22229973645834564,0.36039938765025153,0.1668873942302739,0.2862496831601156,-0.05541234222807173,53.88369756972933,53.88369756972933,113.03571428571429,NE
Rv0615,-,PROBABLE INTEGRAL MEMBRANE PROTEIN ,4,4,True,0.3301300837722539,0.4783465017863255,0.20732040354434017,0.4922686680356954,-0.12280968022791372,69.2106415246884,69.2106415246884,138.75,NE
Rv0616c,-,hypothetical protein Rv0616c ,7,6,True,-0.05452126305256084,0.88864423829626,-0.08468481753541302,0.7265153963087082,-0.030163554482852177,28.250654293558142,28.250654293558142,83.94285714285715,NE
Rv0617,-,hypothetical protein Rv0617 ,3,3,True,0.6845220834020411,0.18229110606778523,0.531564055293748,0.10572916065317836,-0.15295802810829318,157.14894873859026,157.14894873859026,289.4666666666667,NE
Rv0618,galTa,PROBABLE GALACTOSE-1-PHOSPHATE URIDYLYLTRANSFERASE GALTA ,6,6,True,-0.1567081691388469,0.6920646714703316,-0.08351579486957189,0.7486972635965652,0.073192374269275,22.222746662187117,22.222746662187117,32.15,NE
Rv0619,galTb,PROBABLE GALACTOSE-1-PHOSPHATE URIDYLYLTRANSFERASE GALTB ,12,11,True,-0.4852277117124185,0.049413940472718285,-0.5453632599449245,0.0005149383695518607,-0.060135548232506,10.16451928550377,10.16451928550377,24.599999999999998,GD
Rv0620,galK,galactokinase ,9,8,True,-0.5660761579886325,0.0468166561366191,-0.6559801172762273,0.00028109845277334125,-0.08990395928759476,8.35304838234697,8.35304838234697,17.044444444444444,GD
Rv0621,-,POSSIBLE MEMBRANE PROTEIN ,9,7,True,-0.2834441586569526,0.3484107616968481,-0.33353850380430083,0.07716665573694077,-0.05009434514734823,16.471680094688256,16.471680094688256,79.92222222222223,NE
Rv0622,-,POSSIBLE MEMBRANE PROTEIN ,13,12,True,-0.09088510841336875,0.7385807121651201,-0.3291824014551167,0.03471768178359879,-0.23829729304174793,25.941365972905356,25.941365972905356,67.2923076923077,GD
Rv0623,-,hypothetical protein Rv0623 ,3,3,True,-0.06513720950131154,0.9136855411427022,0.19891364275594303,0.5745000293346142,0.26405085225725455,27.55638976065477,27.55638976065477,35.300000000000004,NE
Rv0624,-,hypothetical protein Rv0624 ,7,7,True,0.22410894999700967,0.5273252038843402,0.07149285999059422,0.7656084494972617,-0.15261609000641546,54.1107254376601,54.1107254376601,88.8,NE
Rv0625c,-,PROBABLE CONSERVED TRANSMEMBRANE PROTEIN ,10,10,True,0.020152633021388127,0.9519741091774557,-0.051647026902697214,0.7984151877069783,-0.07179965992408534,33.644568496785055,33.644568496785055,98.23,NE
Rv0626,-,hypothetical protein Rv0626 ,4,4,True,0.06915587288710087,0.8930538790357185,0.3992519005092674,0.16311930575148706,0.3300960276221665,37.72300863506264,37.72300863506264,57.324999999999996,NE
Rv0627,-,hypothetical protein Rv0627 ,1,1,True,-1.6100790086635972,0.06114118210979936,-1.0630731277483734,0.05952871037291922,0.5470058809152238,0.30000000000001426,0.30000000000001426,0.3,NE
Rv0628c,-,hypothetical protein Rv0628c ,4,3,True,-0.05427792202133464,0.9173883126726176,0.31880122987776216,0.274624082323197,0.3730791518990968,28.2667681853027,28.2667681853027,158.2,NE
Rv0629c,recD,PROBABLE EXONUCLEASE V (ALPHA CHAIN) RECD (EXODEOXYRIBONUCLEASE V ALPHA CHAIN) (EXODEOXYRIBONUCLEASE V POLYPEPTIDE) ,16,13,True,-0.4020429247693376,0.06157430917186139,-0.22305869920061688,0.11724780555042486,0.17898422556872073,12.415941547012602,12.415941547012602,35.893750000000004,NE
Rv0630c,recB,PROBABLE EXONUCLEASE V (BETA CHAIN) RECB (EXODEOXYRIBONUCLEASE V BETA CHAIN)(EXODEOXYRIBONUCLEASE V POLYPEPTIDE) (CHI-SPECIFIC ENDONUCLEASE) ,34,30,True,-0.2363718418449657,0.11671979947182198,-0.26109695942234923,0.00575066071078492,-0.02472511757738352,18.414599669329846,18.414599669329846,44.26470588235295,GD
Rv0631c,recC,PROBABLE EXONUCLEASE V (GAMMA CHAIN) RECC (EXODEOXYRIBONUCLEASE V GAMMA CHAIN)(EXODEOXYRIBONUCLEASE V POLYPEPTIDE) ,19,17,True,-0.40945654816920624,0.035631284484777516,-0.2819017111403008,0.028225670948086243,0.1275548370289054,12.197331185837784,12.197331185837784,38.873684210526314,GD
Rv0632c,echA3,enoyl-CoA hydratase ,14,14,True,0.21880703715279054,0.36899006766203996,0.251225697109182,0.09779467078807673,0.03241865995639148,53.4480849634646,53.4480849634646,93.80714285714285,NE
Rv0633c,-,POSSIBLE EXPORTED PROTEIN ,14,13,True,0.4675270761659748,0.03976937201833354,0.30004869393227096,0.04608280061426344,-0.16747838223370382,95.15244416054965,95.15244416054965,212.20000000000002,GA
Rv0634c,-,POSSIBLE GLYOXALASE II (HYDROXYACYLGLUTATHIONE HYDROLASE) (GLX II) ,13,13,True,0.4020144678387554,0.09824560372607732,0.3426299930072418,0.02726555802550619,-0.0593844748315136,81.75900717619422,81.75900717619422,111.29230769230769,GA
Rv0634A,-,hypothetical protein Rv0634A ,6,6,True,-0.028298314837904046,0.9476149589364016,0.2188956655739193,0.3641550583911392,0.24719398041182333,30.040115895981582,30.040115895981582,70.31666666666668,NE
Rv0634B,rpmG,50S ribosomal protein L33 ,5,2,True,-1.715368072515829,6.08678029527159e-07,-1.583640046159463,7.265673968041434e-12,0.13172802635636582,0.127770528230704,0.127770528230704,0.18,GD
Rv0635,-,hypothetical protein Rv0635 ,14,2,True,-1.7607569893905155,2.7687793221704905e-19,-1.9280785774226146,4.791189177093709e-47,-0.16732158803209907,,,0.09999999999999999,GD
Rv0636,-,hypothetical protein Rv0636 ,8,2,True,-1.4930565256354587,2.7262205625085002e-08,-1.583801434150499,1.339650898892768e-18,-0.09074490851504025,,,11.5875,GD
Rv0637,-,hypothetical protein Rv0637 ,9,8,True,-0.4116562198641318,0.1647943886657082,-0.29495893558163105,0.12094585741761273,0.11669728428250076,12.133182667323926,12.133182667323926,46.31111111111111,NE
Rv0638,secE,preprotein translocase subunit SecE ,9,0,False,,,,,,,,0.0,ESB
Rv0639,nusG,transcription antitermination protein NusG ,13,3,False,,,,,,,,5.86153846153846,ES
Rv0640,rplK,50S ribosomal protein L11 ,6,2,True,-1.4050277109267229,9.998725946468115e-06,-1.4381046220713931,8.663918388087207e-12,-0.03307691114467026,0.7827478184467366,0.7827478184467366,14.816666666666665,GD
Rv0641,rplA,50S ribosomal protein L1 ,8,1,False,,,,,,,,32.6625,ES
Rv0642c,mmaA4,METHOXY MYCOLIC ACID SYNTHASE 4 MMAA4 (METHYL MYCOLIC ACID SYNTHASE 4) (MMA4) (HYDROXY MYCOLIC ACID SYNTHASE) ,19,19,True,0.8597913781770842,1.180416005454159e-06,0.5968758352699092,8.827996766161808e-07,-0.262915542907175,235.52628667822123,235.52628667822123,319.4157894736842,GA
Rv0643c,mmaA3,METHOXY MYCOLIC ACID SYNTHASE 3 MMAA3 (METHYL MYCOLIC ACID SYNTHASE 3) (MMA3) (HYDROXY MYCOLIC ACID SYNTHASE) ,23,23,True,0.6686162325918648,4.6839176202835136e-05,0.5696839765869787,2.1989219840492661e-07,-0.09893225600488609,151.47957589059396,151.47957589059396,270.25652173913045,GA
Rv0644c,mmaA2,METHOXY MYCOLIC ACID SYNTHASE 2 MMAA2 (METHYL MYCOLIC ACID SYNTHASE 2) (MMA2) (HYDROXY MYCOLIC ACID SYNTHASE) ,12,11,True,0.8435714682902538,0.0002480515991454445,0.6443183980884596,3.2414763039981736e-05,-0.19925307020179417,226.87382299617443,226.87382299617443,466.8583333333333,GA
Rv0645c,mmaA1,METHOXY MYCOLIC ACID SYNTHASE 1 MMAA1 (METHYL MYCOLIC ACID SYNTHASE 1) (MMA1) (HYDROXY MYCOLIC ACID SYNTHASE) ,20,20,True,1.0655423830167825,2.2686830568134e-10,0.7351592264699588,2.444344579307132e-10,-0.3303831565468237,378.56298539994924,378.56298539994924,472.24500000000006,GA
Rv0646c,lipG,PROBABLE LIPASE/ESTERASE LIPG ,10,10,True,0.2087603858835381,0.4783465017863255,0.2312532818041128,0.2042145631329081,0.022492895920574713,52.214413817279635,52.214413817279635,118.17000000000003,NE
Rv0647c,-,hypothetical protein Rv0647c ,15,6,False,,,,,,,,33.833333333333336,ES
