#Command: python3 Fitness_Esimation.py out/H37Rv_TTN.csv demodata/H37Rv/H37Rv_hmm_np.csv out/H37Rv.pickle demodata/H37Rv/H37Rv.prot_table
#Gumbel Calls: Calls from the Gumbel Analysis.
#Significant size n for genes lacking insertion: 1.616911723671773
#HMM States: HMM+NP model trained on data
#Gene+TTN States: Genes labeled E by the Gumbel are classified as ES and those found to be essential through Bernoulli  are classified as ESB
#Gene+TTN Summary: 318ES 54ESB 717GD 1006GA 1886NE
ORF ID,Name,Description,Total # TA Sites,#Sites with insertions,Used in Models,Gene (M0) Coef,Gene (M0) Adj Pval,Gene+TTN (M1) Coef,Gene+TTN (M1) Adj Pval,Coef Diff (M1-M0),Coef Diff Adj Pval,Mean STLM Predicted Count,Mean Actual Count,Gumbel Call,HMM+NP States,Gene+TTN States
Rv0845,-,POSSIBLE TWO COMPONENT SENSOR KINASE ,27,27,True,0.30768307210452506,0.056665878018610935,0.25052987357929896,0.017755908757332246,-0.0571531985252261,0.17714437483119894,90.76669069483602,118.3851851851852,U,NE,GA
Rv0846c,-,PROBABLE OXIDASE ,31,29,True,-0.16628412559962172,0.2938288813998071,-0.22773359589276632,0.021047065620288703,-0.0614494702931446,0.08198925986692325,71.45800764252994,67.12258064516128,NE,NE,GD
Rv0847,lpqS,PROBABLE LIPOPROTEIN LPQS ,6,6,True,0.23710365962967578,0.5277557112108344,0.24129120822484432,0.30658888109246957,0.004187548595168539,0.9868547029259473,57.58370149363342,113.41666666666669,NE,NE,NE
Rv0848,cysK2,POSSIBLE CYSTEINE SYNTHASE A CYSK2 (O-ACETYLSERINE SULFHYDRYLASE) (O-ACETYLSERINE (THIOL)-LYASE) (CSASE) ,29,28,True,-0.0403764364202415,0.8263913292680558,0.06723088436521799,0.5483831170721412,0.10760732078545948,0.00302925175062775,55.62185964451883,79.27586206896552,NE,NE,NE
Rv0849,-,PROBABLE CONSERVED INTEGRAL MEMBRANE TRANSPORT PROTEIN ,23,22,True,0.1557758826693961,0.40603264263715616,0.06394125477169031,0.6185904155598841,-0.09183462789770579,0.054044943946660894,77.62437788937055,89.29565217391306,NE,NE,NE
Rv0850,-,PUTATIVE TRANSPOSASE (FRAGMENT) ,9,8,True,-0.3433853553142486,0.2401844531911937,0.06123565159173471,0.7705084756947252,0.4046210069059833,0.0032987252883245432,20.21712914850427,34.72222222222222,NE,NE,NE
Rv0851c,-,short chain dehydrogenase ,10,9,True,-0.10057131434127099,0.7391624405840757,-0.15015523343940881,0.42038598863553667,-0.04958391909813782,0.7293966696503179,43.3449751740033,58.910000000000004,NE,NE,NE
Rv0852,fadD16,POSSIBLE FATTY-ACID-CoA LIGASE FADD16 (FATTY-ACID-CoA SYNTHETASE) (FATTY-ACID-CoA SYNTHASE) ,15,14,True,-0.15975247976356097,0.49842415980900845,-0.022501696462847012,0.89578079391895,0.13725078330071394,0.06727082855669517,30.770791068504664,51.64,NE,NE,NE
Rv0853c,pdc,PROBABLE PYRUVATE OR INDOLE-3-PYRUVATE DECARBOXYLASE PDC ,26,23,True,-0.04207639837331472,0.8288999870203276,-0.12652159466695762,0.2626524027100211,-0.08444519629364289,0.0436109366338741,102.26949918351934,116.16153846153846,NE,NE,NE
Rv0854,-,hypothetical protein Rv0854 ,7,7,True,0.7277619249846428,0.019032108830698495,0.4005779451976224,0.057185355219707336,-0.32718397978702035,0.061663413064602705,182.7591590115932,247.15714285714284,NE,NE,NE
Rv0855,far,PROBABLE FATTY-ACID-CoA RACEMASE FAR ,14,13,True,0.18466675809813815,0.4474387885067702,0.25259438205582624,0.09068868625110024,0.06792762395768809,0.4556675379731545,159.12991354366025,183.33571428571426,NE,NE,NE
Rv0856,-,hypothetical protein Rv0856 ,5,5,True,0.4857017905660946,0.21347146191794006,0.48612297404548277,0.050298039729477266,0.00042118347938818745,0.9987844389773467,84.69370849415002,134.78,NE,NE,NE
Rv0857,-,hypothetical protein Rv0857 ,8,8,True,0.28016711336111977,0.37454781086996436,0.2705180064631357,0.17635096444515638,-0.009649106897984094,0.963683769320207,76.69767554629007,121.6875,NE,NE,NE
Rv0858c,-,aminotransferase ,22,21,True,0.1393356470496055,0.47503384272096716,0.06195804778834014,0.6391522996439916,-0.07737759926126536,0.13207388734201617,95.02514999112579,89.53181818181818,NE,NE,NE
Rv0859,fadA,acetyl-CoA acetyltransferase ,9,9,True,0.019752562767796154,0.9529985684017488,-0.12540362194163407,0.5311904852961202,-0.14515618470943023,0.2860609232777926,59.22495349293777,58.91111111111112,NE,NE,NE
Rv0860,fadB,PROBABLE FATTY OXIDATION PROTEIN FADB ,27,26,True,-0.41555400216827054,0.007777357694182856,-0.2993860502095109,0.004115433145059901,0.11616795195875962,0.00302925175062775,20.23228154597323,21.848148148148148,NE,NE,GD
Rv0861c,ercc3,PROBABLE DNA HELICASE ERCC3 ,27,25,True,-0.27734650270730127,0.09126649234096948,-0.21550353909875067,0.043491436021534276,0.0618429636085506,0.13797263857432437,32.61261975271372,41.85925925925926,NE,NE,GD
Rv0862c,-,hypothetical protein Rv0862c ,30,25,True,-0.4162376698820472,0.004603378469989175,-0.3887059055328071,5.915414483398033e-05,0.027531764349240095,0.5251369506971971,38.659682984157755,43.18999999999999,NE,NE,GD
Rv0863,-,hypothetical protein Rv0863 ,7,7,True,0.4054286344163308,0.21922596140689526,0.3491059231825869,0.09909007742924313,-0.05632271123374394,0.7885050867798445,139.54209082765274,177.68571428571425,NE,NE,NE
Rv0864,moaC,molybdenum cofactor biosynthesis protein C ,11,11,True,0.3351576540919204,0.20219404199471885,0.4125990674540631,0.012377725561239039,0.07744141336214272,0.5180460769009694,127.82546504431585,177.9,NE,NE,GA
Rv0865,mog,PROBABLE MOLYBDOPTERIN BIOSYNTHESIS MOG PROTEIN ,8,8,True,0.36912221595014894,0.2329284696134019,0.30332959133303794,0.12676033543509038,-0.065792624617111,0.7145570228117859,151.9890078190252,197.20000000000002,NE,NE,NE
Rv0866,moaE2,PROBABLE MOLYBDENUM COFACTOR BIOSYNTHESIS PROTEIN E2 MOAE2 (MOLYBDOPTERIN CONVERTING FACTOR LARGE SUBUNIT) (MOLYBDOPTERIN ,4,4,True,0.26942051645245335,0.5611928101142716,0.2308507883787468,0.4337239766970079,-0.03856972807370654,0.9248750957910087,200.1020592645361,117.92499999999998,NE,NE,NE
Rv0867c,rpfA,POSSIBLE RESUSCITATION-PROMOTING FACTOR RPFA ,11,11,True,0.24100837741782272,0.3697544948225232,0.39555259749185806,0.01678514411341318,0.15454422007403534,0.1475266131584855,130.11637787460975,167.03636363636363,NE,NE,GA
Rv0868c,moaD2,PROBABLE MOLYBDENUM COFACTOR BIOSYNTHESIS PROTEIN D 2 MOAD2 (MOLYBDOPTERIN CONVERTING FACTOR SMALL SUBUNIT) (MOLYBDOPTERIN ,7,7,True,0.4391560630609262,0.18052495760328158,0.44727410916068266,0.032167653849151295,0.00811804609975647,0.9737357489328116,136.7116232484524,266.75714285714287,NE,NE,GA
Rv0869c,moaA,molybdenum cofactor biosynthesis protein A ,15,14,True,0.18808883386914757,0.41961773693798077,0.2737749401622735,0.05650827422915352,0.08568610629312592,0.282497366078479,100.1264805917792,140.66666666666666,NE,NE,NE
Rv0870c,-,hypothetical protein Rv0870c ,5,5,True,0.5497674169198917,0.1555669346305101,0.6783230911646393,0.005173943068847885,0.12855567424474756,0.655024913539245,72.11590756388507,179.29999999999998,NE,NE,GA
Rv0871,cspB,PROBABLE COLD SHOCK-LIKE PROTEIN B CSPB ,5,4,True,0.010828997118186036,0.9815179097524166,0.085265583678641,0.7604879290201191,0.07443658656045496,0.8023632893570255,57.69941897774642,123.63999999999999,NE,NE,NE
Rv0872c,PE_PGRS15,PE-PGRS FAMILY PROTEIN ,28,26,True,-0.1947716080504443,0.2401844531911937,0.08371532144130965,0.4541239048052844,0.27848692949175397,4.6163630357160265e-11,87.30114659729087,123.50357142857142,NE,NE,NE
Rv0873,fadE10,PROBABLE ACYL-CoA DEHYDROGENASE FADE10 ,35,33,True,0.2414012628288137,0.09455864555525648,0.40671552445610454,4.433211420279234e-06,0.16531426162729085,6.811781830903166e-08,92.3889026943581,143.79714285714286,NE,NE,GA
Rv0874c,-,hypothetical protein Rv0874c ,10,9,True,0.05713556581532367,0.8557333230525215,0.13281162366285365,0.47938760627502447,0.07567605784752998,0.573125278045293,128.078299078911,191.50999999999996,NE,NE,NE
Rv0875c,-,POSSIBLE CONSERVED EXPORTED PROTEIN ,12,11,True,-0.7279017569131192,0.001463027764211844,-0.8203146751399311,3.8726212720396526e-08,-0.09241291822681186,0.37161952950679195,14.51640389507814,9.241666666666667,NE,NE,GD
Rv0876c,-,POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN ,26,24,True,-0.1811779237938443,0.2950647372303432,-0.25322784987608393,0.018834481029170683,-0.07204992608223965,0.08988261887569585,54.62223993862996,70.09230769230768,NE,NE,GD
Rv0877,-,hypothetical protein Rv0877 ,16,16,True,0.8276623064598491,1.3846948408720562e-05,0.7500796019322066,5.3650479382380814e-09,-0.07758270452764249,0.2999050193352114,315.65612218324753,420.24375,NE,GA,GA
Rv0878c,PPE13,PPE FAMILY PROTEIN ,19,19,True,0.7001364387819153,7.588562337606918e-05,0.5963992112865976,6.061885317496004e-07,-0.10373722749531777,0.07658076835602354,186.0621740781559,211.4105263157895,NE,GA,GA
Rv0879c,-,POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN ,4,3,True,-0.31990423163514053,0.48286612856547934,-0.2754247206915313,0.343785147145624,0.044479510943609246,0.9125677787291805,111.76403907776387,45.475,NE,NE,NE
Rv0880,-,POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY MARR-FAMILY) ,1,1,True,0.0629619547619483,0.9509341964083301,-0.1970547066547687,0.7547417575738462,-0.260016661416717,,132.49072079160885,39.0,S,Uncertain,NE
Rv0881,-,POSSIBLE RRNA METHYLTRANSFERASE (RRNA METHYLASE) ,15,15,True,0.04444048879398319,0.8636297535294633,0.180224046411953,0.22070373921730208,0.1357835576179698,0.07063285387967373,45.88888719111127,72.15333333333334,NE,NE,NE
Rv0882,-,PROBABLE TRANSMEMBRANE PROTEIN ,1,1,True,0.3828188076853586,0.6844695782897999,0.33756137000586905,0.5804037602218666,-0.04525743767948953,,17.19138188646233,82.0,S,NE,NE
Rv0883c,-,hypothetical protein Rv0883c ,7,2,False,,,,,,,,1.1857142857142857,E,ES,ES
Rv0884c,serC,phosphoserine aminotransferase ,13,2,False,,,,,,,,14.738461538461538,E,ES,ES
Rv0885,-,hypothetical protein Rv0885 ,15,13,True,-0.1272648997442945,0.5974689977417562,-0.06112985706542881,0.7054105911478892,0.06613504267886569,0.43287453172246454,51.32716820308789,74.79333333333334,NE,NE,NE
Rv0886,fprB,PROBABLE NADPH:ADRENODOXIN OXIDOREDUCTASE FPRB (ADRENODOXIN REDUCTASE) (AR) (FERREDOXIN-NADP(+) REDUCTASE) ,25,24,True,-0.05669833409535941,0.769921496977016,-0.12038661270729067,0.2975459752378902,-0.06368827861193127,0.1627150403121868,63.04497998287415,83.096,NE,NE,NE
Rv0887c,-,hypothetical protein Rv0887c ,5,5,True,0.049934885455011575,0.9137546604969119,0.019324839147275254,0.9485229695109046,-0.03061004630773632,0.9248224562151852,42.79118029713196,46.160000000000004,NE,NE,NE
Rv0888,-,PROBABLE EXPORTED PROTEIN ,31,29,True,0.24842623353657575,0.10636907884555134,0.12763790722555646,0.21141066018802035,-0.1207883263110193,0.00035109125916879693,232.57120002917895,183.52903225806452,NE,NE,NE
Rv0889c,citA,citrate synthase 2 ,12,11,True,0.09799277252296708,0.7210724798325621,0.15327405580103623,0.3624429666962617,0.05528128327806915,0.6302038245118002,66.4517468704381,79.03333333333332,NE,NE,NE
Rv0890c,-,PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY LUXR-FAMILY) ,48,47,True,0.35760559663224933,0.001832450669731587,0.3516097879982678,3.372077482876291e-06,-0.005995808633981525,0.8431109851024227,131.04899032678983,164.17708333333334,NE,NE,GA
Rv0891c,-,POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN ,25,25,True,0.2523480090864582,0.14417543912300232,-0.05812824430655243,0.6398064041352727,-0.31047625339301066,1.497478639406023e-10,120.34321271420751,101.064,U,NE,NE
Rv0892,-,PROBABLE MONOOXYGENASE ,42,38,True,-0.4490368991387497,0.00018011207739379833,-0.5506353036200485,2.08443473092226e-12,-0.10159840448129881,3.16795045699031e-05,27.68532110090102,30.123809523809523,NE,NE,GD
Rv0893c,-,hypothetical protein Rv0893c ,25,21,True,-0.6571351369359819,1.6535044730307047e-05,-0.6771426459906286,2.8927847493377226e-11,-0.020007509054646655,0.723326312712609,14.496081174366013,16.592,NE,NE,GD
Rv0894,-,POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY LUXR-FAMILY) ,18,13,True,-0.6192452478738856,0.0008451311448469341,-0.4823758561078877,0.00011945696786328248,0.13686939176599788,0.025394963964883607,28.787681975313408,32.58333333333333,NE,NE,GD
Rv0895,-,hypothetical protein Rv0895 ,29,28,True,0.1793717179546588,0.27352291588120287,0.24298246624185846,0.01706979094586359,0.06361074828719965,0.09450028965131968,68.13083474468911,93.77931034482758,NE,NE,GA
Rv0896,gltA,type II citrate synthase ,29,12,True,-1.6218167114583437,2.5815337299080195e-35,-1.6249690907529268,2.3303658927605614e-71,-0.0031523792945831186,0.9555646112872809,,0.5896551724137932,NE,GD,GD
Rv0897c,-,PROBABLE OXIDOREDUCTASE ,20,18,True,-0.14567114939639747,0.475719439516863,-0.11541299267877292,0.3774402702713239,0.03025815671762455,0.6648004144624078,31.257484635572087,45.095000000000006,NE,NE,NE
Rv0898c,-,hypothetical protein Rv0898c ,2,2,True,0.2632459593258723,0.6933980016958617,0.3615703917965683,0.38187013094389965,0.098324432470696,0.9110268742820715,30.321416171653922,78.45,S,Uncertain,NE
Rv0899,ompA,OUTER MEMBRANE PROTEIN A OMPA ,20,18,True,-0.29500359771735585,0.12450356783743538,-0.10145910650551296,0.4427542034052176,0.1935444912118429,0.0004225128604627715,28.919917618672162,45.31,NE,NE,NE
Rv0900,-,POSSIBLE MEMBRANE PROTEIN ,2,2,True,0.04543901312622232,0.9505575345067449,-0.00718270466899967,0.9872772659706259,-0.052621717795221984,0.9543621835848918,63.57047605326663,51.8,S,NE,NE
Rv0901,-,POSSIBLE CONSERVED EXPORTED OR MEMBRANE PROTEIN ,9,9,True,0.14924893056955926,0.6317287019730153,-0.010440412229696015,0.96111977592145,-0.15968934279925528,0.23565243373651476,86.44209981459223,94.06666666666666,NE,NE,NE
Rv0902c,prrB,TWO COMPONENT SENSOR HISTIDINE KINASE PRRB ,15,4,False,,,,,,,,19.18,E,ES,ES
Rv0903c,prrA,TWO COMPONENT RESPONSE TRANSCRIPTIONAL REGULATORY PROTEIN PRRA ,10,3,True,-1.54348249786501,2.1598771921697384e-11,-1.5760656749941,1.2555183016385388e-23,-0.03258317712909009,0.8271273851915714,16.607182351842745,9.18,NE,ES,GD
Rv0904c,accD3,PUTATIVE ACETYL-COENZYME A CARBOXYLASE CARBOXYL TRANSFERASE (SUBUNIT BETA) ACCD3 (ACCASE BETA CHAIN) ,25,23,True,-0.30759234663887597,0.06825878854940567,-0.15881429331067712,0.159219516642435,0.14877805332819885,0.0004982966401598033,48.372994935528524,32.332,NE,NE,NE
Rv0905,echA6,enoyl-CoA hydratase ,10,10,True,-0.0016261634390085358,0.995920627697395,0.2314339907511973,0.19765670670250646,0.23306015419020584,0.04523642445086566,77.74113666870235,53.8,NE,NE,NE
Rv0906,-,hypothetical protein Rv0906 ,16,14,True,-0.15602680898158705,0.4951849241564911,0.06958881598322882,0.653305978032739,0.22561562496481585,0.0012742446204648007,32.689504617726726,64.4125,NE,NE,NE
Rv0907,-,hypothetical protein Rv0907 ,40,39,True,-0.198587194064002,0.14634211071029096,-0.23747411035468458,0.005703852841844864,-0.03888691629068258,0.1698434181492571,38.70592592450445,50.334999999999994,NE,NE,GD
Rv0908,ctpE,PROBABLE METAL CATION TRANSPORTER ATPASE P-TYPE CTPE ,31,28,True,-0.09093732126933124,0.5858901688877378,-0.12206649523878388,0.23327337890863037,-0.03112917396945264,0.4409126250320422,62.489699635083305,75.97741935483872,NE,NE,NE
Rv0909,-,hypothetical protein Rv0909 ,3,3,True,0.6191115523909152,0.21922596140689526,0.29136835818051715,0.39027652050510775,-0.32774319421039805,0.5009948939079619,131.68195585284852,223.30000000000004,S,NE,NE
Rv0910,-,hypothetical protein Rv0910 ,7,6,True,-0.1009134187909984,0.78605843993251,-0.020775836786850674,0.934039554892402,0.08013758200414772,0.697215671698972,71.44175573236359,54.91428571428571,NE,NE,NE
Rv0911,-,hypothetical protein Rv0911 ,16,16,True,0.11770666358516244,0.6139213664543172,0.01173447872290089,0.9433925055811511,-0.10597218486226155,0.1386371992237334,62.27404195363384,69.71249999999999,NE,NE,NE
Rv0912,-,PROBABLE CONSERVED TRANSMEMBRANE PROTEIN ,5,5,True,0.29213647053471187,0.47503384272096716,0.043174536277453414,0.8846190237105752,-0.24896193425725846,0.33875183103023687,72.43772825345842,86.34,S,NE,NE
Rv0913c,-,POSSIBLE DIOXYGENASE ,41,34,True,-0.5589528764849274,2.097364695458119e-06,-0.656539640074086,5.458589275523396e-17,-0.09758676358915863,9.706559594803144e-05,27.3811878649405,29.968292682926837,NE,NE,GD
Rv0914c,-,acetyl-CoA acetyltransferase ,16,16,True,0.17946233188556457,0.42736158880072217,0.15052438140543756,0.2970946314496298,-0.02893795048012701,0.745008330036541,70.33708612061507,88.85625,NE,NE,NE
Rv0915c,PPE14,PPE FAMILY PROTEIN ,20,20,True,0.19709981575528157,0.31768376281284444,0.18613556681329105,0.1400323701860712,-0.010964248941990523,0.8844084138388372,96.94668303212879,120.38499999999999,NE,NE,NE
Rv0916c,PE7,PE FAMILY PROTEIN ,6,6,True,-0.037117378840834436,0.9287707499383837,0.20674470041504617,0.3871577716780207,0.2438620792558806,0.24410755660092262,31.136688561446622,66.78333333333332,NE,NE,NE
Rv0917,betP,POSSIBLE GLYCINE BETAINE TRANSPORT INTEGRAL MEMBRANE PROTEIN BETP ,43,40,True,0.28309413207064016,0.02452634676121155,0.17064897231626278,0.043933476201101836,-0.11244515975437738,2.8296365690147858e-06,120.19859498413726,132.02558139534884,NE,NE,GA
Rv0918,-,hypothetical protein Rv0918 ,8,8,True,0.22327004456305014,0.4891851238861935,0.30728546494353204,0.12163610218701751,0.0840154203804819,0.6294954419461634,40.64354985580525,72.6625,NE,NE,NE
Rv0919,-,hypothetical protein Rv0919 ,10,10,True,0.5061475537047647,0.05630725378323517,0.3195767909808285,0.06943316502606954,-0.18657076272393625,0.11145713667585665,162.48030073025717,185.78999999999996,NE,NE,NE
Rv0920c,-,PROBABLE TRANSPOSASE ,22,21,True,0.023223088711836155,0.9158856634625662,-0.0023251123820973007,0.9866033284621947,-0.025548201093933458,0.6900345645380064,58.82942221460037,67.74090909090908,NE,NE,NE
Rv0921,-,POSSIBLE RESOLVASE ,7,7,True,0.3417690010146022,0.3054022178099336,0.39173504983530055,0.06248944672677023,0.04996604882069833,0.8153234772254329,121.719696788369,170.0,NE,NE,NE
Rv0922,-,POSSIBLE TRANSPOSASE ,18,18,True,0.5200098118566235,0.006327829299889149,0.4442932199301825,0.0004295751464587414,-0.07571659192644103,0.24628567697150922,142.28803991077953,187.45,NE,NE,GA
Rv0923c,-,hypothetical protein Rv0923c ,22,20,True,0.16766522045943888,0.3785988709986584,0.25503507121771885,0.03032967524858307,0.08736985075827997,0.0823980379425017,73.13325936458804,109.24545454545454,NE,NE,GA
Rv0924c,mntH,manganese transport protein MntH ,20,20,True,0.24392565839488745,0.21140358320395167,0.2065789869681253,0.0994587615352606,-0.03734667142676215,0.5731459153129889,75.80546860210028,92.81000000000002,U,NE,NE
Rv0925c,-,hypothetical protein Rv0925c ,17,15,True,-0.0396256450706749,0.8701248227635935,0.00742475474390935,0.9613658820883638,0.04705039981458425,0.5445070571874916,74.22418841860559,94.76470588235294,NE,NE,NE
Rv0926c,-,hypothetical protein Rv0926c ,21,20,True,0.08346969893686815,0.6847599927688189,0.017500085769191164,0.90558162905302,-0.06596961316767698,0.23648845164624016,87.13464441107686,79.67619047619048,NE,NE,NE
Rv0927c,-,short chain dehydrogenase ,6,6,True,0.2510590897805837,0.5010377404027335,0.08787756067068644,0.7324225018018105,-0.16318152910989728,0.45884991759744653,77.69983439616523,92.41666666666667,NE,NE,NE
Rv0928,pstS3,PERIPLASMIC PHOSPHATE-BINDING LIPOPROTEIN PSTS3 (PBP-3) (PSTS3) (PHOS1) ,22,22,True,0.3310401420643277,0.06505681570343523,0.33028426813632805,0.0043929627376464815,-0.0007558739279996396,0.990615709663184,106.12335794861347,138.20454545454544,U,NE,GA
Rv0929,pstC2,PHOSPHATE-TRANSPORT INTEGRAL MEMBRANE ABC TRANSPORTER PSTC2 ,17,17,True,0.2637067503728611,0.2130539303829702,0.3087996430367845,0.020484314522181888,0.045092892663923356,0.5622858345551696,81.76721905923526,112.93529411764706,NE,NE,GA
Rv0930,pstA1,PROBABLE PHOSPHATE-TRANSPORT INTEGRAL MEMBRANE ABC TRANSPORTER PSTA1 ,16,15,True,0.39553097058192804,0.05962852263552931,0.3110352983882349,0.023775416420514194,-0.08449567219369314,0.25292230902157997,126.53792736474537,155.82500000000002,NE,NE,GA
Rv0931c,pknD,TRANSMEMBRANE SERINE/THREONINE-PROTEIN KINASE D PKND (PROTEIN KINASE D) (STPK D) ,46,46,True,0.5894512765408937,7.755558828343384e-08,0.39331467185311053,2.8486322093859314e-07,-0.19613660468778316,0.0,289.49105126313617,267.1978260869565,U,GA,GA
Rv0932c,pstS2,PERIPLASMIC PHOSPHATE-BINDING LIPOPROTEIN PSTS2 (PBP-2) (PSTS2) ,25,25,True,0.500247325772852,0.001618964648529679,0.401029713446181,0.0001709455045875746,-0.09921761232667103,0.021646355313940345,153.4120135259621,165.34799999999998,U,NE,GA
Rv0933,pstB,PHOSPHATE-TRANSPORT ATP-BINDING PROTEIN ABC TRANSPORTER PSTB ,12,12,True,0.18446329602826125,0.48360998128535154,0.28470408814452053,0.07653614922413556,0.10024079211625928,0.3237335214998054,81.34797450157522,73.775,NE,NE,NE
Rv0934,pstS1,PERIPLASMIC PHOSPHATE-BINDING LIPOPROTEIN PSTS1 (PBP-1) (PSTS1) ,22,21,True,0.4172956871760666,0.01679204798097298,0.33883891231006386,0.003353911538255344,-0.07845677486600272,0.12585428356284975,130.17505932004917,150.22727272727272,NE,NE,GA
Rv0935,pstC1,PHOSPHATE-TRANSPORT INTEGRAL MEMBRANE ABC TRANSPORTER PSTC1 ,12,11,True,0.39296938835191886,0.11232587063468065,0.22187025690807435,0.17353160214812452,-0.1710991314438445,0.07293572003058145,120.91630887336295,156.0,NE,NE,NE
Rv0936,pstA2,PHOSPHATE-TRANSPORT INTEGRAL MEMBRANE ABC TRANSPORTER PSTA2 ,20,20,True,0.04865052366375229,0.8263913292680558,0.1555033741549602,0.2216054448151463,0.10685285049120792,0.05252827502885843,50.45729498881379,71.85999999999999,U,NE,NE
Rv0937c,-,hypothetical protein Rv0937c ,12,10,True,-0.4633880116197597,0.055618259325613144,-0.500982381492301,0.001246671026893766,-0.03759436987254133,0.7538718190210406,38.99647425766904,34.291666666666664,NE,NE,GD
Rv0938,-,ATP-dependent DNA ligase ,43,33,True,-0.5671892496860468,7.28926482568516e-07,-0.4505457146703508,9.558868883869785e-09,0.11664353501569596,1.2452190320976531e-06,36.05202677294066,46.58837209302325,NE,NE,GD
Rv0939,-,"POSSIBLE BIFUNCTIONAL ENZYME: 2-HYDROXYHEPTA-2,4-DIENE-1,7-DIOATE ISOMERASE (HHDD ISOMERASE) + CYCLASE/DEHYDRASE ",32,30,True,-0.20664131470682645,0.1785410752495936,-0.14543367407144703,0.14483654465142148,0.06120764063537942,0.07293572003058145,34.786138277263525,41.078125,NE,NE,NE
Rv0940c,-,POSSIBLE OXIDOREDUCTASE ,16,14,True,-0.19429954717366865,0.38491860612850826,-0.22742594960554435,0.10463986687582759,-0.0331264024318757,0.7090965464300657,32.611805625474275,47.831250000000004,NE,NE,NE
Rv0941c,-,hypothetical protein Rv0941c ,9,9,True,0.35796419327985474,0.21886378292947153,0.25933381812563217,0.16851474177361347,-0.09863037515422257,0.500019637702477,88.4517328674985,108.11111111111111,NE,NE,NE
Rv0942,-,hypothetical protein Rv0942 ,8,8,True,0.3544378590599352,0.25345143120324554,0.22973206996317505,0.257754270230834,-0.12470578909676014,0.4409126250320422,89.24409489093992,100.9625,NE,NE,NE
Rv0943c,-,PROBABLE MONOOXYGENASE ,17,17,True,0.3313159478614239,0.11091160443416853,0.28325674290298447,0.03464696186751415,-0.048059204958439405,0.533642996236928,103.08316920215769,117.33529411764707,NE,NE,GA
Rv0944,-,POSSIBLE FORMAMIDOPYRIMIDINE-DNA GLYCOSYLASE (FAPY-DNA GLYCOSYLASE) ,9,9,True,0.28198326587189754,0.3410964794018768,-0.015866041507125228,0.9433925055811511,-0.29784930737902277,0.024615657070285287,97.38827904874996,99.0,NE,NE,NE
Rv0945,-,short chain dehydrogenase ,9,6,True,-0.6449655138191832,0.018376011227059712,-0.5380635080905157,0.00287004630206646,0.10690200572866748,0.4562035258611993,12.120608706127253,22.055555555555557,NE,NE,GD
Rv0946c,pgi,glucose-6-phosphate isomerase ,20,18,True,-0.7257377841034693,2.1582710632072712e-05,-0.7978112326034041,1.832261534559004e-12,-0.0720734484999348,0.21479118597351618,26.42623230502673,11.055000000000001,NE,GD,GD
Rv0948c,-,hypothetical protein Rv0948c ,7,2,True,-1.160379736734952,6.722080934886982e-05,-1.1487775812044894,3.197345591846978e-09,0.011602155530462621,0.9625604212447061,38.14613605109791,32.614285714285714,U,ES,GD
Rv0949,uvrD1,PROBABLE ATP-DEPENDENT DNA HELICASE II UVRD1 ,45,41,True,-0.666096207109402,1.2293835015896584e-09,-0.6390037173687306,1.2278962144026313e-17,0.027092489740671355,0.30066108445709105,18.71925237620018,19.237777777777776,NE,NE,GD
Rv0950c,-,hypothetical protein Rv0950c ,21,20,True,0.23956800520646523,0.20819314309931836,0.25909664350109246,0.031681824547443185,0.019528638294627226,0.7744568643262053,78.58811417218443,120.59047619047617,NE,NE,GA
Rv0951,sucC,succinyl-CoA synthetase subunit beta ,16,2,False,,,,,,,,0.1125,E,ES,ES
Rv0952,sucD,succinyl-CoA synthetase subunit alpha ,12,2,False,,,,,,,,0.875,E,ES,ES
Rv0953c,-,POSSIBLE OXIDOREDUCTASE ,14,14,True,0.31231270300315545,0.1785410752495936,0.08772250082990997,0.5908714382310781,-0.2245902021732455,0.005352551367021543,95.95943412550515,94.0,NE,NE,NE
Rv0954,-,PROBABLE CONSERVED TRANSMEMBRANE PROTEIN ,29,28,True,0.1281843481361668,0.44791795863642886,0.2222502729047751,0.030280093906239314,0.09406592476860828,0.010158882570202088,57.748510679855414,92.5551724137931,NE,NE,GA
Rv0955,-,PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN ,19,19,True,0.1608468993331763,0.43945262173727667,0.2922140746109831,0.02039868100013394,0.13136717527780678,0.022949925049411797,52.92847259260564,85.19473684210527,NE,NE,GA
Rv0956,purN,phosphoribosylglycinamide formyltransferase ,15,3,False,,,,,,,,4.760000000000001,E,ES,ES
Rv0957,purH,bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase ,24,5,True,-1.7381684702971112,1.2928388403281281e-33,-1.7941647831788934,6.808346672194984e-72,-0.055996312881782195,0.25097970804452346,,0.2041666666666667,U,ES,GD
