#HMM - Genes
#genes: ES=193, GD=309, NE=3348, GA=134, N/A=6
#key: ES=essential, GD=insertions cause growth-defect, NE=non-essential, GA=insertions confer growth-advantage, N/A=not analyzed (genes with 0 TA sites)
#ORF	gene	annotation	TAs	ES sites	GD sites	NE sites	GA sites	saturation	mean	call
Rv0840c	pip	PROBABLE PROLINE IMINOPEPTIDASE PIP (PROLYL AMINOPEPTIDASE) (PAP) 	9	0	0	9	0	1.0000	158.89	NE
Rv0841	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	3	0	0	3	0	1.0000	113.67	NE
Rv0842	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	24	0	0	24	0	0.9583	91.22	NE
Rv0843	-	PROBABLE DEHYDROGENASE 	18	0	0	18	0	0.8889	186.81	NE
Rv0844c	narL	POSSIBLE NITRATE/NITRITE RESPONSE TRANSCRIPTIONAL REGULATORY PROTEIN NARL 	10	0	0	10	0	1.0000	200.10	NE
Rv0845	-	POSSIBLE TWO COMPONENT SENSOR KINASE 	27	0	0	27	0	1.0000	153.07	NE
Rv0846c	-	PROBABLE OXIDASE 	31	0	0	31	0	0.9355	101.66	NE
Rv0847	lpqS	PROBABLE LIPOPROTEIN LPQS 	6	0	0	6	0	1.0000	126.83	NE
Rv0848	cysK2	POSSIBLE CYSTEINE SYNTHASE A CYSK2 (O-ACETYLSERINE SULFHYDRYLASE) (O-ACETYLSERINE (THIOL)-LYASE) (CSASE) 	29	0	0	29	0	0.9655	128.14	NE
Rv0849	-	PROBABLE CONSERVED INTEGRAL MEMBRANE TRANSPORT PROTEIN 	23	0	0	23	0	0.9565	122.41	NE
Rv0850	-	PUTATIVE TRANSPOSASE (FRAGMENT) 	10	0	0	10	0	0.9000	64.33	NE
Rv0851c	-	short chain dehydrogenase 	10	0	0	10	0	0.9000	88.44	NE
Rv0852	fadD16	POSSIBLE FATTY-ACID-CoA LIGASE FADD16 (FATTY-ACID-CoA SYNTHETASE) (FATTY-ACID-CoA SYNTHASE) 	15	0	0	15	0	0.9333	77.29	NE
Rv0853c	pdc	PROBABLE PYRUVATE OR INDOLE-3-PYRUVATE DECARBOXYLASE PDC 	26	0	0	26	0	0.8846	166.43	NE
Rv0854	-	hypothetical protein Rv0854 	7	0	0	7	0	1.0000	273.14	NE
Rv0855	far	PROBABLE FATTY-ACID-CoA RACEMASE FAR 	14	0	0	14	0	0.9286	216.08	NE
Rv0856	-	hypothetical protein Rv0856 	5	0	0	5	0	1.0000	157.80	NE
Rv0857	-	hypothetical protein Rv0857 	9	0	0	9	0	1.0000	141.56	NE
Rv0858c	-	aminotransferase 	22	0	0	22	0	0.9545	120.48	NE
Rv0859	fadA	acetyl-CoA acetyltransferase 	9	0	0	9	0	1.0000	76.44	NE
Rv0860	fadB	PROBABLE FATTY OXIDATION PROTEIN FADB 	27	0	0	27	0	0.9630	34.42	NE
Rv0861c	ercc3	PROBABLE DNA HELICASE ERCC3 	27	0	0	27	0	0.9259	66.72	NE
Rv0862c	-	hypothetical protein Rv0862c 	30	0	0	30	0	0.8333	75.00	NE
Rv0863	-	hypothetical protein Rv0863 	7	0	0	7	0	1.0000	203.57	NE
Rv0864	moaC	molybdenum cofactor biosynthesis protein C 	11	0	0	11	0	1.0000	221.73	NE
Rv0865	mog	PROBABLE MOLYBDOPTERIN BIOSYNTHESIS MOG PROTEIN 	8	0	0	8	0	1.0000	231.62	NE
Rv0866	moaE2	PROBABLE MOLYBDENUM COFACTOR BIOSYNTHESIS PROTEIN E2 MOAE2 (MOLYBDOPTERIN CONVERTING FACTOR LARGE SUBUNIT) (MOLYBDOPTERIN 	4	0	0	4	0	1.0000	126.00	NE
Rv0867c	rpfA	POSSIBLE RESUSCITATION-PROMOTING FACTOR RPFA 	12	0	0	12	0	1.0000	327.25	NE
Rv0868c	moaD2	PROBABLE MOLYBDENUM COFACTOR BIOSYNTHESIS PROTEIN D 2 MOAD2 (MOLYBDOPTERIN CONVERTING FACTOR SMALL SUBUNIT) (MOLYBDOPTERIN 	7	0	0	7	0	1.0000	296.57	NE
Rv0869c	moaA	molybdenum cofactor biosynthesis protein A 	15	0	0	15	0	0.9333	171.29	NE
Rv0870c	-	hypothetical protein Rv0870c 	6	0	0	6	0	1.0000	203.17	NE
Rv0871	cspB	PROBABLE COLD SHOCK-LIKE PROTEIN B CSPB 	5	0	0	5	0	0.8000	162.25	NE
Rv0872c	PE_PGRS15	PE-PGRS FAMILY PROTEIN 	28	0	0	28	0	0.9286	157.19	NE
Rv0873	fadE10	PROBABLE ACYL-CoA DEHYDROGENASE FADE10 	35	0	0	35	0	0.9429	177.52	NE
Rv0874c	-	hypothetical protein Rv0874c 	10	0	0	10	0	0.9000	217.67	NE
Rv0875c	-	POSSIBLE CONSERVED EXPORTED PROTEIN 	12	0	0	12	0	0.9167	15.91	NE
Rv0876c	-	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN 	26	0	0	26	0	0.9231	99.33	NE
Rv0877	-	hypothetical protein Rv0877 	16	0	0	1	15	1.0000	472.38	GA
Rv0878c	PPE13	PPE FAMILY PROTEIN 	19	0	0	3	16	1.0000	242.58	GA
Rv0879c	-	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN 	4	0	0	4	0	0.7500	70.00	NE
Rv0880	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY MARR-FAMILY) 	1	0	0	1	0	1.0000	42.00	NE
Rv0881	-	POSSIBLE RRNA METHYLTRANSFERASE (RRNA METHYLASE) 	15	0	0	15	0	1.0000	103.13	NE
Rv0882	-	PROBABLE TRANSMEMBRANE PROTEIN 	2	0	0	2	0	1.0000	55.50	NE
Rv0883c	-	hypothetical protein Rv0883c 	7	0	0	7	0	0.2857	12.00	NE
Rv0884c	serC	phosphoserine aminotransferase 	13	0	12	1	0	0.1538	115.50	GD
Rv0885	-	hypothetical protein Rv0885 	15	0	0	15	0	0.8667	108.85	NE
Rv0886	fprB	PROBABLE NADPH:ADRENODOXIN OXIDOREDUCTASE FPRB (ADRENODOXIN REDUCTASE) (AR) (FERREDOXIN-NADP(+) REDUCTASE) 	26	0	0	26	0	0.9615	106.12	NE
Rv0887c	-	hypothetical protein Rv0887c 	5	0	0	5	0	1.0000	78.00	NE
Rv0888	-	PROBABLE EXPORTED PROTEIN 	31	0	0	31	0	0.9355	225.17	NE
Rv0889c	citA	citrate synthase 2 	13	0	0	13	0	0.9231	107.25	NE
Rv0890c	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY LUXR-FAMILY) 	48	0	0	48	0	0.9792	186.74	NE
Rv0891c	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	25	0	0	25	0	1.0000	143.28	NE
Rv0892	-	PROBABLE MONOOXYGENASE 	43	0	0	43	0	0.9070	69.03	NE
Rv0893c	-	hypothetical protein Rv0893c 	25	0	0	25	0	0.8400	54.48	NE
Rv0894	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY LUXR-FAMILY) 	18	0	0	18	0	0.7222	67.46	NE
Rv0895	-	hypothetical protein Rv0895 	29	0	0	29	0	0.9655	127.57	NE
Rv0896	gltA	type II citrate synthase 	29	0	28	1	0	0.4138	7.33	GD
Rv0897c	-	PROBABLE OXIDOREDUCTASE 	21	0	0	21	0	0.9048	81.89	NE
Rv0898c	-	hypothetical protein Rv0898c 	2	0	0	2	0	1.0000	102.50	NE
Rv0899	ompA	OUTER MEMBRANE PROTEIN A OMPA 	20	0	0	20	0	0.9000	85.67	NE
Rv0900	-	POSSIBLE MEMBRANE PROTEIN 	2	0	0	2	0	1.0000	57.50	NE
Rv0901	-	POSSIBLE CONSERVED EXPORTED OR MEMBRANE PROTEIN 	9	0	0	9	0	1.0000	106.78	NE
Rv0902c	prrB	TWO COMPONENT SENSOR HISTIDINE KINASE PRRB 	15	12	0	3	0	0.2667	89.50	ES
Rv0903c	prrA	TWO COMPONENT RESPONSE TRANSCRIPTIONAL REGULATORY PROTEIN PRRA 	10	0	0	10	0	0.3000	37.67	NE
Rv0904c	accD3	PUTATIVE ACETYL-COENZYME A CARBOXYLASE CARBOXYL TRANSFERASE (SUBUNIT BETA) ACCD3 (ACCASE BETA CHAIN) 	25	0	0	25	0	0.9200	62.48	NE
Rv0905	echA6	enoyl-CoA hydratase 	10	0	0	10	0	1.0000	90.40	NE
Rv0906	-	hypothetical protein Rv0906 	16	0	0	16	0	0.8750	103.93	NE
Rv0907	-	hypothetical protein Rv0907 	40	0	0	40	0	0.9750	97.28	NE
Rv0908	ctpE	PROBABLE METAL CATION TRANSPORTER ATPASE P-TYPE CTPE 	31	0	0	31	0	0.9032	118.57	NE
Rv0909	-	hypothetical protein Rv0909 	3	0	0	3	0	1.0000	231.00	NE
Rv0910	-	hypothetical protein Rv0910 	7	0	0	7	0	0.8571	83.00	NE
Rv0911	-	hypothetical protein Rv0911 	16	0	0	16	0	1.0000	101.94	NE
Rv0912	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	5	0	0	5	0	1.0000	100.40	NE
Rv0913c	-	POSSIBLE DIOXYGENASE 	41	0	0	41	0	0.8293	71.38	NE
Rv0914c	-	acetyl-CoA acetyltransferase 	17	0	0	17	0	1.0000	104.18	NE
Rv0915c	PPE14	PPE FAMILY PROTEIN 	20	0	0	20	0	1.0000	154.40	NE
Rv0916c	PE7	PE FAMILY PROTEIN 	6	0	0	6	0	1.0000	91.83	NE
Rv0917	betP	POSSIBLE GLYCINE BETAINE TRANSPORT INTEGRAL MEMBRANE PROTEIN BETP 	42	0	0	42	0	0.9286	166.79	NE
Rv0918	-	hypothetical protein Rv0918 	8	0	0	8	0	1.0000	98.88	NE
Rv0919	-	hypothetical protein Rv0919 	10	0	0	10	0	1.0000	211.20	NE
Rv0920c	-	PROBABLE TRANSPOSASE 	22	0	0	22	0	0.9545	171.14	NE
Rv0921	-	POSSIBLE RESOLVASE 	7	0	0	7	0	1.0000	184.71	NE
Rv0922	-	POSSIBLE TRANSPOSASE 	18	0	0	18	0	1.0000	211.00	NE
Rv0923c	-	hypothetical protein Rv0923c 	22	0	0	22	0	0.9091	139.05	NE
Rv0924c	mntH	manganese transport protein MntH 	20	0	0	20	0	1.0000	116.80	NE
Rv0925c	-	hypothetical protein Rv0925c 	18	0	0	18	0	0.8889	144.94	NE
Rv0926c	-	hypothetical protein Rv0926c 	21	0	0	21	0	0.9524	108.65	NE
Rv0927c	-	short chain dehydrogenase 	6	0	0	6	0	1.0000	131.17	NE
Rv0928	pstS3	PERIPLASMIC PHOSPHATE-BINDING LIPOPROTEIN PSTS3 (PBP-3) (PSTS3) (PHOS1) 	22	0	0	22	0	1.0000	186.09	NE
Rv0929	pstC2	PHOSPHATE-TRANSPORT INTEGRAL MEMBRANE ABC TRANSPORTER PSTC2 	17	0	0	17	0	1.0000	158.12	NE
Rv0930	pstA1	PROBABLE PHOSPHATE-TRANSPORT INTEGRAL MEMBRANE ABC TRANSPORTER PSTA1 	17	0	0	17	0	0.9412	193.00	NE
Rv0931c	pknD	TRANSMEMBRANE SERINE/THREONINE-PROTEIN KINASE D PKND (PROTEIN KINASE D) (STPK D) 	46	0	0	46	0	1.0000	286.30	NE
Rv0932c	pstS2	PERIPLASMIC PHOSPHATE-BINDING LIPOPROTEIN PSTS2 (PBP-2) (PSTS2) 	25	0	0	25	0	1.0000	187.56	NE
Rv0933	pstB	PHOSPHATE-TRANSPORT ATP-BINDING PROTEIN ABC TRANSPORTER PSTB 	12	0	0	12	0	1.0000	101.08	NE
Rv0934	pstS1	PERIPLASMIC PHOSPHATE-BINDING LIPOPROTEIN PSTS1 (PBP-1) (PSTS1) 	22	0	0	22	0	0.9545	181.62	NE
Rv0935	pstC1	PHOSPHATE-TRANSPORT INTEGRAL MEMBRANE ABC TRANSPORTER PSTC1 	12	0	0	12	0	0.9167	201.64	NE
Rv0936	pstA2	PHOSPHATE-TRANSPORT INTEGRAL MEMBRANE ABC TRANSPORTER PSTA2 	20	0	0	20	0	1.0000	102.60	NE
Rv0937c	-	hypothetical protein Rv0937c 	12	0	0	12	0	0.8333	68.10	NE
Rv0938	-	ATP-dependent DNA ligase 	43	0	0	43	0	0.7674	97.70	NE
Rv0939	-	POSSIBLE BIFUNCTIONAL ENZYME: 2-HYDROXYHEPTA-2,4-DIENE-1,7-DIOATE ISOMERASE (HHDD ISOMERASE) + CYCLASE/DEHYDRASE 	32	0	0	32	0	0.9375	85.57	NE
Rv0940c	-	POSSIBLE OXIDOREDUCTASE 	16	0	0	16	0	0.8750	89.21	NE
Rv0941c	-	hypothetical protein Rv0941c 	9	0	0	9	0	1.0000	125.89	NE
Rv0942	-	hypothetical protein Rv0942 	8	0	0	8	0	1.0000	120.25	NE
Rv0943c	-	PROBABLE MONOOXYGENASE 	17	0	0	17	0	1.0000	142.35	NE
Rv0944	-	POSSIBLE FORMAMIDOPYRIMIDINE-DNA GLYCOSYLASE (FAPY-DNA GLYCOSYLASE) 	9	0	0	9	0	1.0000	141.11	NE
Rv0945	-	short chain dehydrogenase 	8	0	0	8	0	0.6250	44.80	NE
Rv0946c	pgi	glucose-6-phosphate isomerase 	20	0	0	20	0	0.9000	26.50	NE
Rv0948c	-	hypothetical protein Rv0948c 	7	0	0	7	0	0.2857	141.00	NE
Rv0949	uvrD1	PROBABLE ATP-DEPENDENT DNA HELICASE II UVRD1 	45	0	0	45	0	0.9111	32.12	NE
Rv0950c	-	hypothetical protein Rv0950c 	21	0	0	21	0	0.9524	143.50	NE
Rv0951	sucC	succinyl-CoA synthetase subunit beta 	16	0	16	0	0	0.1250	9.00	GD
Rv0952	sucD	succinyl-CoA synthetase subunit alpha 	12	0	11	1	0	0.1667	14.50	GD
Rv0953c	-	POSSIBLE OXIDOREDUCTASE 	14	0	0	14	0	1.0000	109.93	NE
Rv0954	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	29	0	0	29	0	0.9655	115.21	NE
Rv0955	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	19	0	0	19	0	1.0000	108.00	NE
Rv0956	purN	phosphoribosylglycinamide formyltransferase 	15	13	0	2	0	0.2000	30.67	ES
Rv0957	purH	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase 	24	0	24	0	0	0.2083	7.80	GD
Rv0958	-	POSSIBLE MAGNESIUM CHELATASE 	16	0	0	16	0	0.8750	148.00	NE
Rv0959	-	hypothetical protein Rv0959 	20	0	0	20	0	0.9000	84.61	NE
Rv0960	-	hypothetical protein Rv0960 	7	0	0	7	0	1.0000	139.29	NE
Rv0961	-	PROBABLE INTEGRAL MEMBRANE PROTEIN 	7	0	0	7	0	0.8571	134.33	NE
Rv0962c	lprP	POSSIBLE LIPOPROTEIN LPRP 	15	0	0	15	0	1.0000	180.87	NE
Rv0963c	-	hypothetical protein Rv0963c 	11	0	0	11	0	1.0000	159.27	NE
Rv0964c	-	hypothetical protein Rv0964c 	5	0	0	5	0	1.0000	110.20	NE
Rv0965c	-	hypothetical protein Rv0965c 	7	0	0	7	0	1.0000	160.57	NE
Rv0966c	-	hypothetical protein Rv0966c 	10	0	0	10	0	1.0000	114.90	NE
Rv0967	-	hypothetical protein Rv0967 	1	0	0	1	0	1.0000	291.00	NE
Rv0968	-	hypothetical protein Rv0968 	6	0	0	6	0	1.0000	251.00	NE
Rv0969	ctpV	PROBABLE METAL CATION TRANSPORTER P-TYPE ATPASE CTPV 	21	0	0	21	0	0.9048	150.89	NE
Rv0970	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	12	0	0	12	0	1.0000	200.75	NE
Rv0971c	echA7	enoyl-CoA hydratase 	7	0	0	7	0	0.8571	77.00	NE
Rv0972c	fadE12	PROBABLE ACYL-CoA DEHYDROGENASE FADE12 	18	0	0	18	0	0.8333	49.60	NE
Rv0973c	accA2	PROBABLE ACETYL-/PROPIONYL-COENZYME A CARBOXYLASE ALPHA CHAIN (ALPHA SUBUNIT) ACCA2: BIOTIN CARBOXYLASE + BIOTIN CARBOXYL CARRIER PROTEIN (BCCP) 	25	0	0	25	0	0.8400	65.29	NE
Rv0974c	accD2	PROBABLE ACETYL-/PROPIONYL-CoA CARBOXYLASE (BETA SUBUNIT) ACCD2 	20	0	0	20	0	0.8500	38.71	NE
Rv0975c	fadE13	PROBABLE ACYL-CoA DEHYDROGENASE FADE13 	20	0	0	20	0	0.9000	134.00	NE
Rv0976c	-	hypothetical protein Rv0976c 	20	0	0	20	0	0.9500	95.58	NE
Rv0977	PE_PGRS16	PE-PGRS FAMILY PROTEIN 	32	0	0	32	0	0.9688	286.10	NE
Rv0978c	PE_PGRS17	PE-PGRS FAMILY PROTEIN 	10	0	0	10	0	0.9000	300.33	NE
Rv0979c	-	hypothetical protein Rv0979c 	2	0	0	2	0	1.0000	13.50	NE
Rv0979A	rpmF	50S ribosomal protein L32 	2	0	0	2	0	0.5000	5.00	NE
Rv0980c	PE_PGRS18	PE-PGRS FAMILY PROTEIN 	17	0	0	17	0	0.9412	254.75	NE
Rv0981	mprA	MYCOBACTERIAL PERSISTENCE REGULATOR MRPA (TWO COMPONENT RESPONSE TRANSCRIPTIONAL REGULATORY PROTEIN) 	11	0	0	11	0	1.0000	170.18	NE
Rv0982	mprB	PROBABLE TWO COMPONENT SENSOR KINASE MPRB 	23	0	21	2	0	0.2174	219.20	GD
Rv0983	pepD	PROBABLE SERINE PROTEASE PEPD (SERINE PROTEINASE) (MTB32B) 	19	0	0	19	0	1.0000	88.89	NE
Rv0984	moaB2	POSSIBLE PTERIN-4-ALPHA-CARBINOLAMINE DEHYDRATASE MOAB2 (PHS) (4-ALPHA-HYDROXY-TETRAHYDROPTERIN DEHYDRATASE) (PTERIN-4-A-CARBINOLAMINE DEHYDRATASE) (PHENYLALANINE HYDROXYLASE-STIMULATING PROTEIN) (PHS) (PTERIN CARBINOLAMINE DEHYDRATASE) (PCD) 	5	0	0	5	0	0.8000	165.75	NE
Rv0985c	mscL	large-conductance mechanosensitive channel 	10	0	0	10	0	0.9000	236.22	NE
Rv0986	-	PROBABLE ADHESION COMPONENT TRANSPORT ATP-BINDING PROTEIN ABC TRANSPORTER 	25	0	0	25	0	0.8800	127.73	NE
Rv0987	-	PROBABLE ADHESION COMPONENT TRANSPORT TRANSMEMBRANE PROTEIN ABC TRANSPORTER 	94	0	0	94	0	0.9043	87.71	NE
Rv0988	-	POSSIBLE CONSERVED EXPORTED PROTEIN 	41	0	0	41	0	0.8293	66.53	NE
Rv0989c	grcC2	PROBABLE POLYPRENYL-DIPHOSPHATE SYNTHASE GRCC2 (POLYPRENYL PYROPHOSPHATE SYNTHETASE) 	19	0	0	19	0	1.0000	136.74	NE
Rv0990c	-	hypothetical protein Rv0990c 	8	0	0	8	0	0.8750	123.86	NE
Rv0991c	-	CONSERVED HYPOTHETICAL SERINE RICH PROTEIN 	3	0	0	3	0	1.0000	243.67	NE
Rv0992c	-	hypothetical protein Rv0992c 	6	0	0	6	0	1.0000	172.33	NE
Rv0993	galU	PROBABLE UTP--GLUCOSE-1-PHOSPHATE URIDYLYLTRANSFERASE GALU (UDP-GLUCOSE PYROPHOSPHORYLASE) (UDPGP) (ALPHA-D-GLUCOSYL-1-PHOSPHATE URIDYLYLTRANSFERASE) (URIDINE DIPHOSPHOGLUCOSE PYROPHOSPHORYLASE) 	15	0	14	1	0	0.1333	132.50	GD
Rv0994	moeA1	PROBABLE MOLYBDOPTERIN BIOSYNTHESIS PROTEIN MOEA1 	14	0	0	14	0	0.9286	103.62	NE
Rv0995	rimJ	POSSIBLE RIBOSOMAL-PROTEIN-ALANINE ACETYLTRANSFERASE RIMJ (ACETYLATING ENZYME FOR N-TERMINAL OF RIBOSOMAL PROTEIN S5) 	6	0	0	6	0	1.0000	87.00	NE
Rv0996	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	18	0	0	18	0	1.0000	187.06	NE
Rv0997	-	hypothetical protein Rv0997 	7	0	0	7	0	0.8571	178.67	NE
Rv0998	-	hypothetical protein Rv0998 	13	0	0	13	0	0.8462	74.18	NE
Rv0999	-	hypothetical protein Rv0999 	11	0	0	11	0	1.0000	202.64	NE
Rv1000c	-	hypothetical protein Rv1000c 	9	0	0	9	0	1.0000	304.78	NE
Rv1001	arcA	arginine deiminase 	21	0	0	21	0	1.0000	147.62	NE
Rv1002c	-	hypothetical protein Rv1002c 	24	0	0	24	0	0.8750	13.29	NE
Rv1003	-	hypothetical protein Rv1003 	9	0	0	9	0	0.8889	58.38	NE
Rv1004c	-	PROBABLE MEMBRANE PROTEIN 	13	0	0	13	0	0.9231	139.75	NE
Rv1005c	pabB	para-aminobenzoate synthase component I 	25	0	22	0	3	0.1600	1439.25	GD
Rv1006	-	hypothetical protein Rv1006 	42	0	0	0	42	1.0000	236.07	GA
Rv1007c	metG	methionyl-tRNA synthetase 	31	0	31	0	0	0.1613	7.60	GD
Rv1008	tatD	PROBABLE DEOXYRIBONUCLEASE TATD (YJJV PROTEIN) 	13	0	0	13	0	1.0000	223.77	NE
Rv1009	rpfB	Probable resuscitation-promoting factor rpfB 	12	0	0	12	0	0.9167	119.36	NE
Rv1010	ksgA	dimethyladenosine transferase 	12	0	0	12	0	1.0000	38.92	NE
Rv1011	ispE	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase 	13	0	13	0	0	0.1538	5.50	GD
Rv1012	-	hypothetical protein Rv1012 	6	0	0	6	0	0.8333	148.00	NE
Rv1013	pks16	acyl-CoA synthetase 	22	0	0	22	0	1.0000	244.23	NE
Rv1014c	pth	peptidyl-tRNA hydrolase 	12	0	11	1	0	0.2500	19.67	GD
Rv1015c	rplY	50S ribosomal protein L25/general stress protein Ctc 	11	0	9	2	0	0.7273	17.50	GD
Rv1016c	lpqT	PROBABLE CONSERVED LIPOPROTEIN LPQT 	7	0	0	7	0	1.0000	391.86	NE
Rv1017c	prsA	ribose-phosphate pyrophosphokinase 	13	0	12	1	0	0.2308	72.00	GD
Rv1018c	glmU	Probable UDP-N-acetylglucosamine pyrophosphorylase glmU 	24	24	0	0	0	0.0417	7.00	ES
Rv1019	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR-FAMILY) 	9	0	0	9	0	1.0000	124.33	NE
Rv1020	mfd	PROBABLE TRANSCRIPTION-REPAIR COUPLING FACTOR MFD (TRCF) 	40	0	0	40	0	0.9250	156.86	NE
Rv1021	-	nucleoside triphosphate pyrophosphohydrolase 	14	0	0	14	0	0.8571	169.75	NE
Rv1022	lpqU	PROBABLE CONSERVED LIPOPROTEIN LPQU 	15	0	0	15	0	1.0000	90.40	NE
Rv1023	eno	phosphopyruvate hydratase 	17	0	0	17	0	0.6471	20.18	NE
Rv1024	-	POSSIBLE CONSERVED MEMBRANE PROTEIN 	8	8	0	0	0	0.0000	0.00	ES
Rv1025	-	hypothetical protein Rv1025 	7	5	0	2	0	0.2857	17.50	ES
Rv1026	-	hypothetical protein Rv1026 	9	0	0	9	0	0.7778	34.00	NE
Rv1027c	kdpE	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN KDPE 	12	0	0	12	0	0.9167	49.45	NE
Rv1028c	kdpD	PROBABLE SENSOR PROTEIN KDPD 	28	0	0	28	0	0.8929	67.00	NE
Rv1028A	kdpF	Probable membrane protein kdpF 	3	0	0	3	0	1.0000	34.00	NE
Rv1029	kdpA	potassium-transporting ATPase subunit A 	28	0	0	28	0	0.9643	123.59	NE
Rv1030	kdpB	potassium-transporting ATPase subunit B 	15	0	0	15	0	1.0000	126.53	NE
Rv1031	kdpC	Probable Potassium-transporting ATPase C chain KDPC (Potassium-translocating ATPase C chain) (ATP phosphohydrolase 	10	0	0	10	0	0.9000	102.11	NE
Rv1032c	trcS	TWO COMPONENT SENSOR HISTIDINE KINASE TRCS 	25	0	0	25	0	0.9600	144.83	NE
Rv1033c	trcR	TWO COMPONENT TRANSCRIPTIONAL REGULATOR TRCR 	15	0	0	15	0	1.0000	412.40	NE
Rv1034c	-	PROBABLE TRANSPOSASE (FRAGMENT) 	3	0	0	3	0	1.0000	51.00	NE
Rv1035c	-	PROBABLE TRANSPOSASE (FRAGMENT) 	5	0	0	5	0	1.0000	91.00	NE
Rv1036c	-	truncated IS1560 transposase 	5	0	0	5	0	1.0000	224.80	NE
Rv1037c	esxI	PUTATIVE ESAT-6 LIKE PROTEIN ESXI (ESAT-6 LIKE PROTEIN 1) 	5	0	0	5	0	1.0000	212.40	NE
Rv1038c	esxJ	ESAT-6 LIKE PROTEIN ESXJ (ESAT-6 LIKE PROTEIN 2) 	3	0	0	3	0	1.0000	227.67	NE
Rv1039c	PPE15	PPE FAMILY PROTEIN 	24	0	0	24	0	1.0000	207.96	NE
Rv1040c	PE8	PE FAMILY PROTEIN 	9	0	0	9	0	1.0000	187.11	NE
Rv1041c	-	PROBABLE IS LIKE-2 TRANSPOSASE 	19	0	0	19	0	1.0000	143.79	NE
Rv1042c	-	PROBABLE IS LIKE-2 TRANSPOSASE 	6	0	0	6	0	1.0000	72.67	NE
Rv1043c	-	hypothetical protein Rv1043c 	15	0	0	15	0	1.0000	264.13	NE
Rv1044	-	hypothetical protein Rv1044 	13	9	0	4	0	0.2308	160.33	ES
Rv1045	-	hypothetical protein Rv1045 	12	0	0	12	0	1.0000	193.67	NE
Rv1046c	-	hypothetical protein Rv1046c 	5	0	0	5	0	1.0000	273.60	NE
Rv1047	-	PROBABLE TRANSPOSASE 	17	0	0	17	0	1.0000	116.65	NE
Rv1048c	-	hypothetical protein Rv1048c 	24	0	0	24	0	0.9583	150.00	NE
Rv1049	-	PROBABLE TRANSCRIPTIONAL REPRESSOR PROTEIN 	4	0	0	4	0	1.0000	199.50	NE
Rv1050	-	PROBABLE OXIDOREDUCTASE 	12	0	0	12	0	0.9167	78.45	NE
Rv1051c	-	hypothetical protein Rv1051c 	8	0	0	8	0	0.7500	94.17	NE
Rv1052	-	hypothetical protein Rv1052 	7	0	0	7	0	1.0000	134.57	NE
Rv1053c	-	hypothetical protein Rv1053c 	7	0	0	7	0	1.0000	104.57	NE
Rv1054	-	PROBABLE INTEGRASE (FRAGMENT) 	5	0	0	5	0	1.0000	72.60	NE
Rv1055	-	POSSIBLE INTEGRASE (FRAGMENT) 	3	0	0	3	0	1.0000	70.00	NE
Rv1056	-	hypothetical protein Rv1056 	23	0	0	23	0	1.0000	158.30	NE
Rv1057	-	hypothetical protein Rv1057 	20	0	0	20	0	1.0000	231.65	NE
Rv1058	fadD14	acyl-CoA synthetase 	30	0	0	30	0	0.9667	125.55	NE
Rv1059	-	hypothetical protein Rv1059 	10	0	0	10	0	1.0000	69.40	NE
Rv1060	-	hypothetical protein Rv1060 	5	0	0	5	0	1.0000	72.60	NE
Rv1061	-	hypothetical protein Rv1061 	14	0	0	14	0	1.0000	149.29	NE
Rv1062	-	hypothetical protein Rv1062 	6	0	0	6	0	1.0000	114.17	NE
Rv1063c	-	hypothetical protein Rv1063c 	15	0	0	15	0	1.0000	153.20	NE
Rv1064c	lpqV	POSSIBLE LIPOPROTEIN LPQV 	7	0	0	7	0	1.0000	123.43	NE
Rv1065	-	hypothetical protein Rv1065 	10	0	0	10	0	1.0000	195.10	NE
Rv1066	-	hypothetical protein Rv1066 	5	0	0	5	0	0.8000	68.75	NE
Rv1067c	PE_PGRS19	PE-PGRS FAMILY PROTEIN 	16	0	0	16	0	0.8125	83.62	NE
Rv1068c	PE_PGRS20	PE-PGRS FAMILY PROTEIN 	14	0	0	14	0	0.9286	152.38	NE
Rv1069c	-	hypothetical protein Rv1069c 	21	0	0	21	0	1.0000	278.95	NE
