ORF ID,Name,Description,Total # TA Sites,#Sites with insertions,Used in Models,Gene (M0) Coef,Gene (M0) Adj Pval,Gene+TTN (M1) Coef,Gene+TTN (M1) Adj Pval,Coef Diff (M1-M0),Coef Diff Adj Pval,Mean STLM Predicted Count,Mean Actual Count,Gene+TTN States,HMM+NP States
Rv0315,-,"POSSIBLE BETA-1,3-GLUCANASE PRECURSOR ",11,11,True,0.4887295847043677,0.0804604952242915,0.4772746207949009,0.00394227513808949,-0.01145496390946682,0.9353341028562561,178.55120333326798,219.2181818181818,GA,GA
Rv0316,-,POSSIBLE MUCONOLACTONE ISOMERASE ,8,8,True,-0.22273735421044336,0.552984678851182,0.1588074333876112,0.4709766437099522,0.38154478759805455,0.014303687321122048,44.14261527759386,63.2625,NE,NE
Rv0317c,glpQ2,POSSIBLE GLYCEROPHOSPHORYL DIESTER PHOSPHODIESTERASE GLPQ2 (GLYCEROPHOSPHODIESTER PHOSPHODIESTERASE) ,14,14,True,0.2620936841341434,0.3354075316464326,0.1771647651173927,0.2687252936655624,-0.0849289190167507,0.33725709027480383,125.71020553783605,148.30714285714285,NE,NE
Rv0318c,-,PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN ,8,8,True,0.3769987806603412,0.2889708237033433,0.39336687184906005,0.05106693702654037,0.016368091188718847,0.9333842795994736,71.95301987261527,129.1375,NE,NE
Rv0319,pcp,pyrrolidone-carboxylate peptidase ,9,9,True,0.1248175893954872,0.7407026344377495,0.3828802244883086,0.04268255478734585,0.2580626350928214,0.05159691601318821,52.07069889367882,103.06666666666666,GA,NE
Rv0320,-,POSSIBLE CONSERVED EXPORTED PROTEIN ,16,16,True,0.36030688872173733,0.1277551429472017,0.2473021843531899,0.08801996579398466,-0.11300470436854743,0.11683503940056499,145.31484673055368,171.95000000000002,NE,NE
Rv0321,dcd,deoxycytidine triphosphate deaminase ,7,7,True,0.3532056881174556,0.3605321432747062,0.1455286878012566,0.5424469674488758,-0.207677000316199,0.24470901436015388,154.1288877261874,161.40000000000003,NE,NE
Rv0322,udgA,PROBABLE UDP-GLUCOSE 6-DEHYDROGENASE UDGA (UDP-GLC DEHYDROGENASE) (UDP-GLCDH) (UDPGDH) ,23,22,True,-0.1842399234423842,0.3863321304393283,-0.12639913227035343,0.31456709153416507,0.05784079117203078,0.26299057617887595,44.97829756201186,65.2304347826087,NE,NE
Rv0323c,-,hypothetical protein Rv0323c ,13,12,True,-0.1711297365329114,0.5629579863897743,0.12571528405326593,0.4668576235738196,0.29684502058617734,0.0010830519315233745,38.10081126952048,71.9923076923077,NE,NE
Rv0324,-,POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY ARSR-FAMILY) ,12,11,True,0.0744904015204719,0.8188127249054711,0.09389200743900392,0.6136706786053111,0.019401605918532017,0.8798137742454634,56.40843475131286,71.98333333333333,NE,NE
Rv0325,-,hypothetical protein Rv0325 ,7,7,True,0.3642928512474467,0.34297589738700424,0.1211799149305036,0.6201033710894222,-0.24311293631694308,0.16969154107821152,196.38600560156016,246.04285714285717,NE,NE
Rv0326,-,hypothetical protein Rv0326 ,8,7,True,-0.23565182732150486,0.528377531398501,-0.2094608152072711,0.3267106876584093,0.026191012114233747,0.891564448740938,111.03491586665413,78.75,NE,NE
Rv0327c,cyp135A1,POSSIBLE CYTOCHROME P450 135A1 CYP135A1 ,25,20,True,-0.4382181572349399,0.013955583084654697,-0.30619934780587665,0.0053793625217955655,0.13201880942906324,0.002238003375723359,47.861159287032336,73.91199999999999,GD,NE
Rv0328,-,POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY TETR/ACRR-FAMILY) ,11,10,True,-0.16238104029631475,0.6191503092724544,-0.14235720929074971,0.4462444393815108,0.02002383100556504,0.8863156149481117,56.6686605741219,65.26363636363637,NE,NE
Rv0329c,-,hypothetical protein Rv0329c ,9,8,True,-0.16029902261942358,0.6618304277147615,-0.16542754845398006,0.42080203540862665,-0.005128525834556474,0.9769985118204592,78.28576466539218,89.60000000000001,NE,NE
Rv0330c,-,hypothetical protein Rv0330c ,10,10,True,0.2013817729366785,0.5486319572017189,0.2545140122669247,0.17225702903028636,0.05313223933024622,0.7115855721140577,108.22873559365053,169.53,NE,NE
Rv0331,-,POSSIBLE DEHYDROGENASE/REDUCTASE ,18,18,True,0.05816863290549512,0.8271195210016787,0.01270800688998534,0.9371224305406047,-0.04546062601550978,0.534883316336922,77.62584992636499,102.22222222222223,NE,NE
Rv0332,-,hypothetical protein Rv0332 ,13,13,True,0.40981459819852,0.11777269980669998,0.32175809875417655,0.04050784555226561,-0.08805649944434346,0.3592110881625245,111.32507958710192,175.0153846153846,GA,NE
Rv0333,-,hypothetical protein Rv0333 ,4,4,True,0.4031391024601764,0.43739005679914367,0.0797402059818968,0.8142115782569999,-0.32339889647827963,0.3431808535596776,267.7867396701916,213.45,NE,NE
Rv0334,rmlA,ALPHA-D-GLUCOSE-1-PHOSPHATE THYMIDYLYLTRANSFERASE RMLA (DTDP-GLUCOSE SYNTHASE) (DTDP-GLUCOSE PYROPHOSPHORYLASE) ,20,1,False,,,,,,,,4.495,ES/ESD,ES
Rv0335c,PE6,PE FAMILY PROTEIN ,3,3,True,-1.1706134497381304,0.024086390820283875,-1.122198047079772,0.0003060648151334082,0.04841540265835831,0.9300809687120982,8.102346263445904,5.0,GD,Uncertain
Rv0336,-,CONSERVED 13E12 REPEAT FAMILY PROTEIN ,18,18,True,0.6373004739915837,0.0015337607035763477,0.6002213430334377,1.2058326343756627e-06,-0.03707913095814608,0.625912404299327,262.6010048072054,320.61111111111114,GA,GA
Rv0337c,aspC,aminotransferase AlaT ,23,2,False,,,,,,,,7.621739130434782,ES/ESD,ES
Rv0338c,-,PROBABLE IRON-SULFUR-BINDING REDUCTASE ,37,5,False,,,,,,,,0.11351351351351352,ES/ESD,ES
Rv0339c,-,POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN ,30,30,True,-0.2716597022751776,0.11496107339680425,-0.04458181075993565,0.7045805698124804,0.22707789151524196,2.8836083638553005e-09,32.94254831111214,57.146666666666654,NE,NE
Rv0340,-,hypothetical protein Rv0340 ,6,6,True,-0.2746913813075413,0.524629634659643,-0.07182298939164662,0.79292035294351,0.20286839191589467,0.34758870527864166,32.14370611162806,90.43333333333334,NE,NE
Rv0341,iniB,ISONIAZID INDUCTIBLE GENE PROTEIN INIB ,19,14,True,-0.492716760525705,0.01601989637940612,-0.1061762308210586,0.4554721060505021,0.3865405297046464,1.1008524256524618e-08,42.05971990629206,75.3578947368421,NE,NE
Rv0342,iniA,ISONIAZID INDUCTIBLE GENE PROTEIN INIA ,27,26,True,0.1348821235325812,0.5070350168961527,0.16176530398848865,0.15424550789706862,0.026883180455907457,0.5894106856339979,79.98981993053347,120.29629629629629,NE,NE
Rv0343,iniC,ISONIAZID INDUCTIBLE GENE PROTEIN INIC ,13,13,True,-0.277257746112636,0.324002023932966,-0.03185132093212225,0.8663542530406578,0.24540642518051373,0.005813902831244375,61.78157842185861,47.923076923076934,NE,NE
Rv0344c,lpqJ,PROBABLE LIPOPROTEIN LPQJ ,12,12,True,0.28960167246596213,0.3219214636168964,0.5716341147920335,0.00022068627136401727,0.2820324423260714,0.004000832771702785,75.02179345225669,157.54999999999998,GA,NE
Rv0345,-,hypothetical protein Rv0345 ,7,7,True,0.6726127665237233,0.05147777667551199,0.7510925851197974,0.0002094127079333262,0.07847981859607411,0.7027293508980154,112.13786005278543,212.45714285714283,GA,NE
Rv0346c,ansP2,POSSIBLE L-ASPARAGINE PERMEASE ANSP2 (L-ASPARAGINE TRANSPORT PROTEIN) ,29,28,True,0.26848647754889743,0.12636871862293575,0.32475183706069877,0.0013041315235453176,0.05626535951180134,0.15307690252685427,107.00289492246175,141.62413793103445,GA,NE
Rv0347,-,PROBABLE CONSERVED MEMBRANE PROTEIN ,18,3,False,,,,,,,,6.083333333333333,ES/ESD,GD
Rv0348,-,POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN ,19,17,True,-0.757341591122311,6.815649272072406e-05,-0.7389682552890002,3.511893483653003e-10,0.0183733358333108,0.809353924814909,45.84158349223771,27.768421052631574,GD,NE
Rv0349,-,hypothetical protein Rv0349 ,8,8,True,0.6311340917133296,0.05089622844738371,0.3849998724072651,0.05631716048646406,-0.2461342193060645,0.10465243585228505,240.23089428022587,285.2125,NE,NE
Rv0350,dnaK,molecular chaperone DnaK ,17,2,False,,,,,,,,0.03529411764705882,ES/ESD,ES
Rv0351,grpE,PROBABLE GRPE PROTEIN (HSP-70 COFACTOR) ,10,3,False,,,,,,,,19.71,ES/ESD,ES
Rv0352,dnaJ1,PROBABLE CHAPERONE PROTEIN DNAJ1 ,14,11,True,-0.8744757502684436,8.058208259428957e-05,-0.7759957990676836,2.037336359416278e-08,0.09847995120076003,0.2509348022804889,35.292672296066925,25.764285714285716,GD,NE
Rv0353,hspR,PROBABLE HEAT SHOCK PROTEIN TRANSCRIPTIONAL REPRESSOR HSPR (MERR FAMILY) ,6,6,True,0.2462017010121921,0.5739958655643896,0.27412873302402313,0.26179692920388686,0.027927032011831027,0.9143407860961117,89.44758369428064,163.0,NE,NE
Rv0354c,PPE7,PPE FAMILY PROTEIN ,6,6,True,0.7837516580781995,0.03458044718391256,0.5578684286290384,0.01421755521565126,-0.22588322944916106,0.28777014207410223,254.2171747121531,355.1333333333334,GA,GA
Rv0355c,PPE8,PPE FAMILY PROTEIN ,172,170,True,0.4166843507731932,2.82760175144234e-12,0.3857791445307049,1.9983719898037472e-23,-0.030905206242488326,5.998863134881533e-08,227.33059514238917,231.2691860465116,GA,GA
Rv0356c,-,hypothetical protein Rv0356c ,10,10,True,0.1716748840156884,0.6163464019889365,0.4410679367910195,0.012070091519374946,0.2693930527753311,0.023019786664919765,48.435881701381554,91.23,GA,NE
Rv0357c,purA,adenylosuccinate synthetase ,24,4,False,,,,,,,,0.05416666666666667,ES/ESD,ES
Rv0358,-,hypothetical protein Rv0358 ,14,10,True,-1.3055763779827603,5.670341834495072e-10,-1.1251525529058555,6.593129349432955e-17,0.1804238250769048,0.02642754470540499,22.354008241407467,8.985714285714286,GD,GD
Rv0359,-,PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN ,11,11,True,0.5263154592976647,0.0568387968245886,0.37915991660360127,0.025207061222551945,-0.1471555426940634,0.1746541333579241,184.64320308228815,239.7818181818182,GA,NE
Rv0360c,-,hypothetical protein Rv0360c ,9,9,True,0.23184951448397761,0.5103548253521651,0.4035028670942322,0.031568410905149474,0.1716533526102546,0.20366519296431213,80.37137694619817,140.1777777777778,GA,NE
Rv0361,-,PROBABLE CONSERVED MEMBRANE PROTEIN ,8,8,True,0.3399069908681588,0.34409424950411854,0.2795802324089405,0.18064329970571172,-0.06032675845921831,0.7390831981995916,184.0570227004426,132.8875,NE,NE
Rv0362,mgtE,POSSIBLE Mg2+ TRANSPORT TRANSMEMBRANE PROTEIN MGTE ,16,16,True,0.1545229022281914,0.5628245820377399,0.14201521417053556,0.34894810786691915,-0.012507688057655841,0.8959587639281908,120.16469156063226,144.76875,NE,NE
Rv0363c,fba,fructose-bisphosphate aldolase ,18,9,True,-0.15367570859514082,0.8479241806522854,0.12013343046616153,0.8001255586861769,0.27380913906130233,0.7428321852858452,47.493908380026,55.949999999999996,NE,ES
Rv0364,-,POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN ,12,3,False,,,,,,,,10.15,ES/ESD,ES
Rv0365c,-,hypothetical protein Rv0365c ,20,20,True,0.34663536659519917,0.09749649992444741,0.4810920232450839,5.413103063246239e-05,0.1344566566498847,0.01485128423852471,91.3228602211564,167.065,GA,NE
Rv0366c,-,hypothetical protein Rv0366c ,7,7,True,0.3852245800494202,0.31333912278394044,0.33674162755538944,0.12719329761839715,-0.04848295249403073,0.819190901057141,94.85628149577225,120.87142857142855,NE,NE
Rv0367c,-,hypothetical protein Rv0367c ,2,2,True,0.5117278490075857,0.490331082532255,0.4826327212589167,0.2527011896214171,-0.029095127748669014,0.9733241569757444,67.10206975713407,128.05,NE,NE
Rv0368c,-,hypothetical protein Rv0368c ,18,18,True,0.1330712276502273,0.6012311076073432,0.23545251857091706,0.083956434403626,0.10238129092068976,0.10693228166156898,88.61359630005636,119.28333333333333,NE,NE
Rv0369c,-,POSSIBLE MEMBRANE OXIDOREDUCTASE ,7,6,True,-0.47304597362009676,0.19812419710385845,-0.18113484351613812,0.4384256429120287,0.29191113010395864,0.09764582678389706,16.250789901419147,28.74285714285714,NE,NE
Rv0370c,-,POSSIBLE OXIDOREDUCTASE ,21,19,True,-0.49621720692046656,0.010048142983706322,-0.5664035973315934,7.209434144455821e-07,-0.07018639041112684,0.20840580589838467,23.59183147944148,27.542857142857148,GD,NE
Rv0371c,-,hypothetical protein Rv0371c ,7,7,True,-0.7750884729413804,0.02235101656909397,-0.5119941143460568,0.015008637681259799,0.2630943585953236,0.13616564999053393,10.723492564686612,11.528571428571428,GD,NE
Rv0372c,-,hypothetical protein Rv0372c ,6,5,True,-0.5579949873703826,0.15298469123788386,-0.3679179074279437,0.12257425379386182,0.19007707994243883,0.38426515725549637,18.138322528302755,29.3,NE,NE
Rv0373c,-,PROBABLE CARBON MONOXYDE DEHYDROGENASE (LARGE CHAIN) ,39,35,True,-0.24405174815191663,0.10433859048126606,-0.4198035383181882,5.381625621445463e-07,-0.17575179016627154,4.767984691277898e-10,46.73392328911479,51.07692307692307,GD,NE
Rv0374c,-,PROBABLE CARBON MONOXYDE DEHYDROGENASE (SMALL CHAIN) ,6,6,True,-0.32433031259889394,0.44469690394500894,-0.2163995811769673,0.38491964279453844,0.10793073142192663,0.6492258426202376,24.998928089164963,34.666666666666664,NE,NE
Rv0375c,-,PROBABLE CARBON MONOXYDE DEHYDROGENASE (MEDIUM CHAIN) ,8,7,True,-0.44261263840282805,0.19812249342056418,-0.389651180847811,0.05313480567667345,0.05296145755501708,0.7706712603908431,29.754615860525124,40.574999999999996,NE,NE
Rv0376c,-,hypothetical protein Rv0376c ,21,19,True,-0.15921937082221455,0.4865066003831237,0.11505439724424606,0.388096654402239,0.2742737680664606,1.0003031549758078e-06,52.723812722927505,95.4095238095238,NE,NE
Rv0377,-,PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY LYSR-FAMILY) ,10,10,True,-0.19534587392329156,0.5628245820377399,-0.23263789760428108,0.21723431956845454,-0.03729202368098952,0.7969333518246349,70.25649408769529,66.5,NE,NE
Rv0378,-,CONSERVED HYPOTHETICAL GLYCINE RICH PROTEIN ,3,2,True,-0.7321985559852038,0.19138552776266804,-0.06309130481548648,0.8735405013948463,0.6691072511697173,0.18465307664469072,22.536560270954585,38.03333333333333,NE,Uncertain
Rv0379,secE2,POSSIBLE PROTEIN TRANSPORT PROTEIN SECE2 ,4,4,True,0.14728042714660264,0.7938413919868923,0.07826255198825444,0.8178938929347973,-0.0690178751583482,0.8580509893974829,76.9123263192447,87.22500000000001,NE,NE
Rv0380c,-,POSSIBLE RNA METHYLTRANSFERASE (RNA METHYLASE) ,11,11,True,-0.24501112739461506,0.43365699032581084,0.15199982368315657,0.41122595804204287,0.3970109510777716,0.0004686247112809116,16.391347303020034,33.82727272727273,NE,NE
Rv0381c,-,hypothetical protein Rv0381c ,17,15,True,0.09020322631137978,0.7426573481898537,0.14723897892948135,0.3135973495189066,0.057035752618101565,0.4502187609924706,104.1452636405412,152.76470588235293,NE,NE
Rv0382c,pyrE,orotate phosphoribosyltransferase ,13,2,False,,,,,,,,4.4,ES/ESD,ES
Rv0383c,-,POSSIBLE CONSERVED SECRETED PROTEIN ,9,2,False,,,,,,,,21.255555555555556,ES/ESD,GD
Rv0384c,clpB,PROBABLE ENDOPEPTIDASE ATP BINDING PROTEIN (CHAIN B) CLPB (CLPB PROTEIN) (HEAT SHOCK PROTEIN F84.1) ,25,20,True,-1.20696795694524,5.468006066035007e-15,-1.011168099085195,4.439648259467525e-24,0.19579985786004506,1.0260850321702614e-05,7.394557394155522,3.836,GD,GD
Rv0385,-,hypothetical protein Rv0385 ,20,20,True,0.5657116716401495,0.0033439747021308543,0.48576612410941034,4.490998793164561e-05,-0.07994554753073913,0.1683795852991935,215.71784172834782,252.60499999999996,GA,GA
Rv0386,-,PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY LUXR/UHPA-FAMILY) ,44,44,True,0.18308045060862008,0.21440550759894997,0.2530197259727387,0.0021393648175903504,0.06993927536411862,0.0033279929834261314,88.63490742657262,129.23863636363637,GA,NE
Rv0387c,-,hypothetical protein Rv0387c ,15,15,True,0.3252350000094868,0.19510451053070163,0.3995349019892864,0.004880678726008028,0.07429990197979958,0.3729089255401439,115.67042385994141,151.94000000000003,GA,NE
Rv0388c,PPE9,PPE FAMILY PROTEIN ,10,10,True,0.26884381202163965,0.40688808744847893,0.23957899335997207,0.2017361918730432,-0.02926481866166758,0.8411934153527013,117.34570342279885,111.35999999999999,NE,NE
Rv0389,purT,phosphoribosylglycinamide formyltransferase 2 ,9,8,True,0.32266705681615254,0.3419838500223076,0.3948494622479139,0.03582618503414463,0.07218240543176135,0.6427751706871804,106.1633844182577,146.54444444444442,GA,NE
Rv0390,-,hypothetical protein Rv0390 ,8,8,True,0.1984879233422109,0.602594651973432,0.2430337481174495,0.2504333777144259,0.04454582477523858,0.807456014478605,122.6732577258081,118.05,NE,NE
Rv0391,metZ,O-succinylhomoserine sulfhydrylase ,21,16,True,-0.4500239652956715,0.021406879824547233,-0.3896022915981686,0.001014626932372134,0.0604216736975029,0.2901887790605842,59.18206538733123,66.9857142857143,GD,NE
Rv0392c,ndhA,PROBABLE MEMBRANE NADH DEHYDROGENASE NDHA ,17,17,True,0.027342059166285522,0.9251965840323028,0.09840848757424425,0.5170878624774339,0.07106642840795874,0.32351826117092697,66.87567515608978,88.82941176470588,NE,NE
Rv0393,-,CONSERVED 13E12 REPEAT FAMILY PROTEIN ,10,9,True,0.2478144985097036,0.4516752106674285,0.14903318225500814,0.44670211730344994,-0.09878131625469547,0.44893494092441505,198.52324182009573,195.26999999999998,NE,NE
Rv0394c,-,POSSIBLE SECRETED PROTEIN ,9,9,True,0.34917301975162907,0.2992619598749281,0.3716405300398434,0.05056246917013442,0.02246751028821431,0.8959587639281908,109.13448658591392,126.0111111111111,NE,NE
Rv0395,-,hypothetical protein Rv0395 ,8,8,True,0.37011821801402284,0.2994207785181033,0.19849021752472207,0.3555053223946637,-0.17162800048930077,0.26818709669194707,101.86208396341618,117.95,NE,NE
Rv0396,-,hypothetical protein Rv0396 ,6,6,True,-0.1577568094241208,0.7315160307118741,0.1901885156050402,0.45269604002523695,0.347945325029161,0.09911914569887338,56.91415161227104,74.51666666666667,NE,NE
Rv0397,-,CONSERVED 13E12 REPEAT FAMILY PROTEIN ,4,4,True,0.22744919168192274,0.6837795846595951,-0.004246746436022422,0.990348227232315,-0.23169593811794514,0.5086352847551624,75.4514959277279,125.77499999999999,NE,NE
Rv0398c,-,POSSIBLE SECRETED PROTEIN ,6,6,True,-0.01581906483458142,0.9746187954369169,0.1849658277492028,0.4670457967481495,0.20078489258378424,0.3535852307846413,48.71806642933299,51.65,NE,NE
Rv0399c,lpqK,POSSIBLE CONSERVED LIPOPROTEIN LPQK ,25,23,True,-0.3157489976780806,0.09070124385954052,-0.536715118331152,2.8484790471872146e-07,-0.22096612065307142,1.1027486886667897e-06,61.79710348651644,55.288000000000004,GD,NE
Rv0400c,fadE7,ACYL-CoA DEHYDROGENASE FADE7 ,11,10,True,-0.4595846330337271,0.10408667456541243,-0.21004572438315222,0.2425482170915873,0.24953890865057488,0.019151207537999697,21.01270828272885,46.08181818181818,NE,NE
Rv0401,-,PROBABLE CONSERVED TRANSMEMBRANE PROTEIN ,3,3,True,-0.45932740800367394,0.44435754532073934,-0.04321998277677085,0.9095650390077373,0.4161074252269031,0.3916988962304605,24.543759787067813,47.86666666666667,NE,NE
Rv0402c,mmpL1,PROBABLE CONSERVED TRANSMEMBRANE TRANSPORT PROTEIN MMPL1 ,56,56,True,0.16136537489586844,0.21748407780908346,-0.010036685475115364,0.9095650390077373,-0.1714020603709838,0.0,133.96653217955995,124.1267857142857,NE,NE
Rv0403c,mmpS1,PROBABLE CONSERVED MEMBRANE PROTEIN MMPS1 ,7,7,True,0.17097112971038866,0.6850274245179545,0.022120317724736674,0.931041775200898,-0.14885081198565198,0.4285808619747688,58.68360792118495,104.89999999999999,NE,NE
Rv0404,fadD30,acyl-CoA synthetase ,87,72,True,-0.6816565100959739,1.610507683547456e-16,-0.7946173587578194,1.8095937796449037e-50,-0.11296084866184541,0.0,27.815400576791703,31.231034482758613,GD,NE
Rv0405,pks6,PROBABLE MEMBRANE BOUND POLYKETIDE SYNTHASE PKS6 ,121,92,True,-0.6538825618097222,3.5992322785209066e-20,-0.7152514742662165,5.30068858288853e-54,-0.06136891245649434,1.0056222521370728e-12,49.003665493569336,56.66434782608696,GD,ESD
Rv0406c,-,BETA LACTAMASE LIKE PROTEIN ,15,14,True,-0.017439463902987142,0.9588141541650771,-0.15677036701867586,0.31412969578691835,-0.13933090311568871,0.06659486090826988,99.26188559922603,95.66666666666666,NE,NE
Rv0407,fgd1,PROBABLE F420-DEPENDENT GLUCOSE-6-PHOSPHATE DEHYDROGENASE FGD1 ,20,20,True,0.26856071506470636,0.22013399585163831,0.08785170482492775,0.5324690233376206,-0.1807090102397786,0.0010843002702875615,96.79874145999648,101.105,NE,NE
Rv0408,pta,phosphate acetyltransferase ,43,42,True,-0.1903746867701429,0.19969466482650863,-0.308990347519695,0.00015570594114597733,-0.1186156607495521,1.2380000028197386e-06,58.01808826248648,60.383720930232556,GD,NE
Rv0409,ackA,acetate kinase ,17,17,True,-0.09703195873927531,0.7231562241434779,-0.15263523615305272,0.2958107638724525,-0.05560327741377741,0.46407457000458696,76.11996548319878,87.05294117647058,NE,NE
Rv0410c,pknG,SERINE/THREONINE-PROTEIN KINASE PKNG (PROTEIN KINASE G) (STPK G) ,32,31,True,-0.2565328532120097,0.1256485295048114,-0.2707290267386657,0.005317387263092104,-0.01419617352665603,0.7471847550108655,36.05223717243989,37.8375,GD,NE
Rv0411c,glnH,PROBABLE GLUTAMINE-BINDING LIPOPROTEIN GLNH (GLNBP) ,9,9,True,-0.08188155763942367,0.8271195210016787,-0.07161548735394231,0.7410996023919567,0.010266070285481363,0.9542389721972062,35.872619501158994,52.077777777777776,NE,NE
Rv0412c,-,POSSIBLE CONSERVED MEMBRANE PROTEIN ,23,22,True,-0.13121697097729476,0.5530167365069419,-0.06080492525685391,0.6502734463154927,0.07041204572044085,0.1597606754200308,36.070831973710945,48.19999999999999,NE,NE
Rv0413,mutT3,"POSSIBLE MUTATOR PROTEIN MUTT3 (7,8-DIHYDRO-8-OXOGUANINE-TRIPHOSPHATASE) (8-OXO-DGTPASE) (DGTP PYROPHOSPHOHYDROLASE) ",7,7,True,0.4640032496677583,0.20833777618333957,0.33633320544230816,0.12779418635109097,-0.12767004422545014,0.5054691611747048,196.70366160980015,170.55714285714285,NE,NE
Rv0414c,thiE,thiamine-phosphate pyrophosphorylase ,10,1,False,,,,,,,,9.5,ES/ESD,ES
Rv0415,thiO,POSSIBLE THIAMINE BIOSYNTHESIS OXIDOREDUCTASE THIO ,12,1,False,,,,,,,,0.008333333333333333,ES/ESD,ES
Rv0416,thiS,sulfur carrier protein ThiS ,4,0,False,,,,,,,,0.0,Uncertain,ES
Rv0417,thiG,thiazole synthase ,16,2,False,,,,,,,,0.018750000000000003,ES/ESD,ES
Rv0418,lpqL,PROBABLE LIPOPROTEIN AMINOPEPTIDASE LPQL ,28,26,True,-0.1723382561660527,0.3706026810357678,-0.17328987021411804,0.11646885950848543,-0.0009516140480653468,0.9838758625835069,33.79463787911006,49.61785714285714,NE,NE
Rv0419,lpqM,POSSIBLE LIPOPROTEIN PEPTIDASE LPQM ,20,19,True,0.16375647629285095,0.48562147587282123,0.12203801366020582,0.37057315137344893,-0.04171846263264513,0.5251693242169229,111.87618886846232,112.95,NE,NE
Rv0420c,-,POSSIBLE TRANSMEMBRANE PROTEIN ,10,10,True,0.26368662401688586,0.41897807476603893,0.11320968997139051,0.5736008743998668,-0.15047693404549534,0.2125698268861446,115.05118528435423,154.63,NE,NE
Rv0421c,-,hypothetical protein Rv0421c ,10,9,True,-0.49320951811611563,0.09487649152315958,-0.14061503740403994,0.47510076852671723,0.35259448071207566,0.0038576904495285567,18.85171680325918,47.38,NE,NE
Rv0422c,thiD,phosphomethylpyrimidine kinase ,14,1,False,,,,,,,,0.03571428571428571,ES/ESD,GD
Rv0423c,thiC,thiamine biosynthesis protein ThiC ,22,2,False,,,,,,,,0.7454545454545454,ES/ESD,ES
Rv0424c,-,hypothetical protein Rv0424c ,9,9,True,0.4383775606455236,0.17387605950374144,0.35017529693263255,0.06752504809990478,-0.08820226371289103,0.5558972178610034,149.329115382219,211.95555555555558,NE,NE
Rv0425c,ctpH,POSSIBLE METAL CATION TRANSPORTING P-TYPE ATPASE CTPH ,39,38,True,-0.055639777495564036,0.7567269418869524,0.19831535092841804,0.027677202007579598,0.25395512842398205,0.0,53.845029434146454,83.18461538461537,GA,NE
Rv0426c,-,POSSIBLE TRANSMEMBRANE PROTEIN ,3,3,True,0.7473439665753245,0.18126078902820095,0.24317668355972116,0.5005198116366323,-0.5041672830156034,0.30017539837937357,150.17542758694086,226.4333333333333,NE,NE
Rv0427c,xthA,PROBABLE EXODEOXYRIBONUCLEASE III PROTEIN XTHA (EXONUCLEASE III) (EXO III) (AP ENDONUCLEASE VI) ,14,13,True,0.06362920979425528,0.8327966439198077,-0.2221530947582502,0.1581233181053141,-0.2857823045525055,0.0006491358907926746,116.90871967101563,86.22857142857144,NE,NE
Rv0428c,-,hypothetical protein Rv0428c ,17,15,True,-0.13346444057766696,0.6103220731393112,0.1824903050319818,0.20538925585765797,0.31595474560964876,7.927297788672321e-06,47.37200265405158,84.02941176470588,NE,NE
Rv0429c,def,peptide deformylase ,10,2,False,,,,,,,,31.939999999999998,ES/ESD,ES
Rv0430,-,hypothetical protein Rv0430 ,4,0,True,-1.8981990934182702,2.9436629503253245e-06,-1.926375439012766,2.7356824888014382e-14,-0.02817634559449589,0.9446626797614774,36.10031013276548,0.0,GD,ES
Rv0431,-,PUTATIVE TUBERCULIN RELATED PEPTIDE ,10,8,True,-0.17041660827044852,0.6191503092724544,-0.16813217639793532,0.3835870299466221,0.002284431872513204,0.9861740901637712,74.67375347161627,116.6,NE,NE
Rv0432,sodC,PROBABLE PERIPLASMIC SUPEROXIDE DISMUTASE ,14,14,True,0.2798231320284743,0.2994207785181033,0.2935696712280228,0.054104915599132115,0.013746539199548491,0.8998113304893842,73.44673275598983,108.57142857142857,NE,NE
Rv0433,-,hypothetical protein Rv0433 ,24,23,True,0.1518807193124321,0.47769373033939233,0.27809009022690195,0.014623389289498622,0.12620937091446985,0.0052518269039473035,84.79980947621256,107.64166666666665,GA,NE
Rv0434,-,hypothetical protein Rv0434 ,14,14,True,0.2580632806490799,0.34297589738700424,0.4162936119640143,0.004583942253977437,0.1582303313149344,0.05233176914737734,145.26917317020852,184.89285714285714,GA,NE
Rv0435c,-,PUTATIVE CONSERVED ATPASE ,24,24,True,0.22613151500155498,0.26549811078178354,0.26207665599625746,0.02211704259557474,0.035945140994702474,0.5068465674101731,100.33652091437659,129.41666666666666,GA,NE
