ORF ID,Name,Description,Total # TA Sites,#Sites with 0 insertions,Used in Models,Gene (M0) Coef,Gene(M0) Adj Pval,Gene+TTN (M1) Coef,Gene+TTN (M1) Adj Pval,Coef Diff (M1-M0),Coef Diff Adj Pval,Mean STLM Predicted Count,Mean Actual Count,Gene+TTN States,HMM+NP States
Rv0309,-,POSSIBLE CONSERVED EXPORTED PROTEIN ,13,0,True,-0.10364428851038618,0.7481286731907466,-0.10824732220570517,0.5863076907156869,-0.004603033695318989,0.9728816871748037,54.577082208862436,71.23076923076923,NE,NE
Rv0310c,-,hypothetical protein Rv0310c ,12,2,True,-0.35371818394860244,0.2270442092211325,-0.13325202174009834,0.5143129467020399,0.2204661622085041,0.03247646870251702,30.457650868053523,55.75000000000001,NE,NE
Rv0311,-,hypothetical protein Rv0311 ,18,0,True,-0.13783229584866974,0.6013483758750052,-0.237991560377469,0.12514833721263754,-0.10015926452879925,0.14651422775220993,73.2038779613519,101.6611111111111,NE,NE
Rv0312,-,CONSERVED HYPOTHETICAL PROLINE AND THREONINE RICH PROTEIN ,23,5,True,-0.6559261819344081,0.00026280813549733856,-0.5319551436331484,1.3857596654089569e-05,0.12397103830125966,0.01466213536112076,25.246185899909708,38.66521739130435,GD,NE
Rv0313,-,hypothetical protein Rv0313 ,6,0,True,0.7575048815960761,0.05025569232615008,0.3839981164061902,0.15848619745611847,-0.3735067651898859,0.0987523058057976,322.8932557456836,275.9166666666667,NE,GA
Rv0314c,-,POSSIBLE CONSERVED MEMBRANE PROTEIN ,7,1,True,0.5967555847857757,0.10358099532948595,0.4217807784856382,0.08538704157584326,-0.1749748063001375,0.37861646367293145,354.33066856835285,407.32857142857137,NE,GA
Rv0315,-,"POSSIBLE BETA-1,3-GLUCANASE PRECURSOR ",11,0,True,0.48649419918462933,0.0949394938661813,0.4615053688052814,0.014062811509000525,-0.024988830379347904,0.8677917004363038,178.55120333326798,219.2181818181818,GA,GA
Rv0316,-,POSSIBLE MUCONOLACTONE ISOMERASE ,8,0,True,-0.22497273973016074,0.5646986976334406,0.15028863178056726,0.5521224497249467,0.375261371510728,0.02337302496660881,44.14261527759386,63.2625,NE,NE
Rv0317c,glpQ2,POSSIBLE GLYCEROPHOSPHORYL DIESTER PHOSPHODIESTERASE GLPQ2 (GLYCEROPHOSPHODIESTER PHOSPHODIESTERASE) ,14,0,True,0.2598582986144281,0.3586234556826638,0.17826601665539862,0.33285623452368457,-0.08159228195902948,0.4001813778790974,125.71020553783605,148.30714285714285,NE,NE
Rv0318c,-,PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN ,8,0,True,0.3747633951405791,0.31134650964697386,0.3682260833439285,0.11192451031956693,-0.0065373117966506245,0.9774684013028948,71.95301987261527,129.1375,NE,NE
Rv0319,pcp,pyrrolidone-carboxylate peptidase ,9,0,True,0.12258220387577551,0.7516400193398844,0.3597171340101282,0.09700099047753508,0.23713493013435272,0.0951831816594774,52.07069889367882,103.06666666666666,NE,NE
Rv0320,-,POSSIBLE CONSERVED EXPORTED PROTEIN ,16,0,True,0.3580715032019916,0.14644575682524705,0.2475953571278718,0.13334852143146086,-0.11047614607411979,0.1597151916656192,145.31484673055368,171.95000000000002,NE,NE
Rv0321,dcd,deoxycytidine triphosphate deaminase ,7,0,True,0.35097030259770695,0.3816148305156668,0.1730158068096605,0.5185887179783438,-0.17795449578804645,0.37019810013614274,154.1288877261874,161.40000000000003,NE,NE
Rv0322,udgA,PROBABLE UDP-GLUCOSE 6-DEHYDROGENASE UDGA (UDP-GLC DEHYDROGENASE) (UDP-GLCDH) (UDPGDH) ,23,1,True,-0.18647530896211154,0.3992599612653042,-0.14634850163070914,0.30748796586889643,0.04012680733140239,0.5128680141936821,44.97829756201186,65.2304347826087,NE,NE
Rv0323c,-,hypothetical protein Rv0323c ,13,1,True,-0.17336512205266774,0.5722892099801826,0.10743467630349335,0.5892672409247025,0.2807997983561611,0.0032538957925630093,38.10081126952048,71.9923076923077,NE,NE
Rv0324,-,POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY ARSR-FAMILY) ,12,1,True,0.07225501600069967,0.8300727739485658,0.08715420440146236,0.6808618322151059,0.014899188400762695,0.9194257781515944,56.40843475131286,71.98333333333333,NE,NE
Rv0325,-,hypothetical protein Rv0325 ,7,0,True,0.36205746572770203,0.36510810221149026,0.12417427320308007,0.6527544249590906,-0.23788319252462198,0.21481899184675957,196.38600560156016,246.04285714285717,NE,NE
Rv0326,-,hypothetical protein Rv0326 ,8,1,True,-0.2378872128412377,0.5403091533029243,-0.22568836315458296,0.3537586688961749,0.012198849686654745,0.9570420695547562,111.03491586665413,78.75,NE,NE
Rv0327c,cyp135A1,POSSIBLE CYTOCHROME P450 135A1 CYP135A1 ,25,5,True,-0.44045354275470766,0.017017081363749968,-0.3083028543890358,0.013383485700433882,0.13215068836567184,0.004134101448796257,47.861159287032336,73.91199999999999,GD,NE
Rv0328,-,POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY TETR/ACRR-FAMILY) ,11,1,True,-0.16461642581601615,0.6255110212034943,-0.15419492297417187,0.4636580476903555,0.010421502841844288,0.9496464930569729,56.6686605741219,65.26363636363637,NE,NE
Rv0329c,-,hypothetical protein Rv0329c ,9,1,True,-0.1625344081391781,0.6666249149925395,-0.1752793330686207,0.44974231768588224,-0.012744924929442597,0.9496464930569729,78.28576466539218,89.60000000000001,NE,NE
Rv0330c,-,hypothetical protein Rv0330c ,10,0,True,0.19914638741692678,0.569260897038129,0.25379022631155607,0.2339507055024567,0.05464383889462929,0.7277499231219237,108.22873559365053,169.53,NE,NE
Rv0331,-,POSSIBLE DEHYDROGENASE/REDUCTASE ,18,0,True,0.05593324738570871,0.8381709612812095,0.006959463523254279,0.9712141424198739,-0.048973783862454434,0.5399639050887274,77.62584992636499,102.22222222222223,NE,NE
Rv0332,-,hypothetical protein Rv0332 ,13,0,True,0.40757921267878394,0.13521894942485585,0.30588228817712937,0.08887982745764299,-0.10169692450165457,0.31707183599149624,111.32507958710192,175.0153846153846,NE,NE
Rv0333,-,hypothetical protein Rv0333 ,4,0,True,0.4009037169404921,0.4580145969258094,0.07060443486046719,0.8579235495543809,-0.3302992820800249,0.3711971910080456,267.7867396701916,213.45,NE,NE
Rv0334,rmlA,ALPHA-D-GLUCOSE-1-PHOSPHATE THYMIDYLYLTRANSFERASE RMLA (DTDP-GLUCOSE SYNTHASE) (DTDP-GLUCOSE PYROPHOSPHORYLASE) ,20,19,False,,,,,,,,"Series([], Name: Count, dtype: float64)",ES/ESD,ES
Rv0335c,PE6,PE FAMILY PROTEIN ,3,0,True,-1.1728488352578534,0.029644792030818844,-1.12503713585031,0.0012830655374225144,0.047811699407543484,0.9400982440818263,8.102346263445904,5.0,GD,Uncertain
Rv0336,-,CONSERVED 13E12 REPEAT FAMILY PROTEIN ,18,0,True,0.6350650884718266,0.0022880274157641785,0.6005643291290907,1.4298211086491816e-05,-0.03450075934273589,0.6842443284145474,262.6010048072054,320.61111111111114,GA,GA
Rv0337c,aspC,aminotransferase AlaT ,23,21,False,,,,,,,,"Series([], Name: Count, dtype: float64)",ES/ESD,ES
Rv0338c,-,PROBABLE IRON-SULFUR-BINDING REDUCTASE ,37,32,False,,,,,,,,"Series([], Name: Count, dtype: float64)",ES/ESD,ES
Rv0339c,-,POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN ,30,0,True,-0.27389508779494,0.12579620644760853,-0.05866906152394027,0.6606921344669194,0.2152260262709997,5.366120707783751e-08,32.94254831111214,57.146666666666654,NE,NE
Rv0340,-,hypothetical protein Rv0340 ,6,0,True,-0.27692676682729966,0.5380584579795548,-0.08756389150800677,0.7744500811714233,0.1893628753192929,0.4274630167781584,32.14370611162806,90.43333333333334,NE,NE
Rv0341,iniB,ISONIAZID INDUCTIBLE GENE PROTEIN INIB ,19,5,True,-0.4949521460454084,0.01975819099294502,-0.11694485094223363,0.46511061887837657,0.37800729510317477,6.172817057503721e-08,42.05971990629206,75.3578947368421,NE,NE
Rv0342,iniA,ISONIAZID INDUCTIBLE GENE PROTEIN INIA ,27,1,True,0.13264673801284624,0.5323071370956484,0.15723034780201084,0.22581759276140767,0.0245836097891646,0.6588465941672217,79.98981993053347,120.29629629629629,NE,NE
Rv0343,iniC,ISONIAZID INDUCTIBLE GENE PROTEIN INIC ,13,0,True,-0.2794931316323667,0.338112081634007,-0.04100580014615338,0.8510602513310508,0.23848733148621334,0.011664179131379338,61.78157842185861,47.923076923076934,NE,NE
Rv0344c,lpqJ,PROBABLE LIPOPROTEIN LPQJ ,12,0,True,0.28736628694624355,0.34453936989084333,0.5547186299842828,0.0015176111879039063,0.26735234303803923,0.009847450112711762,75.02179345225669,157.54999999999998,GA,NE
Rv0345,-,hypothetical protein Rv0345 ,7,0,True,0.6703773810039735,0.062138097434358656,0.7397359676447732,0.0012069893835762505,0.06935858664079975,0.7604947839336095,112.13786005278543,212.45714285714283,GA,NE
Rv0346c,ansP2,POSSIBLE L-ASPARAGINE PERMEASE ANSP2 (L-ASPARAGINE TRANSPORT PROTEIN) ,29,1,True,0.26625109202917363,0.1460045119004802,0.3192921220534763,0.00524846381057713,0.05304103002430266,0.22060097799957798,107.00289492246175,141.62413793103445,GA,NE
Rv0347,-,PROBABLE CONSERVED MEMBRANE PROTEIN ,18,15,False,,,,,,,,"Series([], Name: Count, dtype: float64)",ES/ESD,GD
Rv0348,-,POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN ,19,2,True,-0.7595769766420325,0.00010965731889534496,-0.7287348995470299,2.8105515896191382e-08,0.03084207709500264,0.7008235434689531,45.84158349223771,27.768421052631574,GD,NE
Rv0349,-,hypothetical protein Rv0349 ,8,0,True,0.6288987061935939,0.061404628227415596,0.393179718706505,0.08607342492106929,-0.23571898748708892,0.15014519015680994,240.23089428022587,285.2125,NE,NE
Rv0350,dnaK,molecular chaperone DnaK ,17,15,False,,,,,,,,"Series([], Name: Count, dtype: float64)",ES/ESD,ES
Rv0351,grpE,PROBABLE GRPE PROTEIN (HSP-70 COFACTOR) ,10,7,False,,,,,,,,"Series([], Name: Count, dtype: float64)",ES/ESD,ES
Rv0352,dnaJ1,PROBABLE CHAPERONE PROTEIN DNAJ1 ,14,3,True,-0.876711135788187,0.0001290131355702883,-0.8034064438474746,1.6858941234138415e-07,0.07330469194071243,0.4593306186649488,35.292672296066925,25.764285714285716,GD,NE
Rv0353,hspR,PROBABLE HEAT SHOCK PROTEIN TRANSCRIPTIONAL REPRESSOR HSPR (MERR FAMILY) ,6,0,True,0.24396631549244144,0.5925490135214866,0.29903936456986485,0.28363810886151347,0.055073049077423414,0.8458757506365756,89.44758369428064,163.0,NE,NE
Rv0354c,PPE7,PPE FAMILY PROTEIN ,6,0,True,0.7815162725584643,0.04282986793793606,0.5480087725316495,0.03410510245685866,-0.23350750002681486,0.3101880616023671,254.2171747121531,355.1333333333334,GA,GA
Rv0355c,PPE8,PPE FAMILY PROTEIN ,172,2,True,0.4144489652534443,1.7029145727281072e-11,0.38857982906924476,9.592475078255702e-20,-0.02586913618419956,2.3121597558160974e-05,227.33059514238917,231.2691860465116,GA,GA
Rv0356c,-,hypothetical protein Rv0356c ,10,0,True,0.16943949849597842,0.6322129939438293,0.4161024451419675,0.038256594373644516,0.24666294664598906,0.05110644845750758,48.435881701381554,91.23,GA,NE
Rv0357c,purA,adenylosuccinate synthetase ,24,20,False,,,,,,,,"Series([], Name: Count, dtype: float64)",ES/ESD,ES
Rv0358,-,hypothetical protein Rv0358 ,14,4,True,-1.3078117635024773,1.8311410962204741e-09,-1.120825997623768,6.884077475159206e-14,0.1869857658787093,0.03180329096776661,22.354008241407467,8.985714285714286,GD,GD
Rv0359,-,PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN ,11,0,True,0.5240800737779122,0.06814537871193266,0.3682901891600668,0.056444106522299205,-0.15578988461784543,0.1839140113214887,184.64320308228815,239.7818181818182,NE,NE
Rv0360c,-,hypothetical protein Rv0360c ,9,0,True,0.22961412896425618,0.5323071370956484,0.38180246228625303,0.07611684221994156,0.15218833332199685,0.3052008534277235,80.37137694619817,140.1777777777778,NE,NE
Rv0361,-,PROBABLE CONSERVED MEMBRANE PROTEIN ,8,0,True,0.3376716053484721,0.3659886300277676,0.2750609773797063,0.25174731820405927,-0.06261062796876582,0.7522926664180122,184.0570227004426,132.8875,NE,NE
Rv0362,mgtE,POSSIBLE Mg2+ TRANSPORT TRANSMEMBRANE PROTEIN MGTE ,16,0,True,0.15228751670843352,0.5840083894572657,0.12930886290401866,0.4577718309422463,-0.022978653804414856,0.8173752090503065,120.16469156063226,144.76875,NE,NE
Rv0363c,fba,fructose-bisphosphate aldolase ,18,9,False,,,,,,,,"Series([], Name: Count, dtype: float64)",ES/ESD,ES
Rv0364,-,POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN ,12,9,False,,,,,,,,"Series([], Name: Count, dtype: float64)",ES/ESD,ES
Rv0365c,-,hypothetical protein Rv0365c ,20,0,True,0.3443999810754351,0.11364073918083016,0.47090047797632445,0.00044362198464375553,0.12650049690088933,0.032990865262355173,91.3228602211564,167.065,GA,NE
Rv0366c,-,hypothetical protein Rv0366c ,7,0,True,0.38298919452968905,0.3348873974742861,0.32499897776865894,0.19875776789193858,-0.05799021676103011,0.7993509772288747,94.85628149577225,120.87142857142855,NE,NE
Rv0367c,-,hypothetical protein Rv0367c ,2,0,True,0.5094924634878597,0.5098691841791475,0.4623631400822805,0.3424149166981407,-0.04712932340557918,0.9622285426260913,67.10206975713407,128.05,NE,NE
Rv0368c,-,hypothetical protein Rv0368c ,18,0,True,0.13083584213050115,0.620361089084632,0.21724504200207906,0.16720729800035575,0.08640919987157791,0.22060097799957798,88.61359630005636,119.28333333333333,NE,NE
Rv0369c,-,POSSIBLE MEMBRANE OXIDOREDUCTASE ,7,1,True,-0.475281359139816,0.2131452862243119,-0.21080315036042885,0.422839411142215,0.26447820877938716,0.1663928615917793,16.250789901419147,28.74285714285714,NE,NE
Rv0370c,-,POSSIBLE OXIDOREDUCTASE ,21,2,True,-0.49845259244018864,0.012496495255831585,-0.5711226597243448,7.810838601708604e-06,-0.0726700672841562,0.22961951025069974,23.59183147944148,27.542857142857148,GD,NE
Rv0371c,-,hypothetical protein Rv0371c ,7,0,True,-0.7773238584610933,0.027306046891823282,-0.5383157793765558,0.023436383669578047,0.23900807908453747,0.21190120331256643,10.723492564686612,11.528571428571428,GD,NE
Rv0372c,-,hypothetical protein Rv0372c ,6,1,True,-0.5602303728901503,0.1680740604451392,-0.3697510999543332,0.1746456495493507,0.19047927293581712,0.42384899372372514,18.138322528302755,29.3,NE,NE
Rv0373c,-,PROBABLE CARBON MONOXYDE DEHYDROGENASE (LARGE CHAIN) ,39,4,True,-0.24628713367165347,0.11438492605732618,-0.42979376992568574,4.227540852541858e-06,-0.18350663625403227,7.034927479264385e-10,46.73392328911479,51.07692307692307,GD,NE
Rv0374c,-,PROBABLE CARBON MONOXYDE DEHYDROGENASE (SMALL CHAIN) ,6,0,True,-0.3265656981186067,0.4589238678470014,-0.22520391597909187,0.42662478557800726,0.10136178213951483,0.6983070562379018,24.998928089164963,34.666666666666664,NE,NE
Rv0375c,-,PROBABLE CARBON MONOXYDE DEHYDROGENASE (MEDIUM CHAIN) ,8,1,True,-0.44484802392257505,0.21300762144549432,-0.4110837401108475,0.07083118747757103,0.03376428381172758,0.8704862143339466,29.754615860525124,40.574999999999996,NE,NE
Rv0376c,-,hypothetical protein Rv0376c ,21,2,True,-0.16145475634196013,0.4990334227957236,0.11408468287957822,0.45304437045858553,0.27553943922153834,2.8492489176024095e-06,52.723812722927505,95.4095238095238,NE,NE
Rv0377,-,PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY LYSR-FAMILY) ,10,0,True,-0.19758125944302715,0.5723101402663777,-0.22037440700807817,0.31091219160115235,-0.02279314756505102,0.8950386755162761,70.25649408769529,66.5,NE,NE
Rv0378,-,CONSERVED HYPOTHETICAL GLYCINE RICH PROTEIN ,3,1,True,-0.7344339415049534,0.2069551216945505,-0.09129014045682285,0.8415682644427636,0.6431438010481306,0.23038900348916025,22.536560270954585,38.03333333333333,NE,Uncertain
Rv0379,secE2,POSSIBLE PROTEIN TRANSPORT PROTEIN SECE2 ,4,0,True,0.14504504162689533,0.8024238778470749,0.07550427675362474,0.8472371515632233,-0.06954076487327059,0.8703160985385882,76.9123263192447,87.22500000000001,NE,NE
Rv0380c,-,POSSIBLE RNA METHYLTRANSFERASE (RNA METHYLASE) ,11,0,True,-0.24724651291432748,0.44643489164846206,0.13814812287484463,0.5178783000380173,0.3853946357891721,0.0011646855200605226,16.391347303020034,33.82727272727273,NE,NE
Rv0381c,-,hypothetical protein Rv0381c ,17,2,True,0.08796784079162977,0.7560472807486127,0.13946719141876532,0.40510772691361996,0.05149935062713555,0.5414866980678885,104.1452636405412,152.76470588235293,NE,NE
Rv0382c,pyrE,orotate phosphoribosyltransferase ,13,11,False,,,,,,,,"Series([], Name: Count, dtype: float64)",ES/ESD,ES
Rv0383c,-,POSSIBLE CONSERVED SECRETED PROTEIN ,9,7,False,,,,,,,,"Series([], Name: Count, dtype: float64)",ES/ESD,GD
Rv0384c,clpB,PROBABLE ENDOPEPTIDASE ATP BINDING PROTEIN (CHAIN B) CLPB (CLPB PROTEIN) (HEAT SHOCK PROTEIN F84.1) ,25,5,True,-1.2092033424649933,3.220969410791687e-14,-1.026266352635226,1.7130683154920178e-20,0.18293698982976725,8.10736847402801e-05,7.394557394155522,3.836,GD,GD
Rv0385,-,hypothetical protein Rv0385 ,20,0,True,0.5634762861204055,0.0047951601077949645,0.4785522800113263,0.00035416165051181236,-0.08492400610907913,0.175289298375935,215.71784172834782,252.60499999999996,GA,GA
Rv0386,-,PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY LUXR/UHPA-FAMILY) ,44,0,True,0.18084506508888853,0.23915236824823852,0.24044789102535638,0.010306292049520644,0.059602825936467846,0.02197056538625751,88.63490742657262,129.23863636363637,GA,NE
Rv0387c,-,hypothetical protein Rv0387c ,15,0,True,0.3229996144897423,0.21580986263677795,0.40621045232949693,0.011494978659680001,0.08321083783975464,0.3488610175530862,115.67042385994141,151.94000000000003,GA,NE
Rv0388c,PPE9,PPE FAMILY PROTEIN ,10,0,True,0.26660842650191263,0.43072561746309707,0.2183658026684253,0.3154658772612692,-0.04824262383348732,0.7604947839336095,117.34570342279885,111.35999999999999,NE,NE
Rv0389,purT,phosphoribosylglycinamide formyltransferase 2 ,9,1,True,0.3204316712964369,0.36338137710983254,0.3983432502836891,0.06238465921649101,0.0779115789872522,0.6416691655795812,106.1633844182577,146.54444444444442,NE,NE
Rv0390,-,hypothetical protein Rv0390 ,8,0,True,0.1962525378224464,0.620361089084632,0.2715076386833471,0.2585812415072274,0.0752551008609007,0.6983070562379018,122.6732577258081,118.05,NE,NE
Rv0391,metZ,O-succinylhomoserine sulfhydrylase ,21,5,True,-0.45225935081540947,0.025997468213389576,-0.3969830531860436,0.002936470968197328,0.05527629762936587,0.3860838383069031,59.18206538733123,66.9857142857143,GD,NE
Rv0392c,ndhA,PROBABLE MEMBRANE NADH DEHYDROGENASE NDHA ,17,0,True,0.02510667364658163,0.9349471579682999,0.0877693285638476,0.6164183488818191,0.06266265491726597,0.4364744524603904,66.87567515608978,88.82941176470588,NE,NE
Rv0393,-,CONSERVED 13E12 REPEAT FAMILY PROTEIN ,10,1,True,0.24557911298993776,0.4730107003557398,0.11921171736828987,0.5999639450722314,-0.1263673956216479,0.3500061512328437,198.52324182009573,195.26999999999998,NE,NE
Rv0394c,-,POSSIBLE SECRETED PROTEIN ,9,0,True,0.3469376342319042,0.3212450258351309,0.35737468461433924,0.10025970035066979,0.010437050382435031,0.9594693633782991,109.13448658591392,126.0111111111111,NE,NE
Rv0395,-,hypothetical protein Rv0395 ,8,0,True,0.3678828324942931,0.3212450258351309,0.1794167138537677,0.46694404059895517,-0.1884661186405254,0.2592416885989292,101.86208396341618,117.95,NE,NE
Rv0396,-,hypothetical protein Rv0396 ,6,0,True,-0.15999219494385106,0.7365193708485273,0.174722262042547,0.5494163494176986,0.33471445698639807,0.13952421344400961,56.91415161227104,74.51666666666667,NE,NE
Rv0397,-,CONSERVED 13E12 REPEAT FAMILY PROTEIN ,4,0,True,0.22521380616218023,0.696172734314432,-0.0072323253831782655,0.9861344387266812,-0.2324461315453585,0.5444797646498263,75.4514959277279,125.77499999999999,NE,NE
Rv0398c,-,POSSIBLE SECRETED PROTEIN ,6,0,True,-0.0180544503543267,0.9713135268804813,0.17102458923830402,0.5580542840593904,0.18907903959263073,0.42750818476876623,48.71806642933299,51.65,NE,NE
Rv0399c,lpqK,POSSIBLE CONSERVED LIPOPROTEIN LPQK ,25,2,True,-0.3179843831978337,0.1008545096613591,-0.5285512333634744,6.238336747614059e-06,-0.21056685016564075,8.679537851398045e-06,61.79710348651644,55.288000000000004,GD,NE
Rv0400c,fadE7,ACYL-CoA DEHYDROGENASE FADE7 ,11,1,True,-0.46182001855344573,0.11598890311290984,-0.23527896065024098,0.24972880564454167,0.22654105790320475,0.04585492767175013,21.01270828272885,46.08181818181818,NE,NE
Rv0401,-,PROBABLE CONSERVED TRANSMEMBRANE PROTEIN ,3,0,True,-0.46156279352341845,0.45912556030932916,-0.06067055589665987,0.8939158935912698,0.4008922376267586,0.44500366235015293,24.543759787067813,47.86666666666667,NE,NE
Rv0402c,mmpL1,PROBABLE CONSERVED TRANSMEMBRANE TRANSPORT PROTEIN MMPL1 ,56,0,True,0.15912998937614245,0.24296654535487514,-0.009455404671364225,0.9301347586630564,-0.16858539404750666,0.0,133.96653217955995,124.1267857142857,NE,NE
Rv0403c,mmpS1,PROBABLE CONSERVED MEMBRANE PROTEIN MMPS1 ,7,0,True,0.16873574419061801,0.6984906039517929,0.04375660431905529,0.8852440688704009,-0.12497913987156273,0.5529665994158409,58.68360792118495,104.89999999999999,NE,NE
Rv0404,fadD30,acyl-CoA synthetase ,87,15,True,-0.683891895615709,1.0195842514023487e-15,-0.7504378002017849,1.6953549333969247e-37,-0.0665459045860759,4.6560276667869746e-08,27.815400576791703,31.231034482758613,GD,NE
Rv0405,pks6,PROBABLE MEMBRANE BOUND POLYKETIDE SYNTHASE PKS6 ,121,29,True,-0.6561179473294703,3.3228878230939387e-19,-0.7099341932449061,2.6023815725141237e-44,-0.05381624591543588,3.094844749704442e-09,49.003665493569336,56.66434782608696,GD,ESD
Rv0406c,-,BETA LACTAMASE LIKE PROTEIN ,15,1,True,-0.019674849422728385,0.9546024909746383,-0.1493826859177381,0.40228678233046355,-0.12970783649500972,0.11647254766885587,99.26188559922603,95.66666666666666,NE,NE
Rv0407,fgd1,PROBABLE F420-DEPENDENT GLUCOSE-6-PHOSPHATE DEHYDROGENASE FGD1 ,20,0,True,0.26632532954495614,0.24263326606611363,0.09065131674873905,0.5714130195380555,-0.17567401279621708,0.0027642182760798275,96.79874145999648,101.105,NE,NE
Rv0408,pta,phosphate acetyltransferase ,43,1,True,-0.19261007228983837,0.2118865873292143,-0.3075346782705783,0.000831325540641548,-0.11492460598073992,8.546153563901427e-06,58.01808826248648,60.383720930232556,GD,NE
Rv0409,ackA,acetate kinase ,17,0,True,-0.09926734425896325,0.7250960091928976,-0.16713167719731414,0.3164928069017377,-0.0678643329383509,0.3923684070547986,76.11996548319878,87.05294117647058,NE,NE
Rv0410c,pknG,SERINE/THREONINE-PROTEIN KINASE PKNG (PROTEIN KINASE G) (STPK G) ,32,1,True,-0.2587682387317492,0.13737150733001713,-0.2804982560351601,0.010742131682803701,-0.021730017303410898,0.6371526568742326,36.05223717243989,37.8375,GD,NE
Rv0411c,glnH,PROBABLE GLUTAMINE-BINDING LIPOPROTEIN GLNH (GLNBP) ,9,0,True,-0.08411694315912915,0.8289054448758055,-0.09329992169727175,0.7041194245385318,-0.009182978538142594,0.9626057711955756,35.872619501158994,52.077777777777776,NE,NE
Rv0412c,-,POSSIBLE CONSERVED MEMBRANE PROTEIN ,23,1,True,-0.13345235649701656,0.5622106629211202,-0.06500673771236568,0.6709178441690473,0.06844561878465089,0.21123453276861517,36.070831973710945,48.19999999999999,NE,NE
Rv0413,mutT3,"POSSIBLE MUTATOR PROTEIN MUTT3 (7,8-DIHYDRO-8-OXOGUANINE-TRIPHOSPHATASE) (8-OXO-DGTPASE) (DGTP PYROPHOSPHOHYDROLASE) ",7,0,True,0.4617678641480194,0.2285161000701069,0.3289885749446632,0.19265630357961017,-0.1327792892033562,0.5265471400385139,196.70366160980015,170.55714285714285,NE,NE
Rv0414c,thiE,thiamine-phosphate pyrophosphorylase ,10,9,False,,,,,,,,"Series([], Name: Count, dtype: float64)",ES/ESD,ES
Rv0415,thiO,POSSIBLE THIAMINE BIOSYNTHESIS OXIDOREDUCTASE THIO ,12,11,False,,,,,,,,"Series([], Name: Count, dtype: float64)",ES/ESD,ES
Rv0416,thiS,sulfur carrier protein ThiS ,4,4,False,,,,,,,,"Series([], Name: Count, dtype: float64)",ES/ESD,ES
Rv0417,thiG,thiazole synthase ,16,14,False,,,,,,,,"Series([], Name: Count, dtype: float64)",ES/ESD,ES
Rv0418,lpqL,PROBABLE LIPOPROTEIN AMINOPEPTIDASE LPQL ,28,2,True,-0.17457364168576434,0.3844547134710099,-0.17756508906514293,0.15885415387433627,-0.0029914473793785923,0.9622285426260913,33.79463787911006,49.61785714285714,NE,NE
Rv0419,lpqM,POSSIBLE LIPOPROTEIN PEPTIDASE LPQM ,20,1,True,0.16152109077310353,0.5092341345402756,0.1208790635140915,0.4363257820043475,-0.04064202725901203,0.57410374195957,111.87618886846232,112.95,NE,NE
Rv0420c,-,POSSIBLE TRANSMEMBRANE PROTEIN ,10,0,True,0.26145123849712826,0.4417072938388979,0.10728317371316214,0.6405133089110666,-0.1541680647839661,0.23869174250543815,115.05118528435423,154.63,NE,NE
Rv0421c,-,hypothetical protein Rv0421c ,10,1,True,-0.49544490363584126,0.10665704727405174,-0.15845339343597672,0.4734955496541719,0.3369915101998645,0.00865788565918922,18.85171680325918,47.38,NE,NE
Rv0422c,thiD,phosphomethylpyrimidine kinase ,14,13,False,,,,,,,,"Series([], Name: Count, dtype: float64)",ES/ESD,GD
Rv0423c,thiC,thiamine biosynthesis protein ThiC ,22,20,False,,,,,,,,"Series([], Name: Count, dtype: float64)",ES/ESD,ES
Rv0424c,-,hypothetical protein Rv0424c ,9,0,True,0.4361421751258108,0.1940280644135777,0.36406272024780556,0.09298398914195603,-0.07207945487800527,0.6721692456334328,149.329115382219,211.95555555555558,NE,NE
Rv0425c,ctpH,POSSIBLE METAL CATION TRANSPORTING P-TYPE ATPASE CTPH ,39,1,True,-0.05787516301524998,0.756495255074292,0.18740657113916068,0.06886560649233824,0.24528173415441065,2.5179858198498552e-14,53.845029434146454,83.18461538461537,NE,NE
Rv0426c,-,POSSIBLE TRANSMEMBRANE PROTEIN ,3,0,True,0.7451085810555526,0.20062001755215267,0.24746234926521085,0.5494163494176986,-0.49764623179034173,0.3437838144156371,150.17542758694086,226.4333333333333,NE,NE
Rv0427c,xthA,PROBABLE EXODEOXYRIBONUCLEASE III PROTEIN XTHA (EXONUCLEASE III) (EXO III) (AP ENDONUCLEASE VI) ,14,1,True,0.06139382427448174,0.8431696644973213,-0.23233720921495093,0.19324987804834795,-0.2937310334894327,0.0009649242597065899,116.90871967101563,86.22857142857144,NE,NE
Rv0428c,-,hypothetical protein Rv0428c ,17,2,True,-0.13569982609743111,0.6175173180198056,0.16460377253386294,0.323658963485309,0.3003035986312941,4.265954101867475e-05,47.37200265405158,84.02941176470588,NE,NE
