#Command: python3 Fitness_Esimation.py H37RvBD1_TTN.csv H37RvBD1_hmm_np.csv H37RvBD1.pickle H37RvBD1.prot_table H37RvBD1_Gumbel_predictions.txt
#Gumbel/Bernoulli Calls: Calls from the Gumbel Analysis. Genes found to be significant through Bernoulli when all sites have 0 insertions are labeled EB
#Significant size n for genes lacking insertion: 1.616911723671773
#HMM States: HMM+NP model trained on data
#Gene+TTN States: Genes labeled E by the Gumbel are determined to be ES and those labeled EB by Gumbel are determined to be ESB
#Gene+TTN Summary: 315ES 54ESB 731GD 1036GA 1845NE
ORF ID,Name,Description,Total # TA Sites,#Sites with insertions,Used in Models,Gene (M0) Coef,Gene (M0) Adj Pval,Gene+TTN (M1) Coef,Gene+TTN (M1) Adj Pval,Coef Diff (M1-M0),Coef Diff Adj Pval,Mean STLM Predicted Count,Mean Actual Count,Gene+TTN States,HMM+NP States,Gumbel Call
Rv0879c,-,POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN ,4,3,True,-0.30137431014440685,0.5205983267307329,-0.2554508292637704,0.3886754425942506,0.04592348088063647,0.9101115560377993,112.54207639217438,45.65,NE,NE,NE
Rv0880,-,POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY MARR-FAMILY) ,1,1,True,0.08716981632014048,0.9328244864487705,-0.18756324718238246,0.7663393231378496,-0.2747330635025229,,132.1294775143712,39.3,NE,Uncertain,S
Rv0881,-,POSSIBLE RRNA METHYLTRANSFERASE (RRNA METHYLASE) ,15,15,True,0.02568699904797864,0.9240880814199431,0.16577392011829442,0.2714075830086868,0.14008692107031578,0.06709956564760713,44.883053142488215,71.20000000000002,NE,NE,NE
Rv0882,-,PROBABLE TRANSMEMBRANE PROTEIN ,1,1,True,0.4026865794587066,0.6755937365966991,0.35840956332763807,0.5583234306878422,-0.04427701613106855,,16.562436206453015,81.8,NE,NE,S
Rv0883c,-,hypothetical protein Rv0883c ,7,2,False,,,,,,,,1.0714285714285714,ES,ES,E
Rv0884c,serC,phosphoserine aminotransferase ,13,2,False,,,,,,,,14.746153846153845,ES,ES,E
Rv0885,-,hypothetical protein Rv0885 ,15,13,True,-0.12198287746695015,0.6198983161869965,-0.05430226019374227,0.7426000226368539,0.06768061727320787,0.4293462504358645,51.02511617483845,74.54666666666665,NE,NE,NE
Rv0886,fprB,PROBABLE NADPH:ADRENODOXIN OXIDOREDUCTASE FPRB (ADRENODOXIN REDUCTASE) (AR) (FERREDOXIN-NADP(+) REDUCTASE) ,25,24,True,-0.05705734437589254,0.7719345094926471,-0.12348165688469981,0.29187707597721535,-0.06642431250880726,0.15091333411081495,62.89779369246857,82.88,NE,NE,NE
Rv0887c,-,hypothetical protein Rv0887c ,5,5,True,0.05252816479483817,0.9103340039131241,0.021061399565503316,0.9446406742563539,-0.03146676522933485,0.9238794097927401,41.48524820931415,44.839999999999996,NE,NE,NE
Rv0888,-,PROBABLE EXPORTED PROTEIN ,31,29,True,0.25221952798359826,0.10961523140413745,0.128200707728386,0.216502587944127,-0.12401882025521227,0.00032563436293348876,235.3947694458594,184.1903225806452,NE,NE,NE
Rv0889c,citA,citrate synthase 2 ,12,11,True,0.111710304483874,0.6893390157345073,0.16901278864396077,0.31810956116714195,0.057302484160086764,0.6216046829966687,66.10743964758315,78.98333333333333,NE,NE,NE
Rv0890c,-,PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY LUXR-FAMILY) ,48,47,True,0.36331117568388843,0.002028329238676229,0.358144387351157,3.1820228335513955e-06,-0.005166788332731431,0.8677187802787,131.1590924923262,165.09375,GA,NE,NE
Rv0891c,-,POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN ,25,25,True,0.2556367538553351,0.1480565000662895,-0.06624097100568574,0.5929233274301856,-0.32187772486102084,9.94704318912909e-11,119.60810249456314,99.81599999999999,NE,NE,U
Rv0892,-,PROBABLE MONOOXYGENASE ,42,38,True,-0.47330218295140014,0.00011080838221183926,-0.5775931319461793,3.7173848988230675e-13,-0.1042909489947792,2.9193428915463476e-05,26.233673951773486,28.561904761904763,GD,NE,NE
Rv0893c,-,hypothetical protein Rv0893c ,25,21,True,-0.6912510155750585,9.152001937159056e-06,-0.7121612870539312,5.1926655773102324e-12,-0.0209102714788727,0.7152142220675927,13.25287593041935,15.088000000000001,GD,NE,NE
Rv0894,-,POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY LUXR-FAMILY) ,18,13,True,-0.6294380493350261,0.0009451276850968548,-0.48863933030902035,0.00012578460765932232,0.14079871902600577,0.02410927388258896,28.284553594319757,32.03333333333333,GD,NE,NE
Rv0895,-,hypothetical protein Rv0895 ,29,28,True,0.18019431650588916,0.2810226544152856,0.24556821968024264,0.017530182328093672,0.06537390317435349,0.09133632183278254,67.34279286664773,93.20344827586209,GA,NE,NE
Rv0896,gltA,type II citrate synthase ,29,12,True,-1.6423874599765735,1.9897924330070537e-34,-1.6469065078610208,8.940616789222366e-71,-0.004519047884447236,0.933232353799948,2.484504853987177,0.4482758620689655,GD,GD,NE
Rv0897c,-,PROBABLE OXIDOREDUCTASE ,20,18,True,-0.14277219527527074,0.4936571270589577,-0.11196522257995359,0.39915991708655435,0.030806972695317153,0.6644463141371384,30.314291676154635,43.965,NE,NE,NE
Rv0898c,-,hypothetical protein Rv0898c ,2,2,True,0.27976879880672645,0.6817181932160963,0.38090928368231897,0.36102101322444957,0.10114048487559252,0.9088468503327121,29.72463634723764,77.95,NE,Uncertain,S
Rv0899,ompA,OUTER MEMBRANE PROTEIN A OMPA ,20,18,True,-0.31614348268183373,0.10747614114358119,-0.11473256031029128,0.3872387225903998,0.20141092237154246,0.00033019648896574685,28.052241524495646,43.980000000000004,NE,NE,NE
Rv0900,-,POSSIBLE MEMBRANE PROTEIN ,2,2,True,0.06090532984900418,0.9330547733508262,0.005106537362357724,0.9920841615406801,-0.05579879248664646,0.9511244824594294,63.73069963542884,52.050000000000004,NE,NE,S
Rv0901,-,POSSIBLE CONSERVED EXPORTED OR MEMBRANE PROTEIN ,9,9,True,0.16398824621603428,0.6064008084422128,-0.0019288688115351304,0.9938950956273941,-0.1659171150275694,0.22501513789962957,86.962258139154,94.46666666666667,NE,NE,NE
Rv0902c,prrB,TWO COMPONENT SENSOR HISTIDINE KINASE PRRB ,15,4,False,,,,,,,,19.146666666666665,ES,ES,E
Rv0903c,prrA,TWO COMPONENT RESPONSE TRANSCRIPTIONAL REGULATORY PROTEIN PRRA ,10,3,True,-1.542734901350137,7.647057315223013e-11,-1.57647164994217,7.014323049700889e-23,-0.03373674859203302,0.8229084282146765,16.57487986588814,9.18,GD,ES,NE
Rv0904c,accD3,PUTATIVE ACETYL-COENZYME A CARBOXYLASE CARBOXYL TRANSFERASE (SUBUNIT BETA) ACCD3 (ACCASE BETA CHAIN) ,25,23,True,-0.31947982717937284,0.06355820789971159,-0.1664452598555974,0.14499619711283457,0.15303456732377543,0.0004510889255773786,47.92245443669869,31.248,NE,NE,NE
Rv0905,echA6,enoyl-CoA hydratase ,10,10,True,-0.024471737518438407,0.9405039153528812,0.21619803581358682,0.2384771772794324,0.24066977333202522,0.042724262005219435,76.61887074860009,52.3,NE,NE,NE
Rv0906,-,hypothetical protein Rv0906 ,16,14,True,-0.1469141208455293,0.5308518588579378,0.0854077417094027,0.5780469909622498,0.23232186255493198,0.0011720571351800074,31.765220118650376,63.64375,NE,NE,NE
Rv0907,-,hypothetical protein Rv0907 ,40,39,True,-0.22330795322819966,0.10797578124284259,-0.26455934506367507,0.002292187722220825,-0.04125139183547541,0.14942662630805462,37.17329950067321,48.325,GD,NE,NE
Rv0908,ctpE,PROBABLE METAL CATION TRANSPORTER ATPASE P-TYPE CTPE ,31,28,True,-0.10321354201081716,0.5407478365734563,-0.1344453959001967,0.19285215979455703,-0.031231853889379532,0.44863078605594564,61.584431304360926,75.06774193548387,NE,NE,NE
Rv0909,-,hypothetical protein Rv0909 ,3,3,True,0.6436015805312999,0.2125482501088418,0.3003531228236618,0.3805800307708555,-0.3432484577076381,0.48732340084804093,132.80700256539163,225.63333333333335,NE,NE,S
Rv0910,-,hypothetical protein Rv0910 ,7,6,True,-0.08747123548955155,0.8184159045789051,-0.006292666856294105,0.9805322908461037,0.08117856863325744,0.6974725803292084,71.5037464833891,54.64285714285715,NE,NE,NE
Rv0911,-,hypothetical protein Rv0911 ,16,16,True,0.12096895771621329,0.6115107947822258,0.01107726395176827,0.9482558495913801,-0.10989169376444502,0.13084507874798523,61.150740392007066,68.65,NE,NE,NE
Rv0912,-,PROBABLE CONSERVED TRANSMEMBRANE PROTEIN ,5,5,True,0.31065555395944916,0.4548434650518269,0.0531305666379403,0.8548996026923079,-0.25752498732150886,0.32887753101361605,72.51494295947863,86.58,NE,NE,S
Rv0913c,-,POSSIBLE DIOXYGENASE ,41,34,True,-0.5865054941194815,1.128255001257705e-06,-0.6866990280289281,6.322985367831047e-18,-0.10019353390944663,8.88395593020733e-05,26.12454006913649,28.602439024390247,GD,NE,NE
Rv0914c,-,acetyl-CoA acetyltransferase ,16,16,True,0.18339545545642214,0.4271409779683226,0.1530770512903287,0.29613243282904295,-0.030318404166093438,0.7363781979881101,69.91412089870693,88.73124999999999,NE,NE,NE
Rv0915c,PPE14,PPE FAMILY PROTEIN ,20,20,True,0.1957374600170236,0.33470122305254596,0.18500771967691104,0.14777228323325498,-0.010729740340112565,0.8893014142796756,96.16479234348665,119.85000000000002,NE,NE,NE
Rv0916c,PE7,PE FAMILY PROTEIN ,6,6,True,-0.06220073463731626,0.8821462965706749,0.19001368980000657,0.43518935962990946,0.25221442443732284,0.23604455054891044,30.03830486229224,66.11666666666667,NE,NE,NE
Rv0917,betP,POSSIBLE GLYCINE BETAINE TRANSPORT INTEGRAL MEMBRANE PROTEIN BETP ,43,40,True,0.2977802143074185,0.020531416035406064,0.18326234275217218,0.03269137167428348,-0.11451787155524634,2.969790923554149e-06,120.12176890353135,132.17906976744186,GA,NE,NE
Rv0918,-,hypothetical protein Rv0918 ,8,8,True,0.23192073043040584,0.4803480663791822,0.3216194445821888,0.11015878092420661,0.08969871415178293,0.6055430705744804,39.53659469493955,72.0375,NE,NE,NE
Rv0919,-,hypothetical protein Rv0919 ,10,10,True,0.5175838324775129,0.05649318267479395,0.32520586027901005,0.06863487106688532,-0.1923779721985029,0.1064954034974519,163.2580028923424,186.57999999999998,NE,NE,NE
Rv0920c,-,PROBABLE TRANSPOSASE ,22,21,True,0.009003021582899217,0.9683635987548305,-0.01806779593412411,0.8991668542016708,-0.027070817517023324,0.6755950283179633,54.49985011780998,62.92272727272726,NE,NE,NE
Rv0921,-,POSSIBLE RESOLVASE ,7,7,True,0.35336636449865505,0.29920267835957903,0.4063010898441517,0.05660672458926649,0.05293472534549665,0.8028533503548463,120.86626108356094,171.21428571428572,NE,NE,NE
Rv0922,-,POSSIBLE TRANSPOSASE ,18,18,True,0.5373561798916724,0.005798879410581873,0.4584740848351987,0.00033829852339406616,-0.0788820950564737,0.23439239187536626,142.37882783632028,188.35555555555555,GA,NE,NE
Rv0923c,-,hypothetical protein Rv0923c ,22,20,True,0.18253195060569616,0.3451564287735577,0.27231170653415515,0.022255677652976782,0.08977975592845899,0.07999508328274928,72.90073113519871,109.58181818181819,GA,NE,NE
Rv0924c,mntH,manganese transport protein MntH ,20,20,True,0.2509545739976506,0.20937049476664843,0.2120621094237517,0.09513045260781755,-0.03889246457389889,0.5637495163663574,75.63658561839232,92.53499999999998,NE,NE,U
Rv0925c,-,hypothetical protein Rv0925c ,17,15,True,-0.03062883783009377,0.9015230327547796,0.0179373586659413,0.9116927109764936,0.048566196496035066,0.5373407101105936,74.01453818348806,95.0294117647059,NE,NE,NE
Rv0926c,-,hypothetical protein Rv0926c ,21,20,True,0.09166587724655445,0.6604060337049192,0.022920007090463417,0.8735066086458334,-0.06874587015609103,0.2239892441947469,86.77770557891347,79.26190476190477,NE,NE,NE
Rv0927c,-,short chain dehydrogenase ,6,6,True,0.24562965280228904,0.521493379885043,0.07754492414989214,0.7638236622589619,-0.1680847286523969,0.4526907490695535,76.64241640241336,91.28333333333335,NE,NE,NE
Rv0928,pstS3,PERIPLASMIC PHOSPHATE-BINDING LIPOPROTEIN PSTS3 (PBP-3) (PSTS3) (PHOS1) ,22,22,True,0.3298564797518296,0.07403543258039533,0.3303822038378336,0.0050398614962726155,0.0005257240860040424,0.9937274214998165,104.83028634364715,137.0681818181818,GA,NE,U
Rv0929,pstC2,PHOSPHATE-TRANSPORT INTEGRAL MEMBRANE ABC TRANSPORTER PSTC2 ,17,17,True,0.25878121920330643,0.23446043859677507,0.3056499717663543,0.024178184204523265,0.046868752563047844,0.5534280234411557,80.3949974167515,111.64117647058822,GA,NE,NE
Rv0930,pstA1,PROBABLE PHOSPHATE-TRANSPORT INTEGRAL MEMBRANE ABC TRANSPORTER PSTA1 ,16,15,True,0.41373262497716234,0.05340486857406119,0.3258515222386846,0.019345403423695496,-0.08788110273847777,0.24104413093151586,125.84863872605263,155.875,GA,NE,NE
Rv0931c,pknD,TRANSMEMBRANE SERINE/THREONINE-PROTEIN KINASE D PKND (PROTEIN KINASE D) (STPK D) ,46,46,True,0.6019009331381069,8.944454380457835e-08,0.3998326846117142,2.7824785125378286e-07,-0.2020682485263927,0.0,293.2514683414935,269.3608695652174,GA,GA,U
Rv0932c,pstS2,PERIPLASMIC PHOSPHATE-BINDING LIPOPROTEIN PSTS2 (PBP-2) (PSTS2) ,25,25,True,0.5179596203681042,0.0014132692573998562,0.4161651917963368,0.00011944653266848614,-0.10179442857176735,0.02081837229383043,153.9022099187376,166.08399999999997,GA,NE,U
Rv0933,pstB,PHOSPHATE-TRANSPORT ATP-BINDING PROTEIN ABC TRANSPORTER PSTB ,12,12,True,0.18069597010861382,0.5025662630304143,0.2837611240871234,0.08243096052615959,0.10306515397850957,0.3179877224866039,80.39644175506974,73.075,NE,NE,NE
Rv0934,pstS1,PERIPLASMIC PHOSPHATE-BINDING LIPOPROTEIN PSTS1 (PBP-1) (PSTS1) ,22,21,True,0.43340490150556704,0.015098256392209096,0.3522195153758273,0.002594761219667733,-0.08118538612973974,0.11948179135792115,130.59945436979552,150.72272727272727,GA,NE,NE
Rv0935,pstC1,PHOSPHATE-TRANSPORT INTEGRAL MEMBRANE ABC TRANSPORTER PSTC1 ,12,11,True,0.40916989060210573,0.10647242648163471,0.23376607968377794,0.15671407547757796,-0.1754038109183278,0.07091887927353126,120.24316494159906,156.20833333333331,NE,NE,NE
Rv0936,pstA2,PHOSPHATE-TRANSPORT INTEGRAL MEMBRANE ABC TRANSPORTER PSTA2 ,20,20,True,0.044539136067543936,0.8432948136797545,0.15386049871726998,0.23431127517470354,0.10932136264972604,0.05147760480820517,49.61810570560761,70.915,NE,NE,U
Rv0937c,-,hypothetical protein Rv0937c ,12,10,True,-0.4787821762045688,0.05290229588206919,-0.5176320750933124,0.0010098722901255954,-0.03884989888874363,0.7486138222219938,38.065858653814885,33.38333333333333,GD,NE,NE
Rv0938,-,ATP-dependent DNA ligase ,43,33,True,-0.5877509115844978,5.372683792990557e-07,-0.46741161487024707,4.505695533145869e-09,0.1203392967142507,9.93914596668476e-07,35.25710980421613,45.48837209302325,GD,NE,NE
Rv0939,-,"POSSIBLE BIFUNCTIONAL ENZYME: 2-HYDROXYHEPTA-2,4-DIENE-1,7-DIOATE ISOMERASE (HHDD ISOMERASE) + CYCLASE/DEHYDRASE ",32,30,True,-0.23193717197400165,0.13722436301011987,-0.16877036109205595,0.0927479602358278,0.0631668108819457,0.06882899112411726,33.28165535846726,39.26875,NE,NE,NE
Rv0940c,-,POSSIBLE OXIDOREDUCTASE ,16,14,True,-0.2027167098011715,0.37432471815389723,-0.23673286018516906,0.09550860951077633,-0.03401615038399755,0.7050993321598081,31.58006480425859,46.63125,NE,NE,NE
Rv0941c,-,hypothetical protein Rv0941c ,9,9,True,0.36726594371647386,0.21816133925577755,0.26561099119011516,0.16399890029701472,-0.1016549525263587,0.49359410510302265,87.98049813373324,108.39999999999999,NE,NE,NE
Rv0942,-,hypothetical protein Rv0942 ,8,8,True,0.3677038932430538,0.2464224103607369,0.2392444385648753,0.2432026232750071,-0.12845945467817851,0.4337627077304576,88.93498524890994,101.075,NE,NE,NE
Rv0943c,-,PROBABLE MONOOXYGENASE ,17,17,True,0.34136431063738176,0.10861443764798456,0.29246421150705243,0.03141515773321003,-0.04890009913032933,0.534186648615329,102.81386607372986,117.31176470588235,GA,NE,NE
Rv0944,-,POSSIBLE FORMAMIDOPYRIMIDINE-DNA GLYCOSYLASE (FAPY-DNA GLYCOSYLASE) ,9,9,True,0.2895928511301962,0.3383908076163737,-0.015583264783920288,0.9449596186466075,-0.30517611591411653,0.023973525096208287,95.9412245350385,97.74444444444445,NE,NE,NE
Rv0945,-,short chain dehydrogenase ,9,6,True,-0.630976060113505,0.025110604397960555,-0.5191919455947126,0.004675161448417441,0.11178411451879244,0.441942178046753,11.671068657824362,21.58888888888889,GD,NE,NE
Rv0946c,pgi,glucose-6-phosphate isomerase ,20,18,True,-0.7483950653389008,1.911927432458574e-05,-0.8226463722136814,8.520618305657245e-13,-0.07425130687478065,0.20898281897213536,26.070156851928402,10.445,GD,GD,NE
Rv0948c,-,hypothetical protein Rv0948c ,7,2,True,-1.139613671049982,0.00014814373127751204,-1.126673710459538,1.2400994286505817e-08,0.01293996059044411,0.9564115652671475,37.65796056997253,32.57142857142857,GD,ES,U
Rv0949,uvrD1,PROBABLE ATP-DEPENDENT DNA HELICASE II UVRD1 ,45,41,True,-0.670792546751025,2.5990148849296134e-09,-0.642974086114662,2.829008021886842e-17,0.02781846063636295,0.29652791670890616,18.42071832572893,18.884444444444448,GD,NE,NE
Rv0950c,-,hypothetical protein Rv0950c ,21,20,True,0.24019855215597496,0.2186175427076433,0.2594400015235991,0.034267960253161485,0.01924144936762412,0.7820867439900385,78.34176121896738,121.11428571428571,GA,NE,NE
Rv0951,sucC,succinyl-CoA synthetase subunit beta ,16,2,False,,,,,,,,0.0625,ES,ES,E
Rv0952,sucD,succinyl-CoA synthetase subunit alpha ,12,2,False,,,,,,,,0.8000000000000002,ES,ES,E
Rv0953c,-,POSSIBLE OXIDOREDUCTASE ,14,14,True,0.329215288739738,0.16556527560318032,0.09736921946437446,0.5508057524157473,-0.23184606927536353,0.0048665552822785875,96.09360922484622,94.23571428571428,NE,NE,NE
Rv0954,-,PROBABLE CONSERVED TRANSMEMBRANE PROTEIN ,29,28,True,0.13596198129452514,0.42793931881612896,0.2331774429868622,0.024688447093119806,0.09721546169233705,0.009198393915354578,57.27805734132982,92.58620689655174,GA,NE,NE
Rv0955,-,PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN ,19,19,True,0.15463782856552566,0.46977723780300595,0.2909837839607083,0.02316841812312319,0.13634595539518263,0.020611084541110453,52.0833113743114,84.91052631578948,GA,NE,NE
Rv0956,purN,phosphoribosylglycinamide formyltransferase ,15,3,False,,,,,,,,4.739999999999999,ES,ES,E
Rv0957,purH,bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase ,24,5,True,-1.7448368917039965,3.3914835552059224e-32,-1.8027185918452344,3.6317080860789865e-70,-0.057881700141237946,0.24200616837177746,0.11321509807866376,0.125,GD,ES,U
Rv0958,-,POSSIBLE MAGNESIUM CHELATASE ,14,12,True,0.0439382804448614,0.8734970210862515,0.22586951308594186,0.13850538149688513,0.18193123264108046,0.026175406501633556,54.312740893087984,96.53571428571426,NE,NE,NE
Rv0959,-,hypothetical protein Rv0959 ,21,19,True,-0.2022662528354992,0.30447026901731583,-0.24580878553760457,0.04519119261845778,-0.04354253270210537,0.4828630297166323,34.286527855659564,48.83809523809524,GD,NE,NE
Rv0960,-,hypothetical protein Rv0960 ,7,7,True,0.0736402783317477,0.8473696549460845,0.062064518278777604,0.7976638711466232,-0.011575760052970098,0.9619365435167391,122.55590045809416,122.64285714285712,NE,NE,NE
Rv0961,-,PROBABLE INTEGRAL MEMBRANE PROTEIN ,7,6,True,0.071089283865126,0.8524303683307333,0.09265804085955055,0.7004849647397768,0.02156875699442455,0.9267755212063375,102.97354060640727,95.41428571428571,NE,NE,NE
Rv0962c,lprP,POSSIBLE LIPOPROTEIN LPRP ,15,15,True,0.4245214658061295,0.055202477984257536,0.3880466524654938,0.0064769464620457184,-0.03647481334063568,0.7037199058790347,127.82525602669183,162.14666666666665,GA,NE,NE
Rv0963c,-,hypothetical protein Rv0963c ,11,11,True,0.36591708040085297,0.1722182767056542,0.2750199714373577,0.10953869925186695,-0.09089710896349529,0.44176513265753364,133.0270112422588,146.84545454545454,NE,NE,NE
Rv0964c,-,hypothetical protein Rv0964c ,5,5,True,0.21057564917814944,0.6203118538969238,0.32059614984582846,0.21377150930827013,0.11002050066767902,0.711440997853072,57.69005844288275,88.84,NE,NE,NE
Rv0965c,-,hypothetical protein Rv0965c ,7,7,True,0.2230972992877642,0.5287712084887468,0.2300351972178506,0.2988448500673958,0.006937897930086395,0.9755493165615083,72.1732696435836,125.88571428571427,NE,NE,NE
Rv0966c,-,hypothetical protein Rv0966c ,10,10,True,0.3734146245568127,0.1845699827977153,0.4324778047594192,0.013814406435461968,0.059063180202606536,0.6822616036761421,62.63030262754959,91.06,GA,NE,NE
Rv0967,-,hypothetical protein Rv0967 ,1,1,True,0.9517762916804139,0.290405875927724,0.9209639202289881,0.10514089075463472,-0.03081237145142579,,93.57163717828651,290.9,NE,Uncertain,S
Rv0968,-,hypothetical protein Rv0968 ,6,6,True,0.5133093979625271,0.15529383846537229,0.5294094695815222,0.020062719346575032,0.016100071618995182,0.9527521380178936,132.88960045889579,214.08333333333334,GA,NE,NE
Rv0969,ctpV,PROBABLE METAL CATION TRANSPORTER P-TYPE ATPASE CTPV ,21,19,True,0.11850245572000705,0.5647603888177111,0.22897691073379792,0.06268968726313928,0.11047445501379087,0.037681549245788454,92.49192326974847,120.56666666666668,NE,NE,NE
Rv0970,-,PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN ,12,12,True,0.32779756585444697,0.2033612458139787,0.5908508086534856,0.00015416517958915786,0.26305324279903863,0.0072198496789545475,85.25721730564891,144.15,GA,NE,NE
Rv0971c,echA7,enoyl-CoA hydratase ,7,6,True,-0.17577014358085186,0.6234194716954684,-0.2513566034887344,0.25220542670235935,-0.07558645990788254,0.7176482790230653,51.38957112514787,51.3,NE,NE,NE
Rv0972c,fadE12,PROBABLE ACYL-CoA DEHYDROGENASE FADE12 ,18,15,True,-0.5144108590046547,0.008685875408950605,-0.674929523429641,5.002954784222163e-08,-0.1605186644249863,0.009803492798805283,22.82336347480171,20.17222222222222,GD,NE,NE
Rv0973c,accA2,PROBABLE ACETYL-/PROPIONYL-COENZYME A CARBOXYLASE ALPHA CHAIN (ALPHA SUBUNIT) ACCA2: BIOTIN CARBOXYLASE + BIOTIN CARBOXYL CARRIER PROTEIN (BCCP) ,25,21,True,-0.6442602656452566,4.279286299677497e-05,-0.6064095504790408,6.617531285243928e-09,0.037850715166215854,0.4624395597171655,11.214545716135254,19.387999999999998,GD,NE,NE
Rv0974c,accD2,PROBABLE ACETYL-/PROPIONYL-CoA CARBOXYLASE (BETA SUBUNIT) ACCD2 ,20,17,True,-0.7897172750322085,5.508229670293319e-06,-0.7909088471532196,7.204896635637846e-12,-0.0011915721210111752,0.9878520154724699,12.268982845923684,12.555000000000003,GD,NE,NE
Rv0975c,fadE13,PROBABLE ACYL-CoA DEHYDROGENASE FADE13 ,20,18,True,-0.10748983239546202,0.6139246197392749,-0.08788406509096114,0.5168221954697233,0.01960576730450088,0.7883970994005578,77.53643689237555,100.225,NE,NE,NE
Rv0976c,-,hypothetical protein Rv0976c ,20,19,True,-0.014735623024091364,0.9502632862583769,-0.038794500505038736,0.7848958868958013,-0.02405887748094737,0.7379528707638564,60.681516799692,71.30999999999999,NE,NE,NE
Rv0977,PE_PGRS16,PE-PGRS FAMILY PROTEIN ,32,31,True,0.22950574961004785,0.14175557874396782,0.34596290036302124,0.0003131601394615932,0.11645715075297339,0.00047684333851322013,222.31182721574095,244.15937499999998,GA,GA,NE
Rv0978c,PE_PGRS17,PE-PGRS FAMILY PROTEIN ,10,9,True,0.4502080507963834,0.10475191984639108,0.4257530779408698,0.015475169747565201,-0.024454972855513568,0.8723117375278314,183.33577018575988,250.8,GA,GA,NE
Rv0979c,-,hypothetical protein Rv0979c ,1,1,True,-1.1325020140419668,0.2044937320311387,-0.37921736476387663,0.5342748032578502,0.7532846492780902,,45.27705334864506,1.9,NE,GA,S
Rv0979A,rpmF,50S ribosomal protein L32 ,2,1,True,-1.6236376305617781,0.005431792017223291,-1.0833303187094496,0.005385951195044202,0.5403073118523285,0.5289610109955469,50.687746762555236,0.35,GD,Uncertain,S
Rv0980c,PE_PGRS18,PE-PGRS FAMILY PROTEIN ,17,16,True,0.32302841215525885,0.13064233119131985,0.23188902430281863,0.09232167466390946,-0.09113938785244022,0.18942187151810283,175.69310220612314,223.54117647058825,NE,GA,NE
Rv0981,mprA,MYCOBACTERIAL PERSISTENCE REGULATOR MRPA (TWO COMPONENT RESPONSE TRANSCRIPTIONAL REGULATORY PROTEIN) ,11,11,True,0.46380341148256027,0.07589537639469411,0.27937745999744473,0.10394965585718957,-0.18442595148511554,0.08451421861769658,154.41791122661792,159.06363636363636,NE,GA,NE
Rv0982,mprB,PROBABLE TWO COMPONENT SENSOR KINASE MPRB ,23,5,False,,,,,,,,42.92173913043479,ES,ES,E
Rv0983,pepD,PROBABLE SERINE PROTEASE PEPD (SERINE PROTEINASE) (MTB32B) ,19,19,True,-0.040344184835697565,0.863591602493401,0.07559814752936915,0.5940956841854004,0.11594233236506671,0.05051129451209887,79.68107367809726,74.92105263157895,NE,NE,NE
Rv0984,moaB2,POSSIBLE PTERIN-4-ALPHA-CARBINOLAMINE DEHYDRATASE MOAB2 (PHS) (4-ALPHA-HYDROXY-TETRAHYDROPTERIN DEHYDRATASE) (PTERIN-4-A-CARBINOLAMINE DEHYDRATASE) (PHENYLALANINE HYDROXYLASE-STIMULATING PROTEIN) (PHS) (PTERIN CARBINOLAMINE DEHYDRATASE) (PCD) ,5,4,True,-0.09140109923906427,0.839048911516597,0.24248788759203263,0.3584390247949672,0.3338889868310969,0.202801990657697,61.52950078368893,108.63999999999999,NE,NE,NE
Rv0985c,mscL,large-conductance mechanosensitive channel ,10,9,True,0.5219184932422483,0.054124300511795,0.47793306083646064,0.006189940459116697,-0.04398543240578762,0.7638124677142543,133.40237687315394,199.05,GA,NE,NE
Rv0986,-,PROBABLE ADHESION COMPONENT TRANSPORT ATP-BINDING PROTEIN ABC TRANSPORTER ,24,21,True,-0.42280115576433897,0.013069772967963798,-0.4248275669568932,0.00012263535213533587,-0.002026411192554256,0.9755493165615083,41.056877514354966,61.270833333333336,GD,NE,NE
Rv0987,-,PROBABLE ADHESION COMPONENT TRANSPORT TRANSMEMBRANE PROTEIN ABC TRANSPORTER ,95,86,True,-0.49879137853838146,9.51063385971727e-11,-0.6620749869566142,2.052287996135407e-37,-0.1632836084182327,0.0,31.91196779924824,36.53368421052632,GD,NE,NE
Rv0988,-,POSSIBLE CONSERVED EXPORTED PROTEIN ,41,34,True,-0.74583641685224,2.096131750928811e-10,-0.8221040211042357,2.5511623935521914e-25,-0.07626760425199575,0.0030566855911914113,17.245006541136704,17.134146341463413,GD,NE,NE
Rv0989c,grcC2,PROBABLE POLYPRENYL-DIPHOSPHATE SYNTHASE GRCC2 (POLYPRENYL PYROPHOSPHATE SYNTHETASE) ,19,19,True,0.3239986401816536,0.10789355782693912,0.4085245775378628,0.0010970342103532606,0.08452593735620922,0.17118375148665008,68.8717382299114,119.0736842105263,GA,NE,NE
