#HMM - Genes
#genes: ES=234, GD=126, NE=3445, GA=40, N/A=40
#key: ES=essential, GD=insertions cause growth-defect, NE=non-essential, GA=insertions confer growth-advantage, N/A=not analyzed (genes with 0 TA sites)
#ORF	gene	annotation	TAs	ES sites	GD sites	NE sites	GA sites	saturation	mean	call
CCNA_00858	-	TonB-dependent receptor	38	0	0	38	0	0.8684	142.12	NE
CCNA_00859	-	acetyltransferase, GNAT family	9	0	0	9	0	1.0000	111.56	NE
CCNA_00860	hfiA	holdfast inhibitor protein HfiA	2	0	0	2	0	0.5000	125.00	NE
CCNA_00861	-	hypothetical protein	7	0	0	7	0	1.0000	127.57	NE
CCNA_00862	xylD	xylonate dehydratase xylD	18	0	0	18	0	1.0000	99.17	NE
CCNA_00863	xylC	xylonolactonase xylC	13	0	0	13	0	1.0000	132.00	NE
CCNA_00864	xylB	xylose dehydrogenase xylB	6	0	0	6	0	1.0000	116.67	NE
CCNA_00865	xylA	alpha-ketoglutaric semialdehyde dehydrogenase xylA	14	0	0	14	0	1.0000	101.57	NE
CCNA_00866	xylX	fumarylacetoacetate hydrolase family protein	5	0	0	5	0	1.0000	46.20	NE
CCNA_00867	-	hypothetical protein	4	0	0	4	0	1.0000	129.75	NE
CCNA_03889	-	conserved hypothetical protein	3	0	0	3	0	1.0000	102.00	NE
CCNA_00869	-	DNA modification methyltransferase-related protein	37	0	0	37	0	0.9459	53.29	NE
CCNA_00870	-	conserved hypothetical protein	4	0	0	4	0	1.0000	177.75	NE
CCNA_00871	-	carbon-nitrogen hydrolase family protein	3	0	0	3	0	1.0000	126.67	NE
CCNA_00872	-	glutaredoxin	2	0	0	2	0	1.0000	131.50	NE
CCNA_00873	-	amidophosphoribosyltransferase family protein	7	0	0	7	0	1.0000	135.29	NE
CCNA_00874	bioC	biotin synthesis protein bioC	4	0	0	4	0	0.7500	1.67	NE
CCNA_00875	-	Flp/Fap pilin component protein	1	0	0	1	0	1.0000	291.00	NE
CCNA_00876	-	7,8-dihydro-8-oxoguanine-triphosphatase	5	0	0	5	0	1.0000	170.20	NE
CCNA_00877	-	hypothetical protein	6	0	0	6	0	0.8333	39.00	NE
CCNA_00878	-	ATP-dependent RNA helicase	14	0	0	14	0	0.7857	58.00	NE
CCNA_00879	-	PAS-family sensor histidine kinase	25	0	0	25	0	0.9600	87.33	NE
CCNA_00880	-	conserved hypothetical protein	6	0	0	6	0	1.0000	90.00	NE
CCNA_00881	-	ABC transporter ATP-binding protein	4	0	0	4	0	1.0000	142.00	NE
CCNA_00882	-	hypothetical protein	35	0	0	35	0	0.8857	93.61	NE
CCNA_00883	-	3-demethylubiquinone 3-methyltransferase	4	0	0	4	0	0.0000	0.00	NE
CCNA_00884	-	VapC-like PIN domain ribonuclease toxin	4	0	0	4	0	1.0000	75.00	NE
CCNA_00885	-	MazE-like antitoxin protein	6	0	0	6	0	1.0000	91.67	NE
CCNA_00886	-	aspartokinase	11	10	0	1	0	0.0909	196.00	ES
CCNA_00887	-	hypothetical protein	4	0	0	4	0	1.0000	67.25	NE
CCNA_00888	-	MCP-signal associated domain protein	1	0	0	1	0	1.0000	374.00	NE
CCNA_00889	-	lumazine-binding domain protein	4	0	0	4	0	1.0000	140.00	NE
CCNA_00890	-	poly(3-hydroxyalkanoate) depolymerase	9	0	0	9	0	1.0000	79.22	NE
CCNA_00891	-	transporter, drug/metabolite exporter family	7	0	0	7	0	1.0000	178.00	NE
CCNA_00892	-	phosphoenolpyruvate-protein phosphotransferase	17	0	0	17	0	1.0000	29.41	NE
CCNA_00893	-	helix-turn-helix DNA-binding protein	11	0	10	1	0	0.3636	4.25	GD
CCNA_00894	-	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase	9	8	0	1	0	0.1111	108.00	ES
CCNA_00895	-	conserved hypothetical protein	3	0	0	3	0	1.0000	96.33	NE
CCNA_00896	-	conserved hypothetical protein	8	0	0	8	0	1.0000	42.12	NE
CCNA_00897	-	hypothetical protein	2	0	0	2	0	1.0000	12.50	NE
CCNA_00898	-	ribosomal large subunit pseudouridine synthase F	4	0	0	4	0	0.7500	165.67	NE
CCNA_00899	-	bacterial peptide chain Release factor 1 (RF-1)	8	6	0	2	0	0.2500	199.00	ES
CCNA_00900	-	CHASE4-family GGDEF/EAL protein	14	0	0	14	0	0.8571	123.58	NE
CCNA_00901	-	alpha/beta hydrolase family protein	7	0	0	7	0	1.0000	87.57	NE
CCNA_00902	ibpA	inositol ABC transporter, periplasmic inositol-binding protein IbpA	3	0	0	3	0	1.0000	67.67	NE
CCNA_00903	iatA	inositol transport ATP-binding protein IatA	11	0	0	11	0	0.9091	125.50	NE
CCNA_00904	iatP	inositol ABC transport system, permease protein IatP	12	0	0	12	0	1.0000	84.42	NE
CCNA_00905	-	exonuclease-endonuclease-phosphatase (EEP1) protein	14	0	0	14	0	1.0000	112.93	NE
CCNA_00906	-	conserved hypothetical protein	8	0	0	8	0	1.0000	154.38	NE
CCNA_00907	-	conserved hypothetical protein	5	0	0	5	0	1.0000	138.60	NE
CCNA_00908	-	3-oxoacyl-(acyl-carrier-protein) synthase III	7	0	0	7	0	1.0000	110.57	NE
CCNA_00909	-	conserved hypothetical protein	8	0	0	8	0	1.0000	228.88	NE
CCNA_00910	-	erythromycin esterase family protein	18	0	0	18	0	1.0000	125.06	NE
CCNA_00911	-	AAA domain ATPase	5	0	0	5	0	1.0000	196.60	NE
CCNA_00912	-	beta-lactamase family protein	19	0	0	19	0	1.0000	111.42	NE
CCNA_00913	-	hypothetical protein	2	0	0	2	0	1.0000	18.00	NE
CCNA_00914	-	acetyltransferase	8	0	0	8	0	1.0000	89.75	NE
CCNA_00915	-	Molybdenum cofactor sulfurase related protein	7	0	0	7	0	1.0000	184.29	NE
CCNA_00916	parE-1	toxin protein parE-1	9	0	0	9	0	0.6667	109.33	NE
CCNA_00917	parD-1	antitoxin protein parD-1	4	0	3	1	0	0.5000	114.50	GD
CCNA_00918	-	peptide release factor-glutamine N5-methyltransferase	7	0	7	0	0	0.7143	3.80	GD
CCNA_00919	-	hypothetical protein	1	0	1	0	0	1.0000	14.00	GD
CCNA_00920	-	conserved hypothetical protein	8	0	6	2	0	0.2500	31.50	GD
CCNA_00921	-	zinc metalloprotease	7	0	0	7	0	0.8571	157.17	NE
CCNA_00922	clpB	ClpB protein	21	0	0	21	0	1.0000	122.48	NE
CCNA_00923	-	hypothetical protein	4	0	0	4	0	1.0000	305.00	NE
CCNA_00924	-	MarR/EmrR family transcriptional regulator	5	0	0	5	0	1.0000	72.00	NE
CCNA_00925	-	conserved hypothetical protein	5	0	0	5	0	1.0000	150.60	NE
CCNA_00926	-	acyl CoA thioesterase	12	0	0	12	0	1.0000	159.75	NE
CCNA_00927	-	hypothetical protein	8	0	0	8	0	0.8750	13.57	NE
CCNA_00928	-	GntR family transcriptional regulator	3	0	0	3	0	1.0000	31.00	NE
CCNA_00929	-	Riboflavin-specific deaminase family protein	3	0	0	3	0	1.0000	142.67	NE
CCNA_00930	-	riboflavin synthase alpha chain	5	0	0	5	0	1.0000	199.40	NE
CCNA_00931	-	GTP cyclohydrolase II/3,4-dihydroxy-2-butanone-4-phosphate synthase	6	0	0	6	0	1.0000	89.67	NE
CCNA_00932	ribH	6,7-dimethyl-8-ribityllumazine synthase	4	0	0	4	0	1.0000	167.25	NE
CCNA_00933	-	M28 Zn-Peptidase	16	0	0	16	0	0.9375	101.20	NE
CCNA_00934	-	conserved hypothetical protein	5	0	0	5	0	1.0000	33.40	NE
CCNA_00935	-	AraC-family transcriptional regulator	10	0	0	10	0	1.0000	204.70	NE
CCNA_00936	-	conserved hypothetical protein	9	0	0	9	0	1.0000	173.11	NE
CCNA_00937	-	acetyltransferase	4	0	0	4	0	1.0000	30.50	NE
CCNA_00938	-	acetyl-CoA acetyltransferase	7	0	0	7	0	1.0000	238.00	NE
CCNA_00939	-	MarR-family transcriptional regulator	9	0	0	9	0	1.0000	135.44	NE
CCNA_00940	-	sensory box GGDEF/EAL protein	16	0	0	16	0	1.0000	107.81	NE
CCNA_00941	-	tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase MnmA	10	10	0	0	0	0.1000	1.00	ES
CCNA_00942	flgL	flagellar hook-associated protein FlgL	10	0	0	10	0	1.0000	214.40	NE
CCNA_00943	flaN	flagellar hook-associated protein FlaN	14	0	0	14	0	1.0000	75.71	NE
CCNA_03944	-	hypothetical protein	0	0	0	0	0	0.0000	0.00	N/A
CCNA_00944	-	flagellar hook length determination protein	3	0	0	3	0	0.6667	30.50	NE
CCNA_00945	-	chemotaxis protein MotD	2	0	0	2	0	1.0000	97.50	NE
CCNA_00946	flgD	Basal-body rod modification protein FlgD	4	0	0	4	0	1.0000	69.75	NE
CCNA_00947	flgE	flagellar hook protein FlgE	27	0	3	24	0	0.9259	143.92	NE
CCNA_00948	sciP	CtrA inhibitory protein SciP	5	0	0	5	0	0.8000	22.00	NE
CCNA_00949	-	hypothetical protein	7	0	0	7	0	0.8571	140.17	NE
CCNA_00950	fliF	flagellar M-ring protein FliF	7	0	0	7	0	1.0000	84.14	NE
CCNA_00951	fliG	flagellar motor switch protein FliG	5	0	0	5	0	1.0000	148.20	NE
CCNA_00952	flbE	flagellar assembly protein FlbE/FliH	5	0	0	5	0	0.8000	94.25	NE
CCNA_00953	fliN	flagellar motor switch protein FliN	2	0	0	2	0	1.0000	191.50	NE
CCNA_00954	flbD	AAA-family response regulator flbD	8	0	0	8	0	1.0000	84.38	NE
CCNA_00956	flhA	flagellar biosynthesis protein FlhA	14	0	0	14	0	0.9286	37.38	NE
CCNA_00957	-	porin O precursor	25	0	0	25	0	0.9600	98.54	NE
CCNA_00958	-	conserved hypothetical protein	16	0	0	16	0	0.9375	122.67	NE
CCNA_00959	-	TetR-family transcriptional regulator	3	0	0	3	0	1.0000	188.67	NE
CCNA_00961	-	hypothetical protein	5	0	0	5	0	1.0000	505.20	NE
CCNA_00962	-	MarR-family transcriptional regulator	5	0	0	5	0	1.0000	103.60	NE
CCNA_00963	-	organic hydroperoxide resistance protein	4	0	0	4	0	1.0000	102.75	NE
CCNA_00964	-	gluconate kinase	2	0	0	2	0	1.0000	73.50	NE
CCNA_00965	-	DnaJ-family chaperone protein	5	0	0	5	0	1.0000	48.60	NE
CCNA_00966	-	pyridoxamine 5'-phosphate oxidase	5	0	0	5	0	0.6000	62.00	NE
CCNA_00967	-	TetR-family transcriptional regulator	8	0	0	8	0	1.0000	69.00	NE
CCNA_00968	-	gluconate kinase	15	0	0	15	0	1.0000	81.47	NE
CCNA_00969	-	two component sensor histidine kinase	6	0	0	6	0	0.8333	162.60	NE
CCNA_00970	-	long-chain-fatty-acid--CoA ligase	20	0	0	20	0	1.0000	177.50	NE
CCNA_00971	-	hydroxyacylglutathione hydrolase	7	0	0	7	0	1.0000	50.43	NE
CCNA_00972	-	hypothetical protein	3	0	0	3	0	1.0000	118.33	NE
CCNA_00973	-	putative phosphatase	4	0	0	4	0	1.0000	90.75	NE
CCNA_00974	-	OAR protein precursor	65	0	0	65	0	0.9538	174.58	NE
CCNA_00976	sppA	signal peptide peptidase A	26	0	0	26	0	0.9615	114.12	NE
CCNA_00977	-	transposase, IS4/5 family	4	0	0	4	0	1.0000	161.25	NE
CCNA_00978	-	transposase, DDE family	7	0	0	7	0	1.0000	105.86	NE
CCNA_00979	-	RND family efflux transporter, MFP subunit	3	0	0	3	0	1.0000	284.33	NE
CCNA_00980	lolE	ABC-type transport system involved in lipoprotein release, permease component LolE	9	0	0	9	0	1.0000	60.89	NE
CCNA_00981	lolD	ABC-type transport system involved in lipoprotein release, ATPase component LolD	1	0	0	1	0	1.0000	99.00	NE
CCNA_00982	-	ROS/MUCR transcriptional regulator	12	0	0	12	0	1.0000	116.00	NE
CCNA_00983	-	hybrid sensor histidine kinase/receiver protein	15	0	0	15	0	1.0000	188.67	NE
CCNA_00984	-	phosphinothricin N-acetyltransferase	10	0	0	10	0	0.9000	195.33	NE
CCNA_00985	ptrB	protease II PtrB	39	0	0	39	0	1.0000	172.51	NE
CCNA_00986	-	general stress protein 17O	7	0	0	7	0	0.7143	110.00	NE
CCNA_00987	-	stress response protein CsbD	2	0	0	2	0	0.5000	84.00	NE
CCNA_00988	-	isopenicillin N epimerase	9	0	0	9	0	0.8889	189.25	NE
CCNA_00989	-	acyl esterase protein	32	0	0	32	0	0.9688	195.26	NE
CCNA_00990	-	general stress protein 17O	11	0	0	11	0	0.9091	96.60	NE
CCNA_00991	-	nodulation protein N	4	0	0	4	0	1.0000	262.50	NE
CCNA_00992	-	conserved hypothetical protein	13	0	0	13	0	0.9231	125.25	NE
CCNA_00993	-	long-chain-fatty-acid--CoA ligase	21	0	0	21	0	1.0000	260.62	NE
CCNA_00994	-	oxidoreductase, GMC family	23	0	0	23	0	0.9565	211.14	NE
CCNA_00995	-	cytochrome P450 CypX	16	0	0	16	0	1.0000	207.38	NE
CCNA_00996	-	enoyl-CoA hydratase	6	0	0	6	0	1.0000	271.17	NE
CCNA_00997	-	conserved hypothetical protein	7	0	0	7	0	1.0000	239.57	NE
CCNA_00998	-	ROS/MUCR transcriptional regulator	7	0	0	7	0	1.0000	194.29	NE
CCNA_00999	-	PAS domain protein	8	0	0	8	0	1.0000	22.75	NE
CCNA_01000	-	hypothetical protein	2	0	0	2	0	1.0000	12.50	NE
CCNA_01001	-	ribokinase	2	0	0	2	0	1.0000	66.00	NE
CCNA_01002	fliP	flagellar biosyntheis protein FliP	4	0	0	4	0	1.0000	77.25	NE
CCNA_01003	fliO	flagellar biosynthesis protein FliO	3	0	0	3	0	1.0000	58.00	NE
CCNA_01004	flgB	flagellar basal-body rod protein FlgB	6	0	0	6	0	0.8333	135.80	NE
CCNA_01005	flgC	flagellar basal-body rod protein flgC	6	0	0	6	0	1.0000	122.50	NE
CCNA_01006	fliE	flagellar hook-basal body complex protein FliE	2	0	0	2	0	1.0000	84.50	NE
CCNA_01007	-	hypothetical protein	0	0	0	0	0	0.0000	0.00	N/A
CCNA_01008	-	urocanate hydratase	16	0	0	16	0	1.0000	182.50	NE
CCNA_01009	-	N-formylglutamate deformylase	8	0	0	8	0	1.0000	141.88	NE
CCNA_01010	-	histidine ammonia-lyase	7	0	0	7	0	1.0000	69.29	NE
CCNA_01011	-	imidazolonepropionase	10	0	0	10	0	1.0000	109.70	NE
CCNA_01012	-	N-formimino-L-glutamate deiminase	9	0	0	9	0	1.0000	93.33	NE
CCNA_01013	-	histidine utilization repressor	3	0	0	3	0	1.0000	162.33	NE
CCNA_01014	-	cysteinyl-tRNA(Pro) deacylase	9	0	0	9	0	1.0000	183.78	NE
CCNA_01015	-	multicopper oxidase PcoA	12	0	0	12	0	0.9167	257.82	NE
CCNA_01016	-	copper resistance protein B	10	0	0	10	0	1.0000	118.80	NE
CCNA_01017	-	acyl-CoA synthetase	23	0	0	23	0	0.9565	131.95	NE
CCNA_01018	-	D-galactose 1-dehydrogenase	8	0	0	8	0	0.8750	103.71	NE
CCNA_01019	-	beta-glucosidase	26	0	0	26	0	0.9231	181.88	NE
CCNA_01020	-	LacI-family transcriptional regulator	5	0	0	5	0	1.0000	143.60	NE
CCNA_01021	-	TonB-dependent receptor	49	0	0	49	0	0.9592	213.11	NE
CCNA_01022	-	tryptophan halogenase superfamily protein	16	0	0	16	0	1.0000	134.81	NE
CCNA_01023	-	tryptophan halogenase superfamily protein	16	0	0	16	0	1.0000	163.69	NE
CCNA_01024	-	hypothetical protein	11	0	0	11	0	1.0000	192.27	NE
CCNA_01025	-	hypothetical protein	22	0	0	22	0	1.0000	174.95	NE
CCNA_01026	-	hypothetical protein	23	0	0	23	0	1.0000	179.87	NE
CCNA_01027	-	acetyltransferase	4	0	0	4	0	1.0000	99.50	NE
CCNA_01028	-	M17 family aminopeptidase	14	0	0	14	0	1.0000	108.93	NE
CCNA_01029	-	alpha-L-rhamnosidase	32	0	0	32	0	0.9375	129.93	NE
CCNA_01030	-	peptidyl-prolyl cis-trans isomerase	7	0	0	7	0	1.0000	218.86	NE
CCNA_01031	-	transporter, major facilitator superfamily	26	0	0	26	0	0.9615	212.76	NE
CCNA_01032	-	RNA polymerase ECF-type sigma factor	10	0	0	10	0	1.0000	84.90	NE
CCNA_01033	-	FecR family protein	10	0	0	10	0	0.8000	90.62	NE
CCNA_01034	-	TonB-dependent outer membrane receptor	44	0	0	44	0	0.9545	145.95	NE
CCNA_01035	-	gamma-glutamyltranspeptidase	22	0	0	22	0	0.9545	186.00	NE
CCNA_01036	-	M14 peptidase-family protein	30	0	0	30	0	1.0000	173.97	NE
CCNA_01037	-	GntR-family transcriptional regulator	5	0	0	5	0	0.8000	237.75	NE
CCNA_01038	-	glyoxalase family protein	7	0	0	7	0	1.0000	132.71	NE
CCNA_01039	-	putative hexuronate transporter, major facilitator superfamily	10	0	0	10	0	0.8000	150.75	NE
CCNA_01040	-	beta-xylosidase/alpha-L-arabinofuranosidase	19	0	0	19	0	1.0000	296.89	NE
CCNA_01041	-	hypothetical protein	1	0	0	1	0	1.0000	501.00	NE
CCNA_01042	-	TonB-dependent receptor	47	0	0	47	0	0.8936	200.50	NE
CCNA_01043	-	hypothetical protein	3	0	0	3	0	1.0000	189.00	NE
CCNA_01044	-	AcrR-family transcriptional regulator	8	0	0	8	0	1.0000	267.62	NE
CCNA_01045	-	conserved hypothetical cytosolic protein	2	0	0	2	0	1.0000	194.00	NE
CCNA_01046	-	peptide methionine sulfoxide reductase msrA	12	0	0	12	0	0.9167	274.18	NE
CCNA_01047	-	TonB-dependent receptor	57	0	0	46	11	0.9825	299.95	NE
CCNA_01048	-	hypothetical protein	2	0	0	2	0	1.0000	182.50	NE
CCNA_03945	-	hypothetical protein	5	0	0	5	0	1.0000	125.00	NE
CCNA_01049	-	hypothetical protein	3	0	0	3	0	1.0000	219.67	NE
CCNA_01050	-	ABC transporter ATP-binding protein	16	0	0	16	0	1.0000	106.19	NE
CCNA_01051	-	TonB-dependent receptor	39	0	0	39	0	0.9744	191.05	NE
CCNA_01052	-	SapC family protein	9	0	0	9	0	1.0000	127.89	NE
CCNA_01053	-	acetyltransferase	19	0	0	19	0	1.0000	166.58	NE
CCNA_01054	-	tryptophan halogenase	20	0	0	20	0	1.0000	179.55	NE
CCNA_01055	-	GT1 family glyscosyl transferase	18	0	0	18	0	1.0000	137.72	NE
CCNA_01056	-	methyltransferase	9	0	0	9	0	1.0000	83.11	NE
CCNA_01057	-	conserved hypothetical protein	19	0	0	19	0	1.0000	128.16	NE
CCNA_01058	-	helix-turn-helix transcriptional regulator	9	0	0	9	0	1.0000	149.78	NE
CCNA_01059	rsaA	S-layer protein rsaA	29	0	0	29	0	0.8966	125.19	NE
CCNA_01060	rsaD	type I protein secretion ATP-binding protein RsaD	16	0	0	16	0	0.8750	24.71	NE
CCNA_01061	rsaE	type I secretion adaptor protein RsaE	11	0	0	11	0	0.9091	33.50	NE
CCNA_01062	-	GDP-mannose 4,6 dehydratase	13	0	0	13	0	1.0000	254.62	NE
CCNA_01063	perB	UDP-perosamine 4-acetyl transferase	5	0	0	5	0	0.8000	144.25	NE
CCNA_01064	-	perosamine synthetase	18	0	0	18	0	0.9444	177.71	NE
CCNA_01065	-	glycosyltransferase	14	0	0	14	0	1.0000	152.07	NE
CCNA_01066	-	glycosyltransferase	16	0	0	16	0	1.0000	150.19	NE
CCNA_01067	rsaFa	type I secretion outer membrane protein RsaFa	24	0	0	24	0	0.9167	164.14	NE
CCNA_01068	-	glycosyltransferase	16	0	0	16	0	0.9375	62.47	NE
CCNA_01069	-	methyltransferase	21	0	0	21	0	1.0000	229.67	NE
CCNA_01070	-	conserved hypothetical protein	5	0	0	0	5	1.0000	354.80	GA
CCNA_01071	-	alpha-ketoglutarate permease	21	0	0	8	13	1.0000	369.43	GA
CCNA_01072	-	conserved hypothetical protein	3	0	0	3	0	1.0000	132.33	NE
CCNA_01073	-	zinc-finger protein	5	0	0	5	0	1.0000	98.20	NE
CCNA_01074	-	entericidin B-like protein	2	0	0	2	0	1.0000	136.50	NE
CCNA_01075	-	beta/gamma crystallin family protein	5	0	0	5	0	1.0000	239.40	NE
CCNA_01076	-	beta/gamma crystallin family protein	12	0	0	12	0	0.9167	131.18	NE
CCNA_01077	-	penicillin acylase	22	0	0	22	0	1.0000	267.05	NE
CCNA_01078	-	methyltransferase	7	0	0	7	0	1.0000	247.71	NE
CCNA_01079	-	hypothetical protein	1	0	0	1	0	1.0000	4.00	NE
CCNA_01080	-	hypothetical protein	3	0	0	3	0	1.0000	153.67	NE
CCNA_01081	-	conserved hypothetical protein	6	0	0	6	0	1.0000	183.67	NE
CCNA_01082	-	hypothetical protein	10	0	0	10	0	1.0000	169.90	NE
CCNA_01083	-	HATPase superfamily protein	70	0	0	44	26	0.9857	219.06	NE
CCNA_01084	-	hypothetical protein	49	0	0	2	47	1.0000	275.65	GA
CCNA_01085	-	DNA-cytosine methyltransferase	29	0	0	29	0	0.9655	196.93	NE
CCNA_01086	lepA	GTP-binding protein lepA	18	0	0	18	0	1.0000	124.00	NE
CCNA_01087	-	conserved hypothetical protein	14	0	0	14	0	1.0000	210.71	NE
CCNA_01088	-	conserved hypothetical membrane protein	3	0	0	2	1	1.0000	215.00	NE
CCNA_01089	-	conserved hypothetical protein	19	0	0	0	19	0.9474	239.06	GA
CCNA_01090	-	conserved hypothetical protein	15	0	0	1	14	1.0000	373.07	GA
CCNA_01091	-	peptide methionine sulfoxide reductase	15	0	0	15	0	1.0000	148.33	NE
CCNA_01092	-	ACT domain protein	2	0	0	2	0	1.0000	23.50	NE
CCNA_01093	-	hypothetical protein	1	0	0	1	0	1.0000	364.00	NE
CCNA_01094	-	hypothetical protein	4	0	0	4	0	0.7500	68.00	NE
CCNA_01095	-	phenylalanyl-tRNA synthetase beta chain	21	20	0	1	0	0.0952	28.50	ES
CCNA_01096	-	phenylalanyl-tRNA synthetase alpha chain	6	6	0	0	0	0.0000	0.00	ES
CCNA_01097	-	LSU ribosomal protein L20P	12	11	0	1	0	0.0833	68.00	ES
CCNA_01098	-	LSU ribosomal protein L35P	4	3	0	1	0	0.5000	10.50	ES
CCNA_01099	-	tetracycline resistance protein	12	0	0	12	0	1.0000	157.75	NE
CCNA_01100	-	acylamino-acid-releasing enzyme	23	0	0	23	0	1.0000	154.04	NE
CCNA_01101	-	translation initiation factor 3 (IF-3)	8	7	0	1	0	0.1250	17.00	ES
CCNA_01102	-	conserved hypothetical membrane protein	7	0	0	7	0	1.0000	128.14	NE
CCNA_01103	-	ADP-heptose--LPS heptosyltransferase	7	0	6	1	0	0.7143	44.20	GD
CCNA_01104	-	glycosyltransferase	10	0	9	1	0	0.4000	8.25	GD
CCNA_01105	-	alpha/beta hydrolase family protein	6	0	0	6	0	0.6667	234.25	NE
CCNA_01106	parD-2	antitoxin protein parD-2	3	0	0	3	0	1.0000	107.00	NE
CCNA_01107	parE-2	toxin protein parE-2	7	0	0	7	0	0.8571	75.17	NE
CCNA_01108	-	nucleoside-diphosphate-sugar epimerase	9	0	0	9	0	0.8889	295.38	NE
CCNA_01109	-	conserved hypothetical cytosolic protein	24	0	0	24	0	1.0000	126.38	NE
CCNA_01110	-	2-dehydro-3-deoxygluconokinase	16	0	0	16	0	1.0000	161.38	NE
CCNA_01111	-	DnaA-related protein	3	0	0	3	0	1.0000	168.33	NE
CCNA_01112	-	hypothetical protein	2	0	0	2	0	1.0000	32.00	NE
CCNA_01113	-	rhodanese-related sulfurtransferase	10	0	0	10	0	1.0000	202.00	NE
CCNA_01114	sufE	cysteine desulfurase subunit SufE	4	0	0	4	0	0.5000	44.00	NE
CCNA_01115	-	two component sensor histidine kinase	5	0	0	5	0	0.6000	114.00	NE
CCNA_01116	divJ	histidine protein kinase DivJ	9	0	9	0	0	0.6667	3.67	GD
CCNA_01117	-	conserved hypothetical protein	10	0	0	10	0	1.0000	144.90	NE
CCNA_01118	-	conserved hypothetical protein	5	0	0	5	0	0.8000	9.50	NE
CCNA_01119	-	hypothetical protein	7	0	0	7	0	1.0000	211.71	NE
CCNA_01120	-	hypothetical protein	1	0	0	1	0	1.0000	145.00	NE
CCNA_01121	-	MA superfamily peptidase	25	0	0	25	0	0.9200	199.48	NE
CCNA_01122	-	MA superfamily peptidase	21	0	0	21	0	0.9524	189.30	NE
CCNA_01123	prfC	peptide chain release factor RF-3	9	0	0	9	0	0.8889	71.38	NE
CCNA_01124	-	histidinol-phosphate aminotransferase	12	0	0	12	0	1.0000	374.33	NE
CCNA_01125	-	conserved hypothetical protein	5	0	0	5	0	0.8000	194.00	NE
CCNA_03890	-	conserved hypothetical protein	6	0	0	6	0	1.0000	122.33	NE
CCNA_01128	-	hypothetical protein	4	0	0	4	0	1.0000	156.25	NE
CCNA_01129	fliQ	flagellar biosynthesis protein FliQ	3	0	0	3	0	1.0000	209.00	NE
CCNA_01130	fliR	flagellar biosynthesis protein FliR	6	0	0	6	0	1.0000	59.67	NE
CCNA_01131	flhB	flagellar biosynthesis protein FlhB	7	0	0	7	0	1.0000	62.57	NE
CCNA_01132	cckA	sensory transduction histidine kinase/receiver protein CckA	18	10	7	1	0	0.2222	34.50	ES
CCNA_01133	-	conserved hypothetical protein	10	0	0	10	0	1.0000	162.50	NE
CCNA_01134	-	LuxR-family transcriptional regulator	4	0	0	4	0	1.0000	211.75	NE
CCNA_01135	-	hypothetical protein	0	0	0	0	0	0.0000	0.00	N/A
CCNA_01136	-	conserved hypothetical protein	12	0	0	12	0	1.0000	211.42	NE
CCNA_01137	-	ribosomal-protein-alanine acetyltransferase	6	0	0	6	0	1.0000	192.50	NE
CCNA_01138	-	hypothetical protein	2	0	0	2	0	1.0000	421.50	NE
CCNA_01139	-	conserved hypothetical cytosolic protein	26	0	0	26	0	0.9615	321.04	NE
CCNA_01140	-	PAS-containing EAL phosphodiesterase	11	0	0	11	0	0.9091	136.80	NE
CCNA_01141	recA	RecA protein	13	0	0	13	0	1.0000	92.46	NE
CCNA_01142	-	hypothetical protein	18	0	0	18	0	0.9444	160.18	NE
CCNA_01143	-	endoribonuclease L-PSP	4	0	0	4	0	1.0000	298.25	NE
CCNA_01144	-	cytochrome c oxidase polypeptide II	3	0	0	3	0	1.0000	244.33	NE
CCNA_01145	-	monoamine oxidase	29	0	0	29	0	0.9655	226.00	NE
CCNA_01147	-	acetyltransferase	7	0	0	7	0	0.8571	156.17	NE
CCNA_01148	-	hypothetical protein	0	0	0	0	0	0.0000	0.00	N/A
CCNA_01149	-	TonB-dependent outer membrane receptor	55	0	0	55	0	0.9273	178.47	NE
CCNA_03891	-	conserved hypothetical protein	1	0	0	1	0	1.0000	14.00	NE
CCNA_01151	-	DeoR-family transcriptional regulator	6	0	0	6	0	1.0000	235.17	NE
CCNA_01152	-	external DNA uptake/catabolism protein	10	0	0	10	0	1.0000	91.50	NE
CCNA_01153	-	chromate transport protein	6	0	0	6	0	1.0000	162.67	NE
CCNA_01154	-	conserved hypothetical protein	4	0	0	4	0	0.7500	65.33	NE
CCNA_01155	-	TonB-dependent outer membrane receptor	51	0	0	51	0	0.9804	242.00	NE
CCNA_01156	-	sulfotransferase family protein	8	0	0	8	0	1.0000	209.50	NE
CCNA_01157	-	protoporphyrinogen oxidase	24	0	0	24	0	0.9167	261.05	NE
CCNA_01158	-	hypothetical protein	22	0	0	22	0	1.0000	143.59	NE
CCNA_03946	-	hypothetical protein	0	0	0	0	0	0.0000	0.00	N/A
CCNA_01159	-	transporter, major facilitator superfamily	11	0	0	11	0	1.0000	322.64	NE
CCNA_01161	-	proton/sodium-glutamate symport protein	11	0	0	11	0	1.0000	149.73	NE
CCNA_01162	-	beta-D-glucoside glucohydrolase	24	0	0	24	0	0.9583	164.09	NE
